Rank,Industry,Ticker,Relative Strength,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Diff
68,Entertainment,LYV,30.29,0.74,0.88,0.6,0.48,0.2,85,84,73,87,78,0.10999999999999943
69,Entertainment,TKO,29.83,0.49,0.76,0.41,0.64,0.21,84,86,68,89,91,-1.8100000000000023
70,Banks - Diversified,BK,29.82,0.54,0.62,0.76,0.45,0.43,84,84,84,79,91,-0.8000000000000007
71,Gambling,DKNG,29.58,0.83,0.64,0.56,0.35,0.18,84,79,75,9,25,4.069999999999997
72,Software - Application,MSTR,29.22,0.31,0.29,0.32,0.39,0.39,84,82,91,98,98,1.0199999999999996
73,Industrial Distribution,FAST,28.85,0.56,0.71,0.54,0.54,0.72,83,85,69,65,65,-2.6799999999999997
74,Capital Markets,GS,28.14,0.45,0.65,0.62,0.46,0.24,83,83,84,69,75,-1.9800000000000004
75,Asset Management,NTRS,27.95,0.57,0.7,0.59,0.46,0.32,83,82,84,59,74,-1.0
76,Banks - Diversified,BMO,27.85,0.78,0.74,0.53,0.96,0.4,83,74,73,79,67,5.150000000000002
77,Entertainment,NFLX,27.58,0.47,0.63,0.32,0.75,0.2,82,83,85,96,84,-1.9300000000000033
78,Financial Data & Stock Exchanges,COIN,27.23,0.39,0.49,0.27,0.5,0.25,82,83,91,58,11,-2.669999999999998
79,Internet Content & Information,GOOGL,27.04,0.66,0.71,0.71,0.58,0.33,82,76,52,30,58,3.6400000000000006
80,Airlines,RYAAY,26.82,0.33,0.42,0.7,0.74,0.61,82,85,88,78,41,-4.370000000000001
81,Travel Services,EXPE,26.43,0.64,0.76,0.58,0.63,0.31,82,81,68,62,88,-0.990000000000002
82,Banks - Diversified,CM,26.36,0.8,0.78,0.53,0.78,0.22,81,75,75,83,42,3.259999999999998
83,Internet Content & Information,GOOG,26.22,0.66,0.71,0.71,0.58,0.33,81,75,52,29,58,3.4800000000000004
84,Telecom Services,VOD,26.09,0.58,0.89,0.57,0.76,0.87,81,84,73,56,49,-4.640000000000001
85,Banks - Diversified,MUFG,25.9,0.54,0.63,0.55,0.56,0.54,81,79,67,78,79,0.6799999999999997
86,Banks - Regional,ITUB,25.64,0.46,0.55,0.56,0.43,0.41,80,75,67,87,35,2.8500000000000014
87,Household & Personal Products,EL,25.38,0.49,0.52,0.65,0.61,0.62,80,80,80,3,1,-1.3900000000000006
88,Oil & Gas Integrated,IMO,25.32,0.75,0.71,0.63,0.57,0.5,80,78,74,49,38,0.3000000000000007
89,Banks - Diversified,HSBC,25.31,0.47,0.63,0.5,0.58,0.7,80,82,81,84,94,-2.7600000000000016
90,Farm Products,ADM,25.28,0.71,0.78,0.54,0.38,0.68,79,79,41,9,13,-0.25
91,Mortgage Finance,RKT,25.14,0.44,0.53,0.74,0.5,0.69,79,85,83,6,58,-6.18
92,Semiconductors,TSM,24.85,0.32,0.46,0.52,0.64,0.29,79,83,85,75,45,-4.669999999999998
93,Banks - Diversified,UBS,24.74,0.51,0.62,0.66,0.47,0.54,79,82,71,45,65,-3.2600000000000016
94,Credit Services,COF,24.71,0.6,0.74,0.43,0.43,0.26,79,80,70,79,73,-1.5599999999999987
95,Capital Markets,MS,24.48,0.55,0.73,0.52,0.45,0.24,78,76,71,75,76,1.3399999999999999
96,Real Estate Services,CBRE,24.47,0.58,0.68,0.82,0.44,0.3,78,81,72,55,80,-3.1799999999999997
97,Building Products & Equipment,JCI,24.43,0.48,0.64,0.51,0.76,0.24,78,80,85,91,65,-2.3200000000000003
98,Semiconductor Equipment & Materials,LRCX,24.01,0.35,0.59,0.43,0.5,0.44,78,85,80,46,17,-7.16
99,Aerospace & Defense,RTX,23.96,0.61,0.68,0.71,0.64,0.65,77,80,79,70,79,-2.7300000000000004
100,Banks - Regional,NWG,23.76,0.37,0.65,0.66,0.78,0.7,77,87,85,94,97,-9.55
101,Semiconductors,MPWR,23.74,0.46,0.65,0.77,0.41,0.34,77,82,66,42,9,-5.030000000000001
102,Residential Construction,DHI,23.6,0.67,0.67,0.73,0.49,0.55,77,73,39,4,5,1.5700000000000003
103,Electrical Equipment & Parts,VRT,23.54,0.28,0.35,0.66,0.7,0.3,76,81,91,84,12,-3.8200000000000003
104,Communication Equipment,HPE,23.38,0.65,0.74,0.47,0.52,0.04,76,70,48,37,4,2.8099999999999987
105,Banks - Diversified,BNS,23.34,0.87,0.91,0.67,0.77,0.23,76,74,63,59,23,0.8900000000000006
106,Capital Markets,SCHW,23.03,0.39,0.55,0.69,0.44,0.3,76,76,82,79,40,-0.5999999999999979
107,Travel Services,TCOM,23.0,0.72,0.58,0.45,0.41,0.39,76,61,43,53,80,8.0
108,Asset Management,STT,22.83,0.57,0.66,0.71,0.41,0.23,75,77,72,62,59,-0.9700000000000024
109,Software - Application,PTC,22.82,0.66,0.7,0.81,0.4,0.31,75,78,74,24,10,-1.8900000000000006
110,Software - Infrastructure,TOST,22.81,0.48,0.41,0.73,0.33,0.34,75,72,93,93,87,1.2099999999999973
111,Oil & Gas Integrated,E,22.37,0.63,0.66,0.64,0.63,0.51,75,72,69,49,35,0.40000000000000213
112,Entertainment,FOXA,22.34,0.72,0.74,0.6,0.39,0.52,74,68,78,77,98,2.8099999999999987
113,Biotechnology,ARGX,22.03,0.83,0.65,0.92,0.61,0.26,74,73,59,58,82,-0.10999999999999943
114,Airlines,DAL,21.91,0.59,0.71,0.35,0.41,0.23,74,71,38,19,48,0.8000000000000007
115,Software - Infrastructure,SNPS,21.88,0.33,0.4,0.69,0.37,0.22,74,77,76,24,3,-1.9600000000000009
116,Software - Infrastructure,VRSN,21.79,0.69,0.49,0.42,0.45,0.69,73,78,70,91,90,-2.6700000000000017
117,Internet Retail,PDD,21.65,0.59,0.64,0.64,0.23,0.45,73,67,19,10,66,2.4399999999999977
118,Internet Content & Information,META,21.5,0.24,0.44,0.67,0.72,0.22,73,78,83,80,76,-3.210000000000001
119,Banks - Diversified,JPM,21.42,0.62,0.7,0.61,0.38,0.2,73,71,76,70,72,0.16000000000000014
120,Telecom Services,T,21.31,0.59,0.67,0.64,0.56,0.63,73,72,67,84,94,-0.33000000000000185
121,Gambling,FLUT,21.3,0.61,0.49,0.62,0.48,0.25,72,75,82,43,55,-1.5999999999999979
122,Software - Application,UBER,21.26,0.53,0.57,0.36,0.34,0.42,72,77,66,73,50,-2.59
123,Electronic Gaming & Multimedia,TTWO,21.07,0.63,0.56,0.29,0.48,0.45,72,63,72,86,84,4.0
124,Auto Parts,AZO,20.97,0.72,0.66,0.7,0.47,0.66,72,77,63,65,79,-2.8200000000000003
125,Banks - Diversified,RY,20.82,0.8,0.87,0.52,0.58,0.41,71,73,52,58,39,-1.5500000000000007
126,Financial Conglomerates,IX,20.81,0.62,0.66,0.66,0.66,0.59,71,71,53,24,17,0.21999999999999886
127,Software - Infrastructure,ZS,20.19,0.49,0.51,0.45,0.87,0.47,71,79,88,97,64,-5.239999999999998
128,Auto Parts,ORLY,20.02,0.57,0.53,0.86,0.51,0.5,71,74,68,68,78,-2.5100000000000016
129,Entertainment,FOX,19.78,0.73,0.76,0.58,0.36,0.47,70,64,73,72,98,2.25
130,Specialty Industrial Machinery,CMI,19.7,0.48,0.65,0.65,0.43,0.3,70,70,61,35,61,-0.5600000000000023
131,Building Materials,CRH,19.63,0.48,0.64,0.62,0.33,0.34,70,68,36,39,61,-0.060000000000002274
132,Banks - Regional,KB,19.49,0.29,0.34,0.39,0.74,0.45,70,64,73,91,14,1.7999999999999972
133,Steel,MT,19.48,0.43,0.53,0.32,0.48,0.71,70,72,67,64,93,-2.009999999999998
134,Residential Construction,PHM,19.37,0.67,0.67,0.68,0.47,0.51,69,66,35,7,11,0.4200000000000017
135,Engineering & Construction,FER,19.17,0.5,0.63,0.47,0.64,0.45,69,74,68,80,59,-3.3099999999999987
136,Auto Manufacturers,GM,19.08,0.82,0.88,0.5,0.36,0.47,69,65,56,26,33,1.1599999999999966
137,Asset Management,BN,19.08,0.55,0.53,0.63,0.36,0.21,69,65,75,67,50,1.2799999999999976
138,REIT - Healthcare Facilities,WELL,19.03,0.59,0.47,0.78,0.64,0.47,68,68,76,77,91,-0.6600000000000001
139,Aerospace & Defense,GD,18.98,0.73,0.76,0.67,0.43,0.84,68,69,56,27,22,-1.0199999999999996
140,Aerospace & Defense,LHX,18.79,0.68,0.6,0.78,0.74,0.84,68,70,76,50,22,-1.4200000000000017
141,Asset Management,RJF,18.57,0.5,0.62,0.68,0.27,0.22,68,63,67,48,54,1.3599999999999994
142,Auto Manufacturers,HMC,18.57,0.52,0.71,0.55,0.5,0.55,68,64,43,32,27,0.8599999999999994
143,Software - Infrastructure,MSFT,18.45,0.26,0.37,0.73,0.67,0.4,67,68,78,66,16,-0.8500000000000014
144,Farm & Heavy Construction Machinery,CAT,18.39,0.52,0.62,0.72,0.49,0.48,67,73,80,32,28,-3.719999999999999
145,Auto Manufacturers,F,18.18,0.66,0.79,0.37,0.31,0.66,67,68,51,28,14,-1.120000000000001
146,Financial Data & Stock Exchanges,NDAQ,18.11,0.33,0.38,0.8,0.7,0.31,67,69,81,72,59,-1.990000000000002
147,Consumer Electronics,SONY,18.0,0.48,0.65,0.58,0.63,0.5,66,76,65,87,89,-5.620000000000001
148,Specialty Retail,TSCO,17.81,0.67,0.68,0.65,0.48,0.5,66,69,58,15,48,-2.0700000000000003
149,Oil & Gas Refining & Marketing,VLO,17.4,0.97,0.9,0.33,0.35,0.36,66,60,36,17,15,2.9799999999999986
150,Specialty Industrial Machinery,ROK,17.26,0.49,0.65,0.54,0.72,0.38,66,69,86,76,33,-2.84
151,Electronic Gaming & Multimedia,EA,17.06,0.34,0.66,0.65,0.46,0.74,65,67,49,36,16,-2.0500000000000007
152,Asset Management,BLK,16.99,0.28,0.57,0.71,0.54,0.43,65,67,69,55,53,-2.200000000000003
153,Banks - Diversified,WFC,16.75,0.59,0.7,0.45,0.46,0.24,65,66,58,66,74,-1.3900000000000006
154,Specialty Industrial Machinery,PH,16.58,0.5,0.66,0.56,0.43,0.28,65,64,65,57,54,-1.0800000000000018
155,Banks - Diversified,BAC,16.56,0.75,0.85,0.47,0.5,0.24,64,62,49,50,37,-0.060000000000002274
156,Building Materials,MLM,16.53,0.51,0.59,0.8,0.49,0.21,64,59,43,52,4,2.3000000000000007
157,Semiconductor Equipment & Materials,KLAC,16.5,0.28,0.44,0.45,0.46,0.42,64,73,82,59,34,-5.539999999999999
158,Scientific & Technical Instruments,GRMN,16.19,0.52,0.59,0.59,0.58,0.54,64,63,64,45,87,-0.9699999999999989
159,Utilities - Regulated Electric,ETR,16.15,0.34,0.48,0.81,0.5,0.47,64,70,77,77,92,-4.010000000000002
160,Healthcare Plans,HUM,16.1,0.9,0.91,0.63,0.5,0.54,63,54,6,2,3,4.110000000000001
161,Utilities - Regulated Electric,CNP,15.95,0.45,0.34,0.74,0.44,0.6,63,62,69,73,76,-0.10999999999999943
162,Credit Services,AXP,15.88,0.83,0.82,0.37,0.45,0.2,63,56,45,60,52,2.790000000000001
163,Industrial Distribution,FERG,15.8,0.56,0.69,0.62,0.79,0.29,63,76,70,66,4,-7.849999999999998
164,Drug Manufacturers - General,GILD,15.69,0.17,0.59,0.63,0.74,0.87,62,66,77,86,98,-2.639999999999999
165,Aerospace & Defense,HEI-A,15.58,0.52,0.51,0.76,0.69,0.77,62,60,84,74,64,0.7799999999999994
166,Oil & Gas Refining & Marketing,MPC,15.43,0.96,0.85,0.38,0.4,0.28,62,55,56,41,7,2.5299999999999994
167,Communication Equipment,CSCO,15.07,0.34,0.44,0.6,0.54,0.43,62,63,74,71,87,-1.8599999999999994
168,Oil & Gas Midstream,ENB,15.04,0.68,0.63,0.63,0.7,0.41,61,58,55,76,62,1.0599999999999987
169,Asset Management,BX,14.98,0.43,0.56,0.65,0.23,0.25,61,59,63,25,36,0.6900000000000013
170,Medical Care Facilities,HCA,14.59,0.68,0.79,0.45,0.41,0.59,61,59,31,60,26,0.2599999999999998
171,Capital Markets,LPLA,14.27,0.41,0.48,0.53,0.49,0.32,61,57,82,88,81,1.0899999999999999
172,Aerospace & Defense,HEI,14.25,0.5,0.5,0.76,0.72,0.84,61,61,85,74,63,-0.8800000000000008
173,Real Estate Services,CSGP,14.24,0.49,0.33,0.88,0.6,0.63,60,65,79,28,27,-3.5200000000000014
174,Auto Manufacturers,TSLA,14.2,0.43,0.67,0.49,0.3,0.17,60,62,53,73,67,-2.240000000000002
175,Drug Manufacturers - General,JNJ,14.19,0.75,0.76,0.74,0.7,0.77,60,59,51,26,62,0.0
176,Medical Distribution,CAH,14.17,0.58,0.44,0.42,0.58,0.51,60,61,81,90,70,-0.7200000000000006
177,Drug Manufacturers - General,NVS,14.14,0.78,0.84,0.45,0.83,0.87,59,62,46,54,63,-2.4399999999999977
178,Internet Retail,AMZN,14.02,0.55,0.6,0.34,0.56,0.2,59,61,44,52,43,-1.8399999999999999
179,Agricultural Inputs,NTR,13.94,0.64,0.77,0.46,0.69,0.51,59,57,62,79,45,0.7400000000000002
180,Software - Infrastructure,XYZ,13.79,0.54,0.57,0.71,0.73,0.16,59,64,81,20,2,-3.4299999999999997
181,Internet Content & Information,BIDU,13.77,0.67,0.55,0.39,0.38,0.46,58,37,21,18,50,7.6
182,Utilities - Regulated Gas,ATO,13.74,0.52,0.66,0.67,0.42,0.57,58,60,49,61,78,-0.8100000000000005
183,Tobacco,PM,13.59,0.48,0.43,0.28,0.83,0.51,58,55,64,94,93,0.6099999999999994
184,Semiconductors,ADI,13.23,0.69,0.84,0.22,0.37,0.59,58,65,41,25,49,-4.550000000000001
185,Oil & Gas E&P,EQT,13.2,0.56,0.51,0.33,0.45,0.31,58,57,64,90,81,-0.08999999999999986
186,Software - Application,ADSK,13.17,0.78,0.42,0.67,0.55,0.1,57,20,46,71,29,14.28
187,Banks - Regional,PNC,13.11,0.74,0.8,0.43,0.39,0.28,57,58,44,30,43,-0.7700000000000014
188,Internet Content & Information,PINS,12.99,0.65,0.37,0.7,0.62,0.3,57,57,83,29,35,-0.4800000000000004
189,Entertainment,FWONK,12.9,0.66,0.58,0.44,0.58,0.33,57,56,57,71,66,-0.25
190,Specialty Industrial Machinery,EMR,12.8,0.47,0.54,0.57,0.59,0.39,56,58,79,52,42,-0.9599999999999991
191,Lodging,HLT,12.79,0.62,0.69,0.35,0.44,0.28,56,58,52,52,63,-0.6900000000000013
192,Drug Manufacturers - General,ABBV,12.71,0.81,0.75,0.66,0.65,0.83,56,53,30,31,85,0.8300000000000001
193,Internet Retail,CPNG,12.69,0.53,0.55,0.33,0.74,0.29,56,55,77,83,38,0.33000000000000007
194,Medical Distribution,COR,12.69,0.57,0.62,0.49,0.56,0.68,56,54,55,72,52,0.34999999999999964
195,Travel Services,BKNG,12.57,0.53,0.65,0.38,0.76,0.3,55,61,69,87,69,-2.8599999999999994
196,Copper,FCX,12.36,0.71,0.7,0.33,0.68,0.4,55,44,28,36,9,3.619999999999999
197,Apparel Retail,TJX,12.36,0.69,0.69,0.76,0.35,0.36,55,52,41,55,49,0.7099999999999991
198,Scientific & Technical Instruments,TDY,12.33,0.37,0.44,0.61,0.55,0.46,55,56,65,58,61,-0.8300000000000001
199,Oil & Gas Integrated,CVX,12.31,0.75,0.7,0.51,0.4,0.52,54,48,42,13,48,2.09
200,Asset Management,ARES,12.16,0.26,0.39,0.71,0.53,0.2,54,52,61,64,42,0.5899999999999999
201,Other Industrial Metals & Mining,BHP,12.01,0.62,0.74,0.56,0.44,0.48,54,51,27,23,19,0.6699999999999999
202,Medical Devices,BSX,11.92,0.67,0.63,0.61,0.41,0.32,54,53,62,70,86,0.22000000000000064
203,Medical Instruments & Supplies,RMD,11.84,0.36,0.53,0.86,0.52,0.49,53,67,75,51,44,-7.219999999999999
204,Other Industrial Metals & Mining,VALE,11.77,0.55,0.71,0.54,0.38,0.54,53,50,31,26,20,0.8599999999999994
205,Oil & Gas Integrated,SU,11.74,0.75,0.71,0.45,0.62,0.28,53,46,45,32,25,2.4299999999999997
206,Banks - Regional,TFC,11.56,0.71,0.8,0.43,0.37,0.23,53,50,36,24,45,0.3000000000000007
207,Telecom Services,CHT,11.51,0.28,0.36,0.46,0.52,0.6,52,55,55,62,39,-1.1400000000000006
208,Beverages - Non-Alcoholic,MNST,11.44,0.37,0.55,0.58,0.57,0.75,52,52,51,75,43,-0.08999999999999986
209,Banks - Regional,FITB,11.43,0.76,0.78,0.35,0.4,0.2,52,52,34,21,30,-0.09999999999999964
210,Oil & Gas Integrated,SHEL,11.38,0.78,0.8,0.6,0.58,0.47,52,50,48,38,42,0.120000000000001
211,Computer Hardware,DELL,11.38,0.19,0.47,0.57,0.52,0.28,52,60,78,44,1,-3.09
212,Health Information Services,VEEV,11.34,0.46,0.64,0.57,0.79,0.6,51,79,82,89,72,-13.96
213,Medical Devices,EW,11.01,0.8,0.67,0.62,0.55,0.22,51,50,58,49,14,0.23000000000000043
214,Entertainment,FWONA,10.81,0.68,0.62,0.41,0.51,0.33,51,51,50,69,70,-0.6999999999999993
215,Conglomerates,MMM,10.51,0.44,0.61,0.36,0.46,0.46,51,54,47,67,93,-1.4700000000000006
216,Entertainment,DIS,10.47,0.68,0.7,0.51,0.51,0.39,50,48,74,54,33,0.2599999999999998
217,Utilities - Regulated Electric,FTS,10.39,0.42,0.44,0.79,0.63,0.52,50,53,60,61,52,-1.4299999999999997
218,Oil & Gas Midstream,TRP,10.36,0.63,0.63,0.49,0.65,0.5,50,49,37,73,51,-0.21000000000000085
219,Utilities - Regulated Electric,AEP,9.98,0.42,0.5,0.81,0.51,0.58,50,58,58,42,75,-3.66
220,Oil & Gas Refining & Marketing,PSX,9.94,0.93,0.89,0.37,0.29,0.49,49,45,35,8,19,1.17
221,Specialty Industrial Machinery,XYL,9.92,0.42,0.54,0.76,0.52,0.55,49,56,59,24,36,-3.130000000000001
222,Steel,NUE,9.91,0.6,0.72,0.48,0.56,0.43,49,66,32,5,9,-8.41
223,Software - Application,DDOG,9.85,0.58,0.42,0.48,0.63,0.17,49,41,65,44,5,2.0199999999999996
224,Oil & Gas Midstream,LNG,9.8,0.72,0.62,0.55,0.62,0.56,48,54,62,82,82,-2.34
225,Insurance - Property & Casualty,WRB,9.61,0.62,0.6,0.7,0.57,0.62,48,50,57,82,56,-1.4100000000000001
226,Asset Management,KKR,9.41,0.29,0.47,0.62,0.36,0.2,48,43,55,36,18,1.1999999999999993
227,Confectioners,HSY,9.22,0.71,0.43,0.86,0.51,0.79,48,39,57,8,31,2.000000000000001
228,Credit Services,MA,9.22,0.69,0.78,0.67,0.53,0.38,48,48,44,68,70,-0.8399999999999999
229,Semiconductors,NXPI,9.13,0.63,0.78,0.38,0.47,0.49,47,52,27,12,16,-2.4299999999999997
230,Drug Manufacturers - General,AZN,9.02,0.8,0.79,0.62,0.73,0.81,47,49,27,17,61,-1.4100000000000001
231,Banks - Regional,MTB,9.0,0.67,0.78,0.34,0.39,0.19,47,46,36,43,51,-0.6600000000000001
232,Specialty Industrial Machinery,ETN,8.99,0.3,0.4,0.68,0.5,0.37,47,49,76,50,9,-1.6400000000000006
233,Utilities - Regulated Electric,PPL,8.89,0.43,0.53,0.59,0.46,0.53,46,47,48,48,68,-1.0899999999999999
234,Food Distribution,SYY,8.67,0.49,0.5,0.65,0.58,0.76,46,47,50,25,30,-1.0700000000000003
235,Telecom Services,TMUS,8.63,0.59,0.65,0.66,0.61,0.45,46,42,41,57,92,0.5400000000000009
236,Medical Devices,MDT,8.44,0.54,0.52,0.52,0.53,0.54,46,45,40,28,69,-0.41000000000000014
237,Insurance - Property & Casualty,HIG,8.35,0.64,0.72,0.69,0.47,0.67,45,48,47,63,57,-1.8000000000000007
238,Information Technology Services,BR,8.19,0.29,0.31,0.7,0.63,0.51,45,55,50,57,71,-4.67
239,Medical Devices,PHG,7.93,0.51,0.64,0.68,0.36,0.46,45,51,35,9,56,-3.42
