Rank,Industry,Ticker,Relative Strength,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Diff
18,Gold,NEM,56.31,0.79,0.69,0.73,0.77,0.4,96,95,87,87,58,4.200000000000003
19,Entertainment,LLYVK,54.9,0.83,0.9,0.67,0.47,0.18,96,96,91,95,95,-0.44000000000000483
20,Auto & Truck Dealerships,CVNA,54.72,0.6,0.55,0.55,0.79,0.19,95,95,97,99,96,1.009999999999998
21,Semiconductors,AVGO,54.64,0.38,0.46,0.62,0.8,0.31,95,96,96,96,90,-0.5399999999999991
22,Banks - Diversified,BBVA,54.17,0.45,0.48,0.83,0.52,0.75,95,95,95,93,97,2.719999999999999
23,Gold,AEM,51.59,0.73,0.6,0.68,0.79,0.59,95,92,88,95,95,6.650000000000006
24,Computer Hardware,ANET,47.67,0.37,0.37,0.73,0.48,0.25,95,94,81,65,28,-0.3200000000000003
25,Computer Hardware,PSTG,47.48,0.76,0.59,0.55,0.44,0.18,94,54,37,49,7,35.55
26,Internet Retail,SE,47.19,0.57,0.82,0.48,0.6,0.51,94,95,93,98,99,-3.6700000000000017
27,Airlines,UAL,46.76,0.66,0.78,0.51,0.59,0.27,94,93,78,83,95,0.4899999999999949
28,Electronic Components,GLW,46.38,0.66,0.68,0.87,0.82,0.25,94,92,89,76,74,3.8000000000000043
29,Electronic Components,APH,45.81,0.42,0.56,0.71,0.82,0.34,93,93,94,94,23,-0.7999999999999972
30,Travel Services,VIK,44.8,0.63,0.74,0.6,0.57,0.28,93,93,90,84,89,-1.6799999999999997
31,Capital Markets,CRCL,44.35,0.26,0.35,0.39,,0.0,93,95,99,33,33,-8.719999999999999
32,Biotechnology,ONC,44.24,0.72,0.51,0.76,0.86,0.57,93,87,90,88,94,12.370000000000001
33,Travel Services,CCL,43.0,0.6,0.71,0.58,0.59,0.22,92,94,92,83,54,-5.32
34,Software - Application,SHOP,42.91,0.33,0.32,0.63,0.39,0.19,92,91,92,86,87,2.219999999999999
35,Gold,B,42.41,0.81,0.77,0.64,0.79,0.6,92,91,73,63,62,0.5499999999999972
36,Engineering & Construction,EME,40.08,0.43,0.54,0.81,0.64,0.33,92,92,93,84,18,-2.1499999999999986
37,Gold,WPM,40.06,0.66,0.4,0.62,0.83,0.61,91,88,88,95,90,5.060000000000002
38,Utilities - Independent Power Producers,VST,40.01,0.21,0.37,0.67,0.7,0.21,91,94,98,97,84,-9.130000000000003
39,Tobacco,BTI,39.91,0.36,0.5,0.77,0.93,0.69,91,94,92,90,89,-7.07
40,Software - Infrastructure,ORCL,39.7,0.25,0.34,0.65,0.72,0.35,91,93,97,73,60,-6.149999999999999
41,Software - Application,SNOW,39.42,0.76,0.43,0.45,0.76,0.32,90,71,90,94,49,18.830000000000002
42,Internet Retail,BABA,38.04,0.69,0.52,0.51,0.41,0.62,90,71,64,82,99,17.099999999999998
43,Electronic Gaming & Multimedia,NTES,37.82,0.59,0.57,0.44,0.65,0.51,90,89,87,93,77,1.1099999999999994
44,Insurance - Life,PUK,37.72,0.47,0.49,0.59,0.54,0.67,90,89,88,89,68,1.240000000000002
45,Internet Retail,DASH,36.88,0.3,0.31,0.74,0.72,0.21,90,91,95,94,90,-2.1499999999999986
46,Software - Infrastructure,MDB,36.25,0.84,0.7,0.62,0.82,0.19,89,82,35,23,1,9.420000000000002
47,Rental & Leasing Services,URI,35.95,0.65,0.75,0.65,0.44,0.26,89,86,73,41,9,4.340000000000003
48,Banks - Diversified,C,35.63,0.46,0.68,0.56,0.54,0.14,89,90,87,74,69,-1.5899999999999963
49,Aerospace & Defense,GE,34.71,0.44,0.52,0.64,0.85,0.33,89,88,90,93,83,0.1700000000000017
50,Internet Retail,EBAY,34.49,0.34,0.51,0.8,0.87,0.52,88,92,90,87,87,-9.299999999999997
51,Internet Content & Information,SPOT,34.22,0.5,0.52,0.41,0.7,0.23,88,90,87,97,98,-3.200000000000003
52,Diagnostics & Research,IDXX,34.17,0.42,0.44,0.8,0.57,0.39,88,89,91,71,15,-1.8099999999999952
53,Semiconductors,AMD,33.71,0.37,0.44,0.72,0.51,0.27,88,91,94,16,1,-5.469999999999999
54,Electronic Components,TEL,33.42,0.52,0.65,0.83,0.5,0.48,87,88,88,55,40,-0.9899999999999949
55,Banks - Diversified,ING,33.4,0.39,0.52,0.57,0.51,0.89,87,89,85,83,93,-1.9200000000000017
56,Aerospace & Defense,BA,33.08,0.56,0.59,0.38,0.55,0.2,87,85,80,89,13,1.9699999999999989
57,Resorts & Casinos,LVS,32.66,0.7,0.74,0.67,0.4,0.59,87,87,80,12,20,-0.44000000000000483
58,Banks - Diversified,BCS,32.58,0.28,0.62,0.61,0.62,0.69,86,90,89,91,96,-5.039999999999999
59,Credit Services,SYF,32.44,0.68,0.83,0.53,0.37,0.17,86,87,78,60,60,-0.480000000000004
60,Semiconductors,NVDA,32.13,0.29,0.52,0.63,0.59,0.28,86,90,94,79,22,-4.619999999999997
61,Aerospace & Defense,AXON,31.84,0.42,0.26,0.5,0.72,0.32,86,90,95,99,92,-6.48
62,Utilities - Independent Power Producers,NRG,30.63,0.25,0.4,0.85,0.52,0.31,85,88,98,98,61,-3.4899999999999984
63,Entertainment,LYV,30.29,0.74,0.88,0.6,0.48,0.2,85,84,74,88,79,0.10999999999999943
64,Entertainment,TKO,29.83,0.49,0.76,0.41,0.64,0.21,85,86,69,90,91,-1.8100000000000023
65,Banks - Diversified,BK,29.82,0.54,0.62,0.76,0.45,0.43,85,85,85,81,92,-0.8000000000000007
66,Gambling,DKNG,29.58,0.83,0.64,0.56,0.35,0.18,85,81,76,10,27,4.069999999999997
67,Software - Application,MSTR,29.22,0.31,0.29,0.32,0.39,0.39,84,84,91,98,99,1.0199999999999996
68,Industrial Distribution,FAST,28.85,0.56,0.71,0.54,0.54,0.72,84,86,70,68,67,-2.6799999999999997
69,Telecom Services,AMX,28.55,0.68,0.73,0.61,0.31,0.42,84,81,59,52,15,2.9700000000000024
70,Banks - Diversified,BMO,27.85,0.78,0.74,0.53,0.96,0.4,84,75,74,80,69,5.150000000000002
71,Entertainment,NFLX,27.58,0.47,0.63,0.32,0.75,0.2,83,84,85,96,85,-1.9300000000000033
72,Financial Data & Stock Exchanges,COIN,27.23,0.39,0.49,0.27,0.5,0.25,83,84,91,60,12,-2.669999999999998
73,Internet Content & Information,GOOGL,27.04,0.66,0.71,0.71,0.58,0.33,83,77,53,30,60,3.6400000000000006
74,Airlines,RYAAY,26.82,0.33,0.42,0.7,0.74,0.61,83,85,89,80,45,-4.370000000000001
75,Travel Services,EXPE,26.43,0.64,0.76,0.58,0.63,0.31,82,83,69,64,90,-0.990000000000002
76,Banks - Diversified,CM,26.36,0.8,0.78,0.53,0.78,0.22,82,76,76,85,45,3.259999999999998
77,Telecom Services,VOD,26.09,0.58,0.89,0.57,0.76,0.87,82,85,75,58,51,-4.640000000000001
78,Banks - Diversified,MUFG,25.9,0.54,0.63,0.55,0.56,0.54,82,80,68,79,81,0.6799999999999997
79,Banks - Regional,ITUB,25.64,0.46,0.55,0.56,0.43,0.41,81,76,67,88,37,2.8500000000000014
80,Household & Personal Products,EL,25.38,0.49,0.52,0.65,0.61,0.62,81,82,82,4,1,-1.3900000000000006
81,Oil & Gas Integrated,IMO,25.32,0.75,0.71,0.63,0.57,0.5,81,80,75,51,40,0.3000000000000007
82,Banks - Diversified,HSBC,25.31,0.47,0.63,0.5,0.58,0.7,81,83,82,85,95,-2.7600000000000016
83,Farm Products,ADM,25.28,0.71,0.78,0.54,0.38,0.68,80,81,44,9,15,-0.25
84,Mortgage Finance,RKT,25.14,0.44,0.53,0.74,0.5,0.69,80,86,84,7,60,-6.18
85,Banks - Diversified,UBS,24.74,0.51,0.62,0.66,0.47,0.54,80,83,72,48,67,-3.2600000000000016
86,Credit Services,COF,24.71,0.6,0.74,0.43,0.43,0.26,80,82,72,81,73,-1.5599999999999987
87,Capital Markets,MS,24.48,0.55,0.73,0.52,0.45,0.24,80,76,73,77,76,1.3399999999999999
88,Real Estate Services,CBRE,24.47,0.58,0.68,0.82,0.44,0.3,79,83,74,57,81,-3.1799999999999997
89,Semiconductor Equipment & Materials,LRCX,24.01,0.35,0.59,0.43,0.5,0.44,79,85,81,49,19,-7.16
90,Aerospace & Defense,RTX,23.96,0.61,0.68,0.71,0.64,0.65,79,82,81,73,80,-2.7300000000000004
91,Banks - Regional,NWG,23.76,0.37,0.65,0.66,0.78,0.7,79,87,86,95,97,-9.55
92,Residential Construction,DHI,23.6,0.67,0.67,0.73,0.49,0.55,78,73,42,5,7,1.5700000000000003
93,Software - Application,CDNS,23.48,0.4,0.42,0.74,0.33,0.19,78,79,77,62,5,-1.3099999999999987
94,Healthcare Plans,CVS,23.45,0.96,0.9,0.43,0.61,0.52,78,71,32,44,66,3.0500000000000007
95,Communication Equipment,HPE,23.38,0.65,0.74,0.47,0.52,0.04,78,71,50,39,5,2.8099999999999987
96,Banks - Diversified,BNS,23.34,0.87,0.91,0.67,0.77,0.23,77,75,64,62,25,0.8900000000000006
97,Capital Markets,SCHW,23.03,0.39,0.55,0.69,0.44,0.3,77,77,83,80,43,-0.5999999999999979
98,Travel Services,TCOM,23.0,0.72,0.58,0.45,0.41,0.39,77,60,45,55,82,8.0
99,Banks - Diversified,TD,22.84,0.55,0.72,0.5,0.84,0.48,77,81,80,85,51,-3.1499999999999986
100,Asset Management,STT,22.83,0.57,0.66,0.71,0.41,0.23,76,78,74,65,62,-0.9700000000000024
101,Software - Application,PTC,22.82,0.66,0.7,0.81,0.4,0.31,76,79,75,25,12,-1.8900000000000006
102,Oil & Gas Integrated,E,22.37,0.63,0.66,0.64,0.63,0.51,76,73,71,51,36,0.40000000000000213
103,Entertainment,FOXA,22.34,0.72,0.74,0.6,0.39,0.52,76,69,79,79,98,2.8099999999999987
104,Utilities - Renewable,CEG,22.08,0.21,0.29,0.72,0.54,0.14,75,80,92,92,39,-3.0600000000000023
105,Biotechnology,ARGX,22.03,0.83,0.65,0.92,0.61,0.26,75,74,60,60,84,-0.10999999999999943
106,Airlines,DAL,21.91,0.59,0.71,0.35,0.41,0.23,75,72,40,19,50,0.8000000000000007
107,Software - Infrastructure,SNPS,21.88,0.33,0.4,0.69,0.37,0.22,75,78,78,24,4,-1.9600000000000009
108,Aerospace & Defense,NOC,21.81,0.62,0.49,0.89,0.75,0.76,75,74,70,37,43,-0.360000000000003
109,Tobacco,MO,21.62,0.62,0.72,0.71,0.62,0.71,74,74,66,66,83,-0.6400000000000006
110,Engineering & Construction,PWR,21.58,0.35,0.44,0.54,0.68,0.28,74,79,84,91,11,-3.3400000000000034
111,Semiconductors,MU,21.56,0.35,0.57,0.31,0.7,0.43,74,72,68,53,14,0.2099999999999973
112,Internet Content & Information,META,21.5,0.24,0.44,0.67,0.72,0.22,74,79,85,82,77,-3.210000000000001
113,Banks - Diversified,JPM,21.42,0.62,0.7,0.61,0.38,0.2,73,72,77,72,73,0.16000000000000014
114,Telecom Services,T,21.31,0.59,0.67,0.64,0.56,0.63,73,73,68,86,94,-0.33000000000000185
115,Gambling,FLUT,21.3,0.61,0.49,0.62,0.48,0.25,73,76,83,45,58,-1.5999999999999979
116,Software - Application,UBER,21.26,0.53,0.57,0.36,0.34,0.42,73,78,66,75,53,-2.59
117,Auto Parts,AZO,20.97,0.72,0.66,0.7,0.47,0.66,72,77,63,68,80,-2.8200000000000003
118,Banks - Regional,NU,20.84,0.85,0.76,0.23,0.3,0.23,72,62,13,43,12,4.91
119,Banks - Diversified,RY,20.82,0.8,0.87,0.52,0.58,0.41,72,75,53,61,42,-1.5500000000000007
120,Software - Infrastructure,ZS,20.19,0.49,0.51,0.45,0.87,0.47,72,80,89,97,66,-5.239999999999998
121,Auto Parts,ORLY,20.02,0.57,0.53,0.86,0.51,0.5,71,75,69,71,79,-2.5100000000000016
122,Entertainment,WBD,19.74,0.56,0.54,0.63,0.62,0.58,71,78,93,40,88,-4.32
123,Specialty Industrial Machinery,CMI,19.7,0.48,0.65,0.65,0.43,0.3,71,70,62,36,64,-0.5600000000000023
124,Building Materials,CRH,19.63,0.48,0.64,0.62,0.33,0.34,71,69,39,41,64,-0.060000000000002274
125,Oil & Gas Integrated,CVE,19.62,0.82,0.82,0.63,0.42,0.21,70,61,46,10,2,4.280000000000001
126,Banks - Regional,KB,19.49,0.29,0.34,0.39,0.74,0.45,70,65,75,91,16,1.7999999999999972
127,Steel,MT,19.48,0.43,0.53,0.32,0.48,0.71,70,72,68,67,94,-2.009999999999998
128,Engineering & Construction,FER,19.17,0.5,0.63,0.47,0.64,0.45,70,75,70,82,62,-3.3099999999999987
129,Auto Manufacturers,GM,19.08,0.82,0.88,0.5,0.36,0.47,69,66,57,26,34,1.1599999999999966
130,Asset Management,BN,19.08,0.55,0.53,0.63,0.36,0.21,69,66,76,70,52,1.2799999999999976
131,REIT - Healthcare Facilities,WELL,19.03,0.59,0.47,0.78,0.64,0.47,69,69,77,79,91,-0.6600000000000001
132,Aerospace & Defense,GD,18.98,0.73,0.76,0.67,0.43,0.84,69,70,56,27,24,-1.0199999999999996
133,Aerospace & Defense,LHX,18.79,0.68,0.6,0.78,0.74,0.84,69,70,78,52,24,-1.4200000000000017
134,Auto Manufacturers,HMC,18.57,0.52,0.71,0.55,0.5,0.55,68,65,45,33,29,0.8599999999999994
135,Asset Management,RJF,18.57,0.5,0.62,0.68,0.27,0.22,68,64,69,50,56,1.3599999999999994
136,Oil & Gas Integrated,BP,18.48,0.74,0.68,0.57,0.41,0.29,68,63,50,16,42,2.1099999999999994
137,Software - Infrastructure,MSFT,18.45,0.26,0.37,0.73,0.67,0.4,68,68,79,69,18,-0.8500000000000014
138,Farm & Heavy Construction Machinery,CAT,18.39,0.52,0.62,0.72,0.49,0.48,67,74,81,33,30,-3.719999999999999
139,Auto Manufacturers,F,18.18,0.66,0.79,0.37,0.31,0.66,67,68,52,29,16,-1.120000000000001
140,Financial Data & Stock Exchanges,NDAQ,18.11,0.33,0.38,0.8,0.7,0.31,67,70,83,74,61,-1.990000000000002
141,Specialty Retail,TSCO,17.81,0.67,0.68,0.65,0.48,0.5,67,69,59,15,50,-2.0700000000000003
142,Oil & Gas Equipment & Services,BKR,17.45,0.78,0.68,0.71,0.44,0.3,66,61,57,27,85,2.049999999999999
143,Oil & Gas Refining & Marketing,VLO,17.4,0.97,0.9,0.33,0.35,0.36,66,59,39,18,17,2.9799999999999986
144,Specialty Industrial Machinery,ROK,17.26,0.49,0.65,0.54,0.72,0.38,66,70,86,78,35,-2.84
145,Electronic Gaming & Multimedia,EA,17.06,0.34,0.66,0.65,0.46,0.74,66,67,51,38,19,-2.0500000000000007
146,Asset Management,BLK,16.99,0.28,0.57,0.71,0.54,0.43,65,68,70,57,55,-2.200000000000003
147,Banks - Diversified,WFC,16.75,0.59,0.7,0.45,0.46,0.24,65,66,58,69,75,-1.3900000000000006
148,Agricultural Inputs,CTVA,16.66,0.75,0.74,0.49,0.76,0.31,65,68,68,83,55,-2.460000000000001
149,Specialty Industrial Machinery,PH,16.58,0.5,0.66,0.56,0.43,0.28,65,65,65,59,56,-1.0800000000000018
150,Banks - Diversified,BAC,16.56,0.75,0.85,0.47,0.5,0.24,65,63,51,52,40,-0.060000000000002274
151,Semiconductor Equipment & Materials,KLAC,16.5,0.28,0.44,0.45,0.46,0.42,64,73,83,61,35,-5.539999999999999
152,Asset Management,BAM,16.34,0.32,0.47,0.66,0.33,0.2,64,65,71,87,55,-1.3099999999999987
153,Scientific & Technical Instruments,GRMN,16.19,0.52,0.59,0.59,0.58,0.54,64,64,65,48,88,-0.9699999999999989
154,Healthcare Plans,HUM,16.1,0.9,0.91,0.63,0.5,0.54,64,55,6,2,4,4.110000000000001
155,Utilities - Regulated Electric,CNP,15.95,0.45,0.34,0.74,0.44,0.6,63,62,71,76,77,-0.10999999999999943
156,Credit Services,AXP,15.88,0.83,0.82,0.37,0.45,0.2,63,56,47,62,55,2.790000000000001
157,Industrial Distribution,FERG,15.8,0.56,0.69,0.62,0.79,0.29,63,77,72,69,5,-7.849999999999998
158,Drug Manufacturers - General,GILD,15.69,0.17,0.59,0.63,0.74,0.87,63,67,79,88,98,-2.639999999999999
159,Aerospace & Defense,HEI-A,15.58,0.52,0.51,0.76,0.69,0.77,62,60,85,76,66,0.7799999999999994
160,Communication Equipment,CSCO,15.07,0.34,0.44,0.6,0.54,0.43,62,64,75,74,89,-1.8599999999999994
161,Oil & Gas Midstream,ENB,15.04,0.68,0.63,0.63,0.7,0.41,62,58,55,78,65,1.0599999999999987
162,Asset Management,BX,14.98,0.43,0.56,0.65,0.23,0.25,62,58,63,25,38,0.6900000000000013
163,Semiconductors,INTC,14.96,0.62,0.72,0.19,0.32,0.39,61,62,8,12,5,-0.629999999999999
164,Medical Care Facilities,HCA,14.59,0.68,0.79,0.45,0.41,0.59,61,59,34,63,28,0.2599999999999998
165,Aerospace & Defense,HEI,14.25,0.5,0.5,0.76,0.72,0.84,61,60,86,76,65,-0.8800000000000008
166,Building Materials,VMC,14.25,0.52,0.62,0.77,0.42,0.15,61,53,35,61,7,2.41
167,Real Estate Services,CSGP,14.24,0.49,0.33,0.88,0.6,0.63,60,65,80,29,29,-3.5200000000000014
168,Auto Manufacturers,TSLA,14.2,0.43,0.67,0.49,0.3,0.17,60,63,54,75,68,-2.240000000000002
169,Banks - Diversified,SMFG,14.2,0.53,0.64,0.58,0.6,0.55,60,59,52,54,78,-0.28000000000000114
170,Drug Manufacturers - General,JNJ,14.19,0.75,0.76,0.74,0.7,0.77,60,58,53,26,64,0.0
171,Medical Distribution,CAH,14.17,0.58,0.44,0.42,0.58,0.51,60,60,82,90,71,-0.7200000000000006
172,Drug Manufacturers - General,NVS,14.14,0.78,0.84,0.45,0.83,0.87,59,63,48,56,65,-2.4399999999999977
173,Internet Retail,AMZN,14.02,0.55,0.6,0.34,0.56,0.2,59,62,47,55,46,-1.8399999999999999
174,Agricultural Inputs,NTR,13.94,0.64,0.77,0.46,0.69,0.51,59,56,62,81,48,0.7400000000000002
175,Software - Infrastructure,XYZ,13.79,0.54,0.57,0.71,0.73,0.16,59,64,82,20,2,-3.4299999999999997
176,Internet Content & Information,BIDU,13.77,0.67,0.55,0.39,0.38,0.46,58,39,22,18,52,7.6
177,Utilities - Regulated Gas,ATO,13.74,0.52,0.66,0.67,0.42,0.57,58,60,51,64,79,-0.8100000000000005
178,Tobacco,PM,13.59,0.48,0.43,0.28,0.83,0.51,58,56,65,94,94,0.6099999999999994
179,Banks - Regional,HBAN,13.28,0.74,0.81,0.45,0.43,0.26,58,58,47,50,40,-0.7400000000000002
180,Semiconductors,ADI,13.23,0.69,0.84,0.22,0.37,0.59,57,66,43,25,52,-4.550000000000001
181,Oil & Gas E&P,EQT,13.2,0.56,0.51,0.33,0.45,0.31,57,56,64,90,82,-0.08999999999999986
182,Software - Application,ADSK,13.17,0.78,0.42,0.67,0.55,0.1,57,22,49,73,31,14.28
183,Banks - Regional,PNC,13.11,0.74,0.8,0.43,0.39,0.28,57,57,47,31,46,-0.7700000000000014
184,Oil & Gas E&P,WDS,13.08,0.43,0.54,0.72,0.68,0.41,56,61,66,20,12,-2.289999999999999
185,Internet Content & Information,PINS,12.99,0.65,0.37,0.7,0.62,0.3,56,57,84,30,37,-0.4800000000000004
186,Grocery Stores,KR,12.79,0.34,0.3,0.48,0.42,0.56,56,54,60,66,86,0.8999999999999986
187,Drug Manufacturers - General,ABBV,12.71,0.81,0.75,0.66,0.65,0.83,56,54,32,32,86,0.8300000000000001
188,Internet Retail,CPNG,12.69,0.53,0.55,0.33,0.74,0.29,55,55,79,85,41,0.33000000000000007
189,Medical Distribution,COR,12.69,0.57,0.62,0.49,0.56,0.68,55,55,56,74,54,0.34999999999999964
190,Travel Services,BKNG,12.57,0.53,0.65,0.38,0.76,0.3,55,61,70,89,71,-2.8599999999999994
191,Copper,FCX,12.36,0.71,0.7,0.33,0.68,0.4,55,45,29,37,10,3.619999999999999
192,Apparel Retail,TJX,12.36,0.69,0.69,0.76,0.35,0.36,55,53,43,57,52,0.7099999999999991
193,Oil & Gas Integrated,CVX,12.31,0.75,0.7,0.51,0.4,0.52,54,49,45,13,50,2.09
194,Medical Devices,BSX,11.92,0.67,0.63,0.61,0.41,0.32,54,53,62,72,87,0.22000000000000064
195,Medical Instruments & Supplies,RMD,11.84,0.36,0.53,0.86,0.52,0.49,54,67,77,53,47,-7.219999999999999
196,Railroads,NSC,11.8,0.5,0.36,0.71,0.56,0.31,54,50,66,37,26,1.0600000000000005
197,Other Industrial Metals & Mining,VALE,11.77,0.55,0.71,0.54,0.38,0.54,53,51,33,26,22,0.8599999999999994
198,Banks - Regional,TFC,11.56,0.71,0.8,0.43,0.37,0.23,53,51,38,24,47,0.3000000000000007
199,Telecom Services,CHT,11.51,0.28,0.36,0.46,0.52,0.6,53,55,55,65,42,-1.1400000000000006
200,Banks - Regional,FITB,11.43,0.76,0.78,0.35,0.4,0.2,53,52,36,21,32,-0.09999999999999964
201,Computer Hardware,DELL,11.38,0.19,0.47,0.57,0.52,0.28,52,59,80,46,1,-3.09
202,Health Information Services,VEEV,11.34,0.46,0.64,0.57,0.79,0.6,52,80,84,90,73,-13.96
203,Medical Devices,EW,11.01,0.8,0.67,0.62,0.55,0.22,52,50,58,51,16,0.23000000000000043
204,Entertainment,FWONA,10.81,0.68,0.62,0.41,0.51,0.33,52,52,52,72,72,-0.6999999999999993
205,Conglomerates,MMM,10.51,0.44,0.61,0.36,0.46,0.46,51,54,50,70,93,-1.4700000000000006
206,Entertainment,DIS,10.47,0.68,0.7,0.51,0.51,0.39,51,49,76,56,34,0.2599999999999998
207,Utilities - Regulated Electric,FTS,10.39,0.42,0.44,0.79,0.63,0.52,51,53,60,63,54,-1.4299999999999997
208,Oil & Gas Midstream,TRP,10.36,0.63,0.63,0.49,0.65,0.5,51,50,40,75,54,-0.21000000000000085
209,Utilities - Regulated Electric,AEP,9.98,0.42,0.5,0.81,0.51,0.58,50,57,59,45,75,-3.66
210,Oil & Gas Refining & Marketing,PSX,9.94,0.93,0.89,0.37,0.29,0.49,50,46,37,8,21,1.17
211,Steel,NUE,9.91,0.6,0.72,0.48,0.56,0.43,50,67,34,6,10,-8.41
212,Software - Application,DDOG,9.85,0.58,0.42,0.48,0.63,0.17,50,43,65,47,6,2.0199999999999996
213,Oil & Gas Midstream,LNG,9.8,0.72,0.62,0.55,0.62,0.56,50,55,63,84,83,-2.34
214,Communication Equipment,MSI,9.68,0.59,0.67,0.92,0.37,0.41,49,40,35,26,39,2.9399999999999995
215,Insurance - Property & Casualty,WRB,9.61,0.62,0.6,0.7,0.57,0.62,49,51,58,84,58,-1.4100000000000001
216,Software - Infrastructure,CRWD,9.27,0.38,0.48,0.38,0.62,0.19,49,57,86,95,40,-4.300000000000001
217,Credit Services,MA,9.22,0.69,0.78,0.67,0.53,0.38,48,48,46,71,72,-0.8399999999999999
218,Confectioners,HSY,9.22,0.71,0.43,0.86,0.51,0.79,48,41,57,8,32,2.000000000000001
219,Semiconductors,NXPI,9.13,0.63,0.78,0.38,0.47,0.49,48,52,29,11,18,-2.4299999999999997
220,Drug Manufacturers - General,AZN,9.02,0.8,0.79,0.62,0.73,0.81,48,50,29,17,63,-1.4100000000000001
221,Banks - Regional,MTB,9.0,0.67,0.78,0.34,0.39,0.19,48,47,38,46,53,-0.6600000000000001
222,Utilities - Regulated Electric,PPL,8.89,0.43,0.53,0.59,0.46,0.53,47,48,50,50,70,-1.0899999999999999
223,Food Distribution,SYY,8.67,0.49,0.5,0.65,0.58,0.76,47,47,52,25,31,-1.0700000000000003
224,Telecom Services,TMUS,8.63,0.59,0.65,0.66,0.61,0.45,47,43,44,59,93,0.5400000000000009
225,Medical Devices,MDT,8.44,0.54,0.52,0.52,0.53,0.54,47,46,42,29,71,-0.41000000000000014
226,Insurance - Property & Casualty,HIG,8.35,0.64,0.72,0.69,0.47,0.67,46,49,49,65,60,-1.8000000000000007
227,Financial Data & Stock Exchanges,CME,8.2,0.29,0.34,0.7,0.51,0.65,46,52,72,81,80,-3.210000000000001
228,Utilities - Regulated Electric,AEE,7.97,0.42,0.42,0.79,0.47,0.52,46,48,58,60,86,-2.080000000000001
229,Medical Devices,PHG,7.93,0.51,0.64,0.68,0.36,0.46,46,51,37,9,59,-3.42
230,Home Improvement Retail,LOW,7.88,0.67,0.71,0.76,0.41,0.39,45,45,21,18,29,-0.5499999999999998
231,REIT - Retail,SPG,7.7,0.76,0.79,0.58,0.44,0.27,45,41,30,28,53,0.6699999999999999
232,Utilities - Regulated Electric,XEL,7.5,0.48,0.47,0.79,0.35,0.47,45,45,59,54,76,-1.2100000000000009
233,Medical Distribution,MCK,7.48,0.67,0.59,0.5,0.54,0.8,45,42,61,73,75,-0.05999999999999961
234,Discount Stores,WMT,7.37,0.31,0.25,0.81,0.57,0.28,45,40,56,77,83,0.7199999999999998
235,Home Improvement Retail,HD,7.19,0.58,0.64,0.72,0.41,0.29,44,43,29,34,31,-0.75
236,Oil & Gas Midstream,MPLX,7.17,0.61,0.45,0.68,0.47,0.43,44,40,62,66,88,0.5700000000000003
237,Banks - Regional,USB,7.03,0.73,0.8,0.37,0.43,0.29,44,44,30,31,34,-1.1499999999999995
238,Utilities - Regulated Electric,FE,7.02,0.48,0.55,0.81,0.3,0.44,44,44,41,39,25,-1.2200000000000006
239,Insurance - Property & Casualty,MKL,7.01,0.54,0.62,0.45,0.58,0.55,43,47,54,62,78,-1.9000000000000004
