Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
14,Resorts & Casinos,32.66,-0.44000000000000483,0.7,0.74,0.67,0.4,0.59,87,89,79,10,19,LVS
15,Airlines,31.83,-1.0266666666666708,0.5266666666666667,0.6366666666666666,0.52,0.58,0.37000000000000005,86,88,75,68,85,"UAL,RYAAY,DAL"
16,Engineering & Construction,29.625,-2.729999999999997,0.46499999999999997,0.585,0.64,0.64,0.39,85,87,90,86,33,"EME,FER"
17,Banks - Diversified,29.6075,-0.3668750000000003,0.5856250000000001,0.685,0.588125,0.5825,0.4625,84,82,82,83,89,"SAN,BBVA,C,ING,BCS,BK,BMO,CM,MUFG,HSBC,UBS,BNS,JPM,RY,WFC,BAC"
18,Travel Services,29.09857142857143,-1.5928571428571416,0.6485714285714286,0.7085714285714285,0.4714285714285714,0.59,0.27285714285714285,83,84,81,81,83,"RCL,VIK,CCL,EXPE,TCOM,BKNG,ABNB"
19,Entertainment,27.214999999999996,0.0,0.683,0.747,0.518,0.514,0.302,82,79,78,90,95,"LLYVK,LLYVA,LYV,TKO,NFLX,FOXA,FOX,FWONK,FWONA,DIS"
20,Tobacco,26.75,-3.229999999999997,0.42,0.46499999999999997,0.525,0.88,0.6,81,83,89,95,98,"BTI,PM"
21,Credit Services,25.733333333333334,-0.8816666666666642,0.66,0.725,0.4683333333333333,0.505,0.30333333333333334,80,78,73,77,79,"SOFI,COF,AXP,MA,V,PYPL"
22,Gambling,25.439999999999998,1.2349999999999994,0.72,0.565,0.5900000000000001,0.415,0.215,79,75,80,21,35,"DKNG,FLUT"
23,Farm Products,25.28,-0.25,0.71,0.78,0.54,0.38,0.68,78,77,44,9,11,ADM
24,Mortgage Finance,25.14,-6.18,0.44,0.53,0.74,0.5,0.69,77,85,87,6,60,RKT
25,Electrical Equipment & Parts,23.54,-3.8200000000000003,0.28,0.35,0.66,0.7,0.3,76,80,94,89,6,VRT
26,Internet Retail,23.17,0.27777777777777857,0.5055555555555555,0.5511111111111111,0.5355555555555556,0.56,0.41555555555555557,75,73,75,88,96,"SE,BABA,DASH,EBAY,PDD,AMZN,CPNG,MELI,JD"
27,Aerospace & Defense,22.764285714285712,-0.4471428571428575,0.5771428571428572,0.5942857142857143,0.6714285714285715,0.66,0.6385714285714286,75,75,83,78,51,"GE,BA,RTX,GD,LHX,HEI-A,HEI"
28,Financial Conglomerates,20.81,0.21999999999999886,0.62,0.66,0.66,0.66,0.59,74,69,58,25,17,IX
29,Auto Parts,20.494999999999997,-2.6650000000000027,0.645,0.595,0.78,0.49,0.5800000000000001,73,74,68,73,87,"AZO,ORLY"
30,Specialty Industrial Machinery,19.966666666666665,-1.4983333333333384,0.43416666666666665,0.5475,0.57,0.5225,0.44,72,71,88,66,38,"SYM,GEV,CMI,ROK,PH,EMR,XYL,ETN,ITW,AME,IR,OTIS"
31,Real Estate Services,19.355,-3.349999999999998,0.5349999999999999,0.505,0.85,0.52,0.46499999999999997,71,72,77,46,64,"CBRE,CSGP"
32,REIT - Healthcare Facilities,19.03,-0.6600000000000001,0.59,0.47,0.78,0.64,0.47,70,66,76,80,97,WELL
33,Specialty Retail,17.81,-2.0700000000000003,0.67,0.68,0.65,0.48,0.5,69,67,61,13,49,TSCO
34,Semiconductors,15.660833333333334,-5.0600000000000005,0.46416666666666667,0.61,0.4816666666666667,0.5258333333333334,0.3833333333333333,68,70,71,48,16,"AVGO,AMD,NVDA,TSM,MPWR,ADI,NXPI,TXN,QCOM,ARM,MCHP,MRVL"
35,Residential Construction,15.62,0.4333333333333318,0.6633333333333334,0.6866666666666666,0.7000000000000001,0.48666666666666664,0.5266666666666667,67,63,23,4,1,"DHI,PHM,LEN"
36,Steel,14.695,-5.210000000000001,0.515,0.625,0.4,0.52,0.57,66,68,56,30,74,"MT,NUE"
37,Medical Care Facilities,14.59,0.2599999999999998,0.68,0.79,0.45,0.41,0.59,65,60,33,65,25,HCA
38,Oil & Gas Refining & Marketing,14.256666666666666,2.226666666666665,0.9533333333333333,0.88,0.36000000000000004,0.3466666666666667,0.37666666666666665,64,55,46,19,10,"VLO,MPC,PSX"
39,Agricultural Inputs,13.94,0.7400000000000002,0.64,0.77,0.46,0.69,0.51,63,58,65,84,43,NTR
40,Utilities - Regulated Gas,13.74,-0.8100000000000005,0.52,0.66,0.67,0.42,0.57,62,61,50,67,86,ATO
41,Industrial Distribution,13.646666666666668,-3.349999999999998,0.62,0.7200000000000001,0.47000000000000003,0.61,0.4766666666666666,61,64,52,69,24,"FAST,FERG,GWW"
42,Asset Management,12.942727272727273,0.1890909090909112,0.3936363636363636,0.5436363636363637,0.6109090909090908,0.3809090909090909,0.24727272727272728,60,57,63,55,44,"NTRS,STT,BN,RJF,BLK,BX,ARES,KKR,AMP,APO,OWL"
43,Semiconductor Equipment & Materials,12.803333333333335,-6.333333333333332,0.3566666666666667,0.5866666666666667,0.37000000000000005,0.47000000000000003,0.4366666666666667,59,65,67,47,18,"LRCX,KLAC,ASML"
44,Building Materials,12.49,1.2033333333333331,0.5666666666666667,0.6533333333333333,0.6333333333333333,0.2733333333333334,0.18333333333333335,58,52,31,42,23,"CRH,MLM,AMRZ"
45,Banks - Regional,12.336,-1.2140000000000004,0.524,0.6140000000000001,0.445,0.491,0.34299999999999997,57,59,57,72,42,"ITUB,NWG,KB,PNC,TFC,FITB,MTB,HDB,IBN,FCNCA"
46,Oil & Gas Integrated,11.713750000000001,1.9900000000000002,0.7125,0.64,0.53625,0.45,0.41500000000000004,56,44,54,25,30,"IMO,E,CVX,SU,SHEL,XOM,PBR-A,PBR"
47,Medical Distribution,11.446666666666667,-0.14333333333333442,0.6066666666666666,0.5499999999999999,0.47,0.56,0.6633333333333334,55,53,69,85,72,"CAH,COR,MCK"
48,Health Information Services,11.34,-13.96,0.46,0.64,0.57,0.79,0.6,54,76,84,93,78,VEEV
49,Consumer Electronics,11.245000000000001,-3.6400000000000006,0.49,0.655,0.46499999999999997,0.47,0.45,53,62,43,60,90,"SONY,AAPL"
50,Auto Manufacturers,10.791666666666666,-0.39166666666666927,0.5616666666666666,0.725,0.49333333333333335,0.385,0.4633333333333334,52,50,34,31,21,"GM,HMC,F,TSLA,TM,STLA"
51,Scientific & Technical Instruments,10.51,-0.6833333333333336,0.4466666666666667,0.5266666666666667,0.5666666666666667,0.5,0.39333333333333337,50,51,60,54,73,"GRMN,TDY,KEYS"
52,Conglomerates,10.51,-1.4700000000000006,0.44,0.61,0.36,0.46,0.46,50,54,48,74,99,MMM
53,Financial Data & Stock Exchanges,10.065999999999999,-2.578000000000001,0.386,0.488,0.608,0.516,0.278,49,56,70,58,32,"COIN,NDAQ,SPGI,MCO,MSCI"
54,Other Industrial Metals & Mining,9.943333333333333,0.5800000000000001,0.5633333333333334,0.7066666666666667,0.5533333333333333,0.35000000000000003,0.5233333333333333,48,43,26,24,25,"BHP,VALE,RIO"
55,Insurance - Life,9.674999999999999,-0.08249999999999957,0.5925,0.6725,0.5175,0.4875,0.5525,47,46,47,62,50,"PUK,MFC,MET,PRU"
56,Copper,9.61,3.334999999999999,0.62,0.605,0.365,0.655,0.37,46,34,24,36,9,"FCX,SCCO"
57,Food Distribution,8.67,-1.0700000000000003,0.49,0.5,0.65,0.58,0.76,45,45,53,26,28,SYY
58,Farm & Heavy Construction Machinery,8.026666666666667,-3.1133333333333333,0.4633333333333334,0.57,0.5966666666666667,0.44,0.5466666666666666,44,49,64,39,65,"CAT,DE,PCAR"
59,Home Improvement Retail,7.535,-0.6500000000000004,0.625,0.675,0.74,0.41,0.33999999999999997,43,41,20,27,27,"LOW,HD"
60,Lodging,7.14,-1.5650000000000004,0.56,0.6499999999999999,0.32999999999999996,0.4,0.28500000000000003,42,42,45,50,56,"HLT,MAR"
61,Building Products & Equipment,7.05,-3.533333333333334,0.38666666666666666,0.5499999999999999,0.4366666666666667,0.5966666666666667,0.39999999999999997,41,48,66,82,39,"JCI,TT,CARR"
62,Diagnostics & Research,6.573333333333333,-0.2866666666666662,0.5066666666666667,0.5933333333333333,0.6433333333333334,0.5383333333333333,0.4716666666666667,40,37,27,7,8,"IDXX,IQV,MTD,TMO,A,DHR"
63,REIT - Diversified,6.47,-1.5200000000000005,0.57,0.63,0.6,0.47,0.74,39,40,55,38,69,VICI
64,Personal Services,5.92,-1.87,0.39,0.35,0.73,0.63,0.61,38,38,62,75,58,ROL
65,Medical Devices,5.601428571428571,-1.0699999999999994,0.5785714285714285,0.61,0.53,0.4542857142857143,0.4185714285714286,37,36,37,37,67,"BSX,EW,MDT,PHG,ABT,SYK,GEHC"
66,Utilities - Regulated Electric,5.497647058823529,-2.3864705882352943,0.40352941176470586,0.44529411764705884,0.7305882352941176,0.4735294117647059,0.558235294117647,36,39,51,53,68,"ETR,CNP,FTS,AEP,PPL,XEL,DUK,FE,EXC,D,DTE,WEC,NGG,NEE,PEG,ED,PCG"
67,Telecom Services,5.40625,-1.1312499999999996,0.55625,0.66125,0.47875,0.5475,0.66625,35,35,35,59,76,"VOD,T,CHT,TMUS,TU,VZ,CMCSA,CHTR"
68,Footwear & Accessories,5.05,-5.28,0.49,0.67,0.59,0.52,0.67,34,47,59,1,13,NKE
69,Oil & Gas E&P,4.346666666666667,2.385,0.7383333333333333,0.6699999999999999,0.48666666666666664,0.39666666666666667,0.37999999999999995,33,26,25,20,15,"EQT,EOG,COP,CNQ,OXY,FANG"
70,REIT - Retail,3.8466666666666662,-0.48333333333333384,0.6033333333333334,0.6333333333333333,0.6066666666666666,0.4766666666666666,0.5333333333333333,32,30,28,32,59,"SPG,O,REG"
71,Insurance - Property & Casualty,3.3480000000000003,-1.5219999999999998,0.5780000000000001,0.5820000000000001,0.626,0.51,0.6719999999999999,31,31,42,70,75,"WRB,HIG,TRV,ALL,PGR"
72,Specialty Chemicals,2.8375,-2.2325000000000004,0.56,0.69,0.49,0.6025,0.5075,30,32,25,23,55,"ECL,LIN,DD,APD"
73,Software - Application,1.9266666666666667,1.1719047619047622,0.5519047619047619,0.48,0.4776190476190476,0.4604761904761905,0.31952380952380954,29,23,39,71,54,"SHOP,SNOW,MSTR,PTC,UBER,ADSK,DDOG,ZM,STRC,SAP,INTU,ADP,NOW,PAYX,ROP,CRM,WDAY,FICO,TEAM,ADBE,FIG"
74,Utilities - Regulated Water,1.89,-3.58,0.48,0.54,0.64,0.49,0.83,28,33,38,34,75,AWK
75,Pollution & Treatment Controls,1.83,-2.01,0.35,0.49,0.73,0.43,0.61,27,29,41,22,26,VLTO
76,Oil & Gas Midstream,1.6727272727272726,-0.9227272727272731,0.5918181818181818,0.5354545454545454,0.5327272727272727,0.5381818181818182,0.38727272727272727,26,28,49,64,63,"ENB,TRP,LNG,MPLX,WMB,EPD,KMI,ET,TRGP,OKE,VG"
77,Household & Personal Products,1.5679999999999996,0.40399999999999947,0.516,0.528,0.49800000000000005,0.516,0.768,25,24,29,17,29,"EL,UL,PG,KVUE,CL"
78,Confectioners,1.4600000000000004,0.9250000000000007,0.62,0.445,0.62,0.565,0.78,25,21,36,12,31,"HSY,MDLZ"
79,Beverages - Non-Alcoholic,1.4,-0.2400000000000002,0.354,0.42400000000000004,0.572,0.526,0.624,24,25,40,44,45,"MNST,CCEP,PEP,KO,KDP"
80,Drug Manufacturers - General,0.8541666666666666,-1.2874999999999996,0.6591666666666667,0.7200000000000001,0.5191666666666667,0.6966666666666667,0.7841666666666667,23,27,15,15,66,"GILD,JNJ,NVS,ABBV,AZN,PFE,GSK,AMGN,MRK,BMY,LLY,NVO"
81,Insurance - Diversified,0.030000000000000027,-0.7,0.75,0.7925,0.4125,0.4425,0.64,22,22,14,45,57,"BRK-A,BRK-B,AIG,ACGL"
82,Packaging & Containers,0.02,4.369999999999999,0.58,0.55,0.35,0.34,0.36,21,13,17,18,77,IP
83,Waste Management,-1.3466666666666665,-1.0066666666666664,0.39999999999999997,0.4033333333333333,0.5,0.6566666666666666,0.5266666666666667,20,20,30,63,71,"RSG,WM,WCN"
84,Beverages - Brewers,-1.43,-2.69,0.5,0.61,0.27,0.72,0.97,19,25,16,79,62,BUD
85,Beverages - Wineries & Distilleries,-2.3,-0.1299999999999999,0.47,0.6,0.41,0.27,0.69,18,18,3,8,5,DEO
86,Railroads,-3.088,-0.6300000000000003,0.49399999999999994,0.54,0.34199999999999997,0.44000000000000006,0.43,17,17,21,35,22,"WAB,CSX,CP,UNP,CNI"
87,Drug Manufacturers - Specialty & Generic,-3.8866666666666667,-1.08,0.6066666666666666,0.65,0.44,0.7366666666666667,0.7566666666666667,16,16,13,52,53,"TAK,HLN,ZTS"
88,Medical Instruments & Supplies,-4.66,-3.5524999999999998,0.3775,0.52,0.5599999999999999,0.485,0.48,15,19,19,29,46,"RMD,BDX,ALC,ISRG"
89,Restaurants,-4.665,0.0625,0.5725,0.5175,0.425,0.455,0.5225,14,12,18,28,61,"MCD,YUM,SBUX,CMG"
90,Discount Stores,-5.210000000000001,-2.2833333333333345,0.28,0.33,0.56,0.49666666666666665,0.28,13,15,22,33,36,"WMT,COST,TGT"
91,Oil & Gas Equipment & Services,-5.5,0.8099999999999996,0.72,0.77,0.36,0.28,0.48,12,8,6,3,20,SLB
92,Specialty Business Services,-5.640000000000001,-2.1950000000000003,0.4525,0.4475,0.49,0.4925,0.3775,11,14,32,61,37,"TRI,CTAS,RELX,CPRT"
93,REIT - Industrial,-6.005,-0.6399999999999997,0.64,0.625,0.395,0.49,0.505,10,11,8,14,34,"PLD,EXR"
94,Insurance Brokers,-7.07,-1.5299999999999994,0.5475,0.6275,0.345,0.47,0.66,9,10,11,43,80,"WTW,AJG,MMC,BRO"
95,REIT - Specialty,-8.69,-2.6899999999999995,0.4066666666666667,0.4566666666666667,0.5266666666666666,0.6066666666666666,0.43,8,9,12,51,14,"CCI,IRM,EQIX"
96,Healthcare Plans,-9.1375,1.5350000000000001,0.8125,0.8275,0.365,0.5325,0.5800000000000001,7,3,1,1,4,"HUM,CI,ELV,UNH"
97,Packaged Foods,-9.463333333333333,-2.126666666666667,0.39999999999999997,0.43,0.51,0.5233333333333333,0.73,6,7,7,11,52,"K,KHC,GIS"
98,Information Technology Services,-10.73,-1.9657142857142862,0.5671428571428572,0.6028571428571429,0.3585714285714286,0.49142857142857144,0.3485714285714286,5,5,9,40,70,"BR,IBM,CTSH,FIS,INFY,ACN,FI"
99,Consulting Services,-11.325,-3.7299999999999995,0.515,0.545,0.27,0.6,0.57,4,6,10,57,41,"VRSK,EFX"
100,REIT - Residential,-11.58,-2.6899999999999995,0.54,0.61,0.29,0.45,0.5,3,4,4,16,47,AVB
101,Apparel Retail,-12.07,-0.5850000000000009,0.6299999999999999,0.6599999999999999,0.52,0.46499999999999997,0.35,2,2,5,56,48,"TJX,LULU"
102,Trucking,-16.84,-2.119999999999999,0.51,0.61,0.31,0.3,0.26,1,1,2,5,7,ODFL
103,Integrated Freight & Logistics,-22.0,-2.120000000000001,0.48,0.64,0.23,0.44,0.72,1,1,1,2,12,UPS
