Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
15,Lodging,17.17,-8.659999999999997,0.18,0.56,0.62,0.39,0.55,70,81,91,85,55,2404.T
16,Software-Application,15.635,-2.9449999999999985,0.45,0.575,0.6950000000000001,0.6074999999999999,0.47250000000000003,68,66,53,72,13,"2345.T,2303.T,2492.T,2307.T"
17,Beverages-Brewers,15.54,-0.6600000000000001,0.6466666666666666,0.7033333333333335,0.61,0.5266666666666667,0.5766666666666667,66,60,32,68,64,"2531.T,2502.T,2501.T"
18,Real Estate Services,15.42,2.01,0.5449999999999999,0.6000000000000001,0.495,0.355,0.6,64,53,55,9,45,"2337.T,2721.T"
19,Education & Training Services,15.25,0.8000000000000007,0.55,0.555,0.7,0.595,0.595,62,57,72,70,66,"2415.T,2464.T"
20,Entertainment,15.24,-2.6800000000000015,0.515,0.5549999999999999,0.8200000000000001,0.425,0.6000000000000001,60,64,81,21,89,"2378.T,2329.T"
21,Rental & Leasing Services,15.15,6.34,0.8,0.8,0.49,0.47,0.55,57,43,60,55,57,2393.T
22,Utilities-Regulated Water,14.91,-5.609999999999999,0.59,0.81,0.62,0.67,0.73,55,72,77,34,34,2588.T
23,Software-Infrastructure,14.29,-2.030000000000001,0.655,0.625,0.5549999999999999,0.7250000000000001,0.43000000000000005,53,62,70,96,91,"2326.T,2428.T"
24,Personal Services,14.275,1.2699999999999996,0.4925,0.6074999999999999,0.52625,0.48,0.61625,51,51,79,64,51,"2418.T,2344.T,2424.T,2485.T,2437.T,2196.T,2198.T,2305.T"
25,Staffing & Employment Services,13.154,-1.186,0.602,0.654,0.732,0.492,0.4,49,55,66,53,43,"2429.T,2410.T,2181.T,2301.T,2475.T"
26,Security & Protection Services,10.68,-0.7900000000000009,0.56,0.67,0.78,0.4,0.64,47,49,23,17,85,2331.T
27,Leisure,9.06,2.08,0.42,0.51,0.52,0.27,0.24,45,36,62,87,83,2340.T
28,Discount Stores,7.029999999999999,-3.119999999999999,0.39999999999999997,0.79,0.58,0.43500000000000005,0.495,43,47,51,47,38,"2722.T,2698.T"
29,Specialty Retail,6.905,-1.7924999999999995,0.55,0.5700000000000001,0.5825,0.5700000000000001,0.5225,40,40,34,43,47,"2666.T,2730.T,2681.T,2674.T"
30,Publishing,5.7299999999999995,-0.5600000000000005,0.55,0.615,0.6075,0.565,0.535,38,32,38,45,36,"2341.T,2376.T,2408.T,2481.T"
31,Farm Products,5.7,-1.0899999999999999,0.47,0.69,0.58,0.44,0.62,36,34,15,38,4,2292.T
32,Pharmaceutical Retailers,5.44,-0.21999999999999975,0.5,0.54,0.48,0.44,0.58,34,30,36,62,49,2664.T
33,Food Distribution,4.9475,-3.16,0.37,0.575,0.605,0.6100000000000001,0.49,32,38,68,83,53,"2692.T,2268.T,2294.T,2683.T"
34,Beverages-Non-Alcoholic,4.93,-4.032,0.476,0.608,0.49400000000000005,0.626,0.46399999999999997,30,45,9,51,15,"2585.T,2579.T,2593.T,2587.T,2267.T"
35,Engineering & Construction,4.093333333333333,2.5599999999999996,0.6900000000000001,0.7266666666666666,0.6699999999999999,0.5266666666666667,0.4766666666666666,28,13,13,30,17,"2311.T,253A.T,256A.T"
36,Department Stores,3.57,-1.975,0.29000000000000004,0.42000000000000004,0.77,0.635,0.3,26,28,57,15,11,"2653.T,2733.T"
37,Medical Care Facilities,2.84,-0.956666666666667,0.5833333333333334,0.5966666666666667,0.47000000000000003,0.4366666666666667,0.42333333333333334,23,19,6,26,30,"2374.T,2435.T,2425.T"
38,Restaurants,2.658333333333333,0.3449999999999993,0.5716666666666667,0.5683333333333334,0.6916666666666668,0.3933333333333333,0.555,21,15,30,13,6,"2695.T,2702.T,2705.T,2694.T,2752.T,2762.T"
39,Grocery Stores,2.2300000000000004,-2.5999999999999996,0.395,0.75,0.495,0.595,0.39499999999999996,19,22,19,32,26,"2687.T,2735.T"
40,Scientific & Technical Instruments,2.11,-2.72,0.49666666666666665,0.6233333333333334,0.5566666666666666,0.4366666666666667,0.5566666666666666,17,22,40,28,77,"2667.T,268A.T,255A.T"
41,Biotechnology,0.5,-2.15,0.53,0.54,0.43,0.83,0.31,15,17,2,4,9,2183.T
42,Medical Distribution,0.13,-0.27999999999999997,0.32,0.44,0.53,0.39,0.42,13,11,21,49,60,2689.T
43,Medical Instruments & Supplies,0.0,0.0,0.54,0.75,0.63,0.29,0.17,11,6,17,36,40,262A.T
44,Consumer Electronics,-0.89,-5.97,0.62,0.96,0.65,0.6,0.37,9,26,1,2,62,2469.T
45,Apparel Manufacturing,-1.27,-0.17999999999999994,0.42,0.54,0.4,0.76,0.3,6,2,11,23,21,2668.T
46,Conglomerates,-1.6350000000000002,-0.8800000000000003,0.5,0.5900000000000001,0.59,0.27,0.5349999999999999,4,4,26,66,99,"2462.T,2432.T"
47,Electronic Components,-2.18,-2.58,0.57,0.35,0.42,0.55,0.43,2,9,28,74,19,2479.T
48,Internet Content & Information,-4.86,-2.6333333333333333,0.4266666666666667,0.45999999999999996,0.57,0.44999999999999996,0.43,1,1,45,11,1,"2379.T,2489.T,2477.T"
