Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
19,Medical Instruments & Supplies,9.06,0.8050000000000015,0.375,0.47000000000000003,0.42000000000000004,0.46499999999999997,0.545,55,48,65,95,98,"3046.T,3154.T"
20,Residential Construction,8.88,-28.18,0.17,0.72,0.63,0.6,0.47,52,98,95,72,12,2999.T
21,Department Stores,8.626666666666667,-1.9266666666666659,0.4366666666666667,0.6333333333333333,0.66,0.5766666666666667,0.39666666666666667,50,55,32,35,32,"3222.T,3099.T,3169.T"
22,Medical Distribution,8.46,0.5900000000000007,0.42,0.54,0.89,0.2,0.46,48,42,22,8,25,2784.T
23,Packaged Foods,7.606666666666666,-0.6252777777777787,0.5027777777777778,0.5791666666666667,0.5744444444444444,0.5566666666666666,0.4694444444444444,45,45,57,55,42,"2903.T,2814.T,2926.T,2918.T,3139.T,2809.T,2802.T,2805.T,2892.T,2804.T,2820.T,2907.T,2933.T,2815.T,2831.T,2876.T,2910.T,2894.T,2810.T,2923.T,2927.T,2818.T,2908.T,2904.T,2911.T,2811.T,2877.T,2922.T,2806.T,2819.T,2915.T,2932.T,2871.T,2801.T,2897.T,2884.T"
24,Specialty Industrial Machinery,7.526666666666667,1.2533333333333339,0.5933333333333333,0.5533333333333333,0.58,0.5633333333333334,0.6366666666666666,42,32,42,62,85,"2961.T,2883.T,2795.T"
25,Business Equipment & Supplies,7.33,0.17999999999999972,0.24,0.38,0.42,0.77,0.38,40,38,78,68,40,3035.T
26,Specialty Retail,6.59875,-0.5162500000000003,0.5599999999999999,0.59375,0.40249999999999997,0.51875,0.505,38,35,35,60,65,"3181.T,3093.T,3028.T,3177.T,3159.T,3048.T,2769.T,3174.T"
27,Conglomerates,6.544,-1.1340000000000003,0.554,0.72,0.588,0.364,0.462,35,40,40,30,50,"2768.T,3167.T,3204.T,297A.T,287A.T"
28,Utilities-Regulated Electric,5.72,-3.3999999999999995,0.66,0.56,0.55,0.53,0.62,32,50,48,50,45,3150.T
29,Personal Services,4.48,-0.7899999999999991,0.47,0.47,0.49,0.81,0.3,30,28,38,90,1,3041.T
30,Home Improvement Retail,2.615,-1.63,0.555,0.705,0.48,0.5700000000000001,0.55,28,22,20,20,70,"3166.T,3199.T"
31,Restaurants,2.3131250000000003,-2.020625,0.444375,0.560625,0.600625,0.50875,0.41875,25,25,30,48,55,"3077.T,3197.T,3223.T,3091.T,2789.T,3082.T,3075.T,2882.T,3069.T,3053.T,3065.T,2798.T,3068.T,3221.T,3196.T,2764.T"
32,Lodging,1.79,-3.96,0.14,0.35,0.71,0.67,0.4,22,30,82,82,82,3010.T
33,Computer Hardware,1.65,-1.5450000000000004,0.40499999999999997,0.605,0.5599999999999999,0.375,0.33499999999999996,20,18,12,42,15,"3021.T,3054.T"
34,Semiconductors,1.535,-1.675,0.52,0.46499999999999997,0.625,0.45,0.55,18,20,50,22,38,"3156.T,285A.T"
35,Grocery Stores,1.2349999999999994,2.0725,0.5275,0.6950000000000001,0.41500000000000004,0.52,0.3775,15,8,5,57,10,"3096.T,3038.T,2791.T,3094.T"
36,Household & Personal Products,0.935,-0.3699999999999999,0.47,0.5349999999999999,0.565,0.385,0.415,12,15,25,5,30,"2931.T,2930.T"
37,Advertising Agencies,0.0,0.0,0.63,0.73,0.41,0.84,0.82,10,10,18,28,60,300A.T
38,Asset Management,-2.6950000000000003,-3.8100000000000005,0.44500000000000006,0.605,0.22999999999999998,0.5,0.52,8,12,8,25,72,"3113.T,3121.T"
39,Internet Retail,-2.8674999999999997,-1.5374999999999999,0.3625,0.4975,0.34750000000000003,0.4725,0.4175,5,5,28,70,80,"3071.T,3064.T,3172.T,3092.T"
40,Real Estate-Development,-3.14,-0.27,0.61,0.59,0.7,0.17,0.13,2,1,2,1,22,2984.T
41,Metal Fabrication,-6.415,-4.035,0.44999999999999996,0.5700000000000001,0.38,0.5900000000000001,0.30500000000000005,1,2,1,2,28,"3024.T,2962.T"
