Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
85,Staffing & Employment Services,2301.T,4.44,-2.9499999999999993,0.39,0.6,0.7,0.49,0.21,42,51,47,12,85
86,Publishing,2408.T,4.41,0.4500000000000002,0.68,0.61,0.68,0.66,0.57,41,38,45,66,28
87,Medical Care Facilities,2435.T,4.14,-0.6699999999999999,0.72,0.68,0.15,0.54,0.27,40,42,26,49,43
88,Software-Application,2307.T,3.26,-8.83,0.53,0.72,0.82,0.51,0.54,40,62,28,10,36
89,Personal Services,2198.T,2.87,-0.18999999999999995,0.69,0.7,0.62,0.37,0.81,39,33,40,42,87
90,Restaurants,2694.T,2.82,-0.29000000000000004,0.67,0.6,0.5,0.0,0.62,38,35,37,33,35
91,Packaged Foods,2266.T,2.39,6.37,0.67,0.52,0.52,0.5,0.67,38,10,15,19,8
92,Specialty Business Services,2749.T,2.07,-3.0000000000000004,0.75,0.77,0.67,0.29,0.63,37,42,3,10,79
93,Packaged Foods,2612.T,1.98,-1.54,0.51,0.56,0.7,0.77,0.61,36,36,60,48,56
94,Apparel Retail,2670.T,1.66,-1.34,0.31,0.59,0.4,0.4,0.16,35,32,31,18,45
95,Food Distribution,2268.T,1.65,-0.98,0.55,0.59,0.48,0.66,0.23,35,31,44,63,42
96,Packaged Foods,2226.T,1.64,-0.27,0.21,0.65,0.44,0.68,0.38,34,30,41,60,31
97,Personal Services,2305.T,1.14,-3.1100000000000003,0.24,0.55,0.51,0.47,0.31,33,39,53,51,44
98,Beverages-Non-Alcoholic,2593.T,0.86,-4.989999999999999,0.48,0.62,0.51,0.69,0.3,33,46,17,38,6
99,Packaged Foods,2669.T,0.85,-2.2199999999999998,0.4,0.65,0.48,0.69,0.2,32,34,42,37,46
100,Information Technology Services,2354.T,0.76,-5.75,0.52,0.82,0.62,0.5,0.27,31,47,26,17,4
101,Information Technology Services,2391.T,0.65,0.44000000000000006,0.47,0.38,0.41,0.57,0.44,31,25,40,52,47
102,Biotechnology,2183.T,0.5,-2.15,0.53,0.54,0.43,0.83,0.31,30,31,19,8,11
103,Staffing & Employment Services,2475.T,0.41,1.06,0.49,0.59,0.71,0.28,0.5,29,19,15,74,62
104,Specialty Retail,2681.T,0.27,-4.199999999999999,0.42,0.45,0.64,0.45,0.37,28,40,22,34,67
105,Medical Distribution,2689.T,0.13,-0.27999999999999997,0.32,0.44,0.53,0.39,0.42,28,27,38,61,69
106,Beverages-Brewers,2501.T,0.09,1.6700000000000002,0.81,0.81,0.51,0.55,0.65,27,16,19,56,82
107,Scientific & Technical Instruments,268A.T,0.0,0.0,0.52,0.71,0.64,0.16,0.62,25,23,33,45,52
108,Packaged Foods,250A.T,0.0,0.0,0.13,0.33,0.45,0.58,0.65,25,23,33,45,52
109,Engineering & Construction,253A.T,0.0,0.0,0.48,0.51,0.83,0.41,0.48,25,23,33,45,52
110,Engineering & Construction,256A.T,0.0,0.0,0.67,0.83,0.73,0.52,0.73,25,23,33,45,52
111,Scientific & Technical Instruments,255A.T,0.0,0.0,0.44,0.62,0.65,0.39,0.53,25,23,33,45,52
112,Medical Instruments & Supplies,262A.T,0.0,0.0,0.54,0.75,0.63,0.29,0.17,25,23,33,45,52
113,Food Distribution,2294.T,-0.47,1.53,0.37,0.42,0.83,0.43,0.74,22,14,50,31,83
114,Consumer Electronics,2469.T,-0.89,-5.97,0.62,0.96,0.65,0.6,0.37,21,43,10,6,69
115,Information Technology Services,2493.T,-0.89,3.39,0.77,0.89,0.37,0.08,0.73,21,9,13,21,70
116,Packaged Foods,2204.T,-0.9,0.4899999999999999,0.38,0.46,0.59,0.39,0.74,20,17,18,27,58
117,Apparel Retail,2686.T,-0.91,-4.79,0.29,0.8,0.54,0.58,0.18,19,37,46,35,25
118,Department Stores,2733.T,-1.04,-0.26,0.34,0.33,0.78,0.46,0.43,19,19,27,19,49
119,Internet Content & Information,2379.T,-1.24,-2.6799999999999997,0.24,0.56,0.74,0.41,0.32,18,29,51,9,5
120,Apparel Manufacturing,2668.T,-1.27,-0.17999999999999994,0.42,0.54,0.4,0.76,0.3,17,18,24,33,38
121,Specialty Retail,2674.T,-1.34,0.48,0.68,0.62,0.68,0.45,0.57,17,15,12,8,56
122,Packaged Foods,2291.T,-1.55,2.3099999999999996,0.62,0.63,0.46,0.66,0.72,16,10,21,6,78
123,Internet Retail,2652.T,-1.77,4.359999999999999,0.54,0.55,0.63,0.23,0.24,15,5,2,1,3
124,Information Technology Services,2349.T,-1.96,2.3200000000000003,0.51,0.27,0.68,0.37,0.51,15,9,36,31,65
125,Medical Care Facilities,2425.T,-2.03,0.8900000000000001,0.7,0.46,0.59,0.31,0.45,14,12,17,15,57
126,Electronic Components,2479.T,-2.18,-2.58,0.57,0.35,0.42,0.55,0.43,13,26,44,76,32
127,Information Technology Services,2338.T,-2.54,1.8099999999999996,0.49,0.35,0.56,0.42,0.73,12,8,57,4,99
128,Software-Infrastructure,2428.T,-2.64,-3.21,0.75,0.59,0.72,0.79,0.32,12,28,43,55,48
129,Publishing,2481.T,-2.71,-1.1199999999999999,0.3,0.49,0.88,0.47,0.44,11,15,23,20,16
130,Confectioners,2217.T,-3.01,0.4800000000000004,0.37,0.48,0.35,0.24,0.8,10,11,14,69,92
131,Information Technology Services,2375.T,-3.2,-12.059999999999999,0.6,0.77,0.44,0.45,0.26,10,56,1,1,1
132,Internet Content & Information,2489.T,-3.42,-3.76,0.52,0.24,0.6,0.51,0.52,9,26,85,25,3
133,Food Distribution,2683.T,-3.97,-5.15,0.25,0.75,0.51,0.55,0.34,8,28,29,40,26
134,Packaged Foods,2269.T,-5.11,-1.9800000000000004,0.6,0.51,0.45,0.64,0.75,8,12,8,39,18
135,Beverages-Non-Alcoholic,2587.T,-5.96,-4.42,0.35,0.56,0.65,0.58,0.55,7,17,10,16,20
136,Grocery Stores,2735.T,-6.68,-1.5999999999999996,0.26,0.67,0.45,0.49,0.58,6,6,16,51,66
137,Packaged Foods,2229.T,-6.75,-0.6299999999999999,0.47,0.7,0.49,0.41,0.54,6,6,3,22,15
138,Packaged Foods,2293.T,-8.07,0.0600000000000005,0.45,0.61,0.6,0.38,0.46,5,4,9,3,40
139,Restaurants,2752.T,-8.27,0.08999999999999986,0.49,0.52,0.63,0.46,0.63,4,3,12,28,10
140,Restaurants,2762.T,-8.64,0.5599999999999987,0.64,0.55,0.57,0.5,0.37,3,1,6,2,1
141,Internet Retail,2678.T,-9.31,-1.040000000000001,0.38,0.52,0.89,0.48,0.38,3,3,8,3,6
142,Internet Content & Information,2477.T,-9.92,-1.459999999999999,0.52,0.58,0.37,0.43,0.45,2,2,7,24,22
143,Information Technology Services,2327.T,-9.93,0.3800000000000008,0.47,0.41,0.33,0.57,0.43,1,1,55,85,97
144,Conglomerates,2432.T,-10.47,-5.790000000000001,0.37,0.39,0.48,0.31,0.48,1,7,49,88,99
145,Beverages-Non-Alcoholic,2267.T,-17.01,-1.9400000000000013,0.53,0.6,0.21,0.54,0.68,1,1,1,32,38
