Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
21,Medical Devices,9.416666666666666,0.8800000000000008,0.6233333333333333,0.6733333333333333,0.515,0.4066666666666667,0.4566666666666667,64,61,43,9,68,"ZIMV,TMCI,OFIX,SRDX,KIDS,BVS"
22,Banks - Regional,9.0955,0.6639999999999997,0.729,0.706,0.2975,0.3725,0.28650000000000003,62,57,54,68,77,"TCBX,GNTY,GBFH,BSVN,CBNK,SPFI,HIFS,HONE,AROW,FMNB,PFIS,FISI,ALRS,BHB,SMBC,NPB,COFS,NFBK,WASH,PGC"
23,Food Distribution,7.2,-1.2700000000000005,0.39,0.72,0.43,0.6,0.31,61,59,64,84,29,CVGW
24,Education & Training Services,6.48,-7.639999999999999,0.32,0.34,0.54,0.72,0.52,59,68,95,95,88,LINC
25,Grocery Stores,6.17,-2.0299999999999994,0.61,0.72,0.17,0.77,0.25,57,55,62,88,75,VLGEA
26,Marine Shipping,5.99,5.46,0.81,0.55,0.59,0.46,0.24,55,46,23,14,12,ASC
27,Insurance - Specialty,5.45,2.75,0.66,0.7,0.6,0.26,0.61,54,48,38,39,86,ITIC
28,Semiconductors,4.96,4.59,0.39666666666666667,0.48666666666666664,0.3666666666666667,0.47,0.4666666666666666,52,45,32,45,79,"SKYT,CEVA,IMOS"
29,Specialty Retail,4.54,1.3599999999999999,0.61,0.65,0.43,0.43,0.24,50,50,21,23,1,ODP
30,Oil & Gas E&P,2.46,2.67,0.75,0.74,0.42,0.37,0.22,48,39,36,54,52,REPX
31,REIT - Office,1.65,-3.9600000000000004,0.72,0.34,0.43,0.7,0.7,46,54,80,71,41,PKST
32,REIT - Mortgage,1.303333333333333,1.466666666666666,0.6966666666666667,0.5766666666666667,0.4633333333333333,0.39999999999999997,0.5766666666666667,45,41,48,48,73,"NYMT,IVR,KREF"
33,Recreational Vehicles,0.43,-14.66,0.52,0.72,0.41,0.38,0.21,43,70,39,36,23,MBUU
34,Shell Companies,0.0,0.0,0.41000000000000003,0.3333333333333333,0.61,0.4,0.68,41,43,59,62,59,"BEAG,EVAC,GTEN,CCCX"
35,REIT - Healthcare Facilities,-2.52,-0.835,0.7350000000000001,0.615,0.30500000000000005,0.48,0.8,39,38,29,27,55,"UHT,GMRE"
36,Insurance - Property & Casualty,-2.6750000000000003,1.7249999999999992,0.62,0.565,0.255,0.5800000000000001,0.73,38,34,41,79,84,"DGICA,ACIC"
37,Asset Management,-2.932,1.5560000000000005,0.646,0.646,0.33199999999999996,0.43600000000000005,0.446,36,32,34,38,54,"GUG,CION,NDMO,PSBD,CCAP"
38,REIT - Specialty,-3.25,-0.4500000000000002,0.61,0.52,0.32,0.77,0.43,34,36,52,70,57,FPI
39,Oil & Gas Drilling,-5.39,4.54,0.59,0.54,0.47,0.45,0.19,32,23,7,1,4,NBR
40,Entertainment,-6.1850000000000005,1.2199999999999989,0.605,0.6,0.32999999999999996,0.56,0.225,30,30,45,75,61,"RSVR,MCS"
41,Chemicals,-7.096666666666667,1.8666666666666663,0.6900000000000001,0.6033333333333334,0.20000000000000004,0.49,0.26666666666666666,29,27,20,34,34,"LXU,VHI,ASIX"
42,Capital Markets,-8.46,0.3299999999999983,0.61,0.67,0.24,0.35,0.38,27,29,5,4,36,AMRK
43,Trucking,-9.59,-0.375,0.63,0.575,0.28,0.53,0.27,25,25,27,32,43,"CVLG,HTLD"
44,Solar,-9.78,-13.639999999999999,0.38,0.45,0.27,0.59,0.52,23,52,55,43,16,CSIQ
45,REIT - Diversified,-10.985,0.19000000000000128,0.7050000000000001,0.55,0.265,0.565,0.345,21,21,25,55,70,"CTO,GOOD"
46,Specialty Chemicals,-11.13,1.3499999999999996,0.54,0.39,0.39,0.57,0.42,20,18,66,46,14,KOP
47,Real Estate Services,-12.34,1.6600000000000001,0.48,0.43,0.36,0.55,0.5,18,16,30,41,66,FRPH
48,Internet Content & Information,-14.85,-3.469999999999999,0.55,0.51,0.47,0.38,0.3,16,20,12,18,50,THRY
49,Staffing & Employment Services,-14.899999999999999,0.480000000000004,0.575,0.585,0.375,0.42,0.47,14,14,11,12,19,"KELYA,KFRC"
50,Coking Coal,-15.25,4.32,0.47,0.48,0.23,0.22,0.27,12,9,14,25,32,SXC
51,Apparel Retail,-16.75,1.6950000000000003,0.6000000000000001,0.665,0.43,0.36,0.295,11,12,9,2,2,"SCVL,CAL"
52,Oil & Gas Equipment & Services,-16.92,6.189999999999998,0.81,0.55,0.36,0.37,0.22,9,7,4,7,19,CLB
53,Farm & Heavy Construction Machinery,-19.51,-0.21000000000000085,0.56,0.4,0.42,0.41,0.34,7,11,16,16,21,HY
54,Utilities - Regulated Electric,-26.19,1.5899999999999999,0.24,0.22,0.69,0.35,0.3,5,5,73,86,95,EDN
55,Health Information Services,-29.0,2.879999999999999,0.57,0.58,0.34,0.24,0.14,4,2,2,29,80,WEAV
56,Apparel Manufacturing,-30.43,0.010000000000001563,0.63,0.74,0.29,0.36,0.11,2,4,1,11,9,OXM
57,Restaurants,-33.86,3.1799999999999997,0.475,0.405,0.315,0.41000000000000003,0.325,1,1,18,20,38,"BLMN,PTLO"
