Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
40,Utilities - Regulated Water,-6.395,-0.3099999999999996,0.475,0.56,0.325,0.575,0.6,25,25,35,42,35,"ARTNA,YORW"
41,Conglomerates,-6.79,2.829999999999999,0.5,0.49,0.29,0.29,0.3,23,21,25,48,48,BOC
42,Financial Data & Stock Exchanges,-7.05,4.670000000000001,0.46,0.48,0.48,0.41,0.73,21,19,21,29,33,VALU
43,Oil & Gas Midstream,-7.755,10.355,0.595,0.44499999999999995,0.5349999999999999,0.35,0.245,19,10,12,10,42,"CLCO,SMC"
44,Insurance - Reinsurance,-9.97,-2.380000000000001,0.48,0.46,0.33,0.79,0.67,17,23,38,67,69,GLRE
45,Restaurants,-10.928,1.397999999999998,0.6599999999999999,0.58,0.32799999999999996,0.42400000000000004,0.41200000000000003,15,15,17,23,29,"NATH,LOCO,DIN,RICK,JACK"
46,Utilities - Regulated Electric,-12.39,-0.6000000000000014,0.34,0.13,0.29,0.85,0.67,13,17,81,81,37,GNE
47,REIT - Healthcare Facilities,-12.46,2.5299999999999994,0.69,0.44,0.22,0.52,0.32,12,12,13,21,31,CHCT
48,Auto Manufacturers,-13.24,0.9599999999999991,0.22,0.31,0.54,0.36,0.27,10,13,4,1,1,EMPD
49,REIT - Specialty,-17.32,1.4499999999999993,0.73,0.45,0.25,0.48,0.55,8,8,6,12,44,LAND
50,Medical Devices,-20.415,2.6875,0.4875,0.4475,0.35,0.5175,0.4375,6,4,10,25,23,"CBLL,SNWV,SMLR,RXST"
51,Paper & Paper Products,-22.43,-2.219999999999999,0.44,0.56,0.38,0.27,0.24,4,6,1,2,40,MAGN
52,Telecom Services,-22.78,7.52,0.68,0.54,0.34,0.38,0.59,2,1,2,6,87,ATEX
53,Leisure,-27.19,0.3299999999999983,0.65,0.36,0.44,0.47,0.27,1,2,27,8,77,XPOF
