Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
35,Security & Protection Services,NSSC,21.55,15.96,0.79,0.65,0.47,0.67,0.43,74,56,40,33,1
36,Consumer Electronics,SONO,21.0,4.629999999999999,0.75,0.75,0.44,0.35,0.5,73,69,31,20,44
37,Specialty Retail,WINA,19.95,0.879999999999999,0.84,0.86,0.48,0.56,0.15,73,73,52,85,32
38,Real Estate - Development,FOR,19.9,1.0799999999999983,0.68,0.65,0.73,0.41,0.42,71,72,66,17,9
39,Biotechnology,TVTX,19.9,-1.2200000000000024,0.52,0.55,0.32,0.21,0.29,71,74,44,86,98
40,Biotechnology,VRDN,19.62,-0.5799999999999983,0.63,0.58,0.52,0.69,0.32,70,73,72,51,49
41,Information Technology Services,TASK,17.97,3.8199999999999985,0.72,0.85,0.42,0.48,0.33,69,68,80,88,47
42,Food Distribution,UNFI,16.95,-1.3100000000000023,0.74,0.56,0.66,0.51,0.33,69,70,81,95,93
43,Biotechnology,SNDX,16.19,-2.4899999999999984,0.82,0.76,0.52,0.59,0.47,68,71,3,7,21
44,Banks - Regional,LOB,15.87,3.84,0.92,0.82,0.41,0.38,0.1,67,67,36,24,16
45,Semiconductors,HIMX,15.79,7.35,0.69,0.33,0.32,0.5,0.56,66,63,78,84,97
46,REIT - Retail,NTST,14.46,-2.34,0.43,0.46,0.63,0.63,0.69,66,69,79,69,44
47,Entertainment,IMAX,14.28,5.49,0.81,0.75,0.3,0.76,0.37,65,64,74,89,87
48,Entertainment,SPHR,12.95,4.59,0.71,0.61,0.38,0.52,0.23,64,63,76,52,45
49,Marine Shipping,DAC,12.54,1.6799999999999997,0.35,0.49,0.58,0.32,0.35,63,66,76,71,61
50,Semiconductor Equipment & Materials,PLAB,12.5,10.45,0.67,0.69,0.55,0.29,0.39,63,44,33,18,27
51,Steel,WS,11.91,2.6400000000000006,0.72,0.68,0.33,0.37,0.37,62,65,48,29,13
52,Oil & Gas Midstream,TNK,11.75,5.92,0.75,0.56,0.44,0.43,0.27,61,57,30,57,19
53,Oil & Gas Midstream,FLNG,11.18,1.3900000000000006,0.73,0.67,0.72,0.52,0.26,60,66,61,70,35
54,Asset Management,PX,9.42,1.7800000000000002,0.52,0.58,0.68,0.19,0.37,60,62,68,48,86
55,Marine Shipping,NMM,8.73,3.5700000000000003,0.69,0.62,0.6,0.49,0.25,59,53,56,37,40
56,REIT - Mortgage,ARI,7.91,2.67,0.73,0.61,0.41,0.48,0.53,58,55,69,62,70
57,Leisure,LUCK,7.77,5.299999999999999,0.7,0.68,0.4,0.36,0.1,57,47,29,25,25
58,Oil & Gas E&P,TALO,7.27,2.05,0.86,0.84,0.36,0.41,0.35,56,54,27,32,17
59,REIT - Hotel & Motel,XHR,6.97,-0.020000000000000462,0.74,0.69,0.33,0.47,0.28,56,60,47,36,42
60,Thermal Coal,NRP,6.82,0.3799999999999999,0.47,0.48,0.69,0.46,0.54,55,60,67,55,82
61,REIT - Mortgage,EFC,6.42,-1.21,0.64,0.71,0.31,0.36,0.68,54,61,55,56,83
62,Utilities - Regulated Water,ARIS,6.12,0.33000000000000007,0.72,0.81,0.19,0.49,0.52,53,56,37,81,95
63,Semiconductor Equipment & Materials,VECO,5.87,1.54,0.55,0.79,0.49,0.4,0.34,53,51,18,16,5
64,Asset Management,VRTS,5.74,1.9400000000000004,0.65,0.59,0.38,0.38,0.45,52,50,62,30,23
65,Banks - Regional,LKFN,5.56,0.8499999999999996,0.84,0.7,0.32,0.43,0.28,51,53,50,47,50
66,Medical Care Facilities,ASTH,4.61,12.670000000000002,0.73,0.79,0.33,0.39,0.2,50,20,1,13,3
67,REIT - Hotel & Motel,DRH,4.47,1.9,0.79,0.7,0.27,0.36,0.42,50,47,38,41,48
68,Banks - Regional,GABC,4.21,0.8500000000000001,0.75,0.71,0.24,0.33,0.36,49,49,45,62,73
69,REIT - Retail,ALEX,4.08,0.4500000000000002,0.74,0.67,0.5,0.61,0.42,48,50,53,61,57
70,Restaurants,PZZA,4.01,-0.6600000000000001,0.67,0.75,0.3,0.73,0.53,47,52,64,63,36
71,Farm & Heavy Construction Machinery,LNN,3.8,-2.12,0.5,0.58,0.42,0.51,0.51,47,58,69,80,77
72,Software - Application,AMPL,3.63,3.23,0.53,0.38,0.35,0.62,0.53,46,39,82,87,90
73,Insurance - Property & Casualty,ROOT,3.37,2.5500000000000003,0.58,0.17,0.43,0.39,0.6,45,42,92,99,99
74,REIT - Mortgage,LADR,3.3,0.9199999999999999,0.71,0.65,0.38,0.4,0.57,44,46,51,44,71
75,"Furnishings, Fixtures & Appliances",MBC,2.07,-1.12,0.6,0.66,0.41,0.35,0.21,43,48,9,8,26
76,Electronic Components,BHE,2.07,0.17999999999999994,0.63,0.59,0.4,0.54,0.37,43,44,40,42,53
77,Specialty Industrial Machinery,TNC,0.76,0.27,0.54,0.49,0.44,0.43,0.39,42,40,50,28,37
78,Education & Training Services,UTI,0.44,-5.859999999999999,0.58,0.3,0.53,0.74,0.51,41,59,86,98,92
79,Software - Infrastructure,FLYW,0.11,10.18,0.79,0.76,0.36,0.37,0.09,40,18,13,11,1
80,REIT - Industrial,SMA,0.0,0.0,0.7,0.59,0.38,0.59,,39,37,58,66,68
81,Insurance - Property & Casualty,SLDE,0.0,0.0,0.21,0.14,0.4,,,39,37,58,66,68
82,Health Information Services,OMDA,0.0,0.0,0.84,0.77,0.49,,,39,37,58,66,68
83,Banks - Regional,STBA,-0.07,0.54,0.71,0.69,0.15,0.33,0.43,37,35,34,52,76
84,Software - Application,LSPD,-0.08,4.27,0.57,0.45,0.59,0.54,0.26,37,33,63,27,24
85,REIT - Healthcare Facilities,SILA,-0.57,-1.2799999999999998,0.43,0.42,0.56,0.44,0.54,36,41,54,66,68
86,Software - Application,PD,-0.68,6.25,0.63,0.58,0.56,0.3,0.24,35,23,26,26,34
87,REIT - Diversified,GNL,-0.81,-1.4,0.69,0.7,0.23,0.37,0.89,34,40,27,54,81
88,Farm Products,DOLE,-0.82,-3.11,0.7,0.59,0.52,0.5,0.68,34,45,44,58,79
89,Food Distribution,ANDE,-0.92,-1.1,0.65,0.8,0.3,0.42,0.53,33,38,18,21,31
90,Electronic Components,ROG,-1.19,3.85,0.69,0.64,0.48,0.38,0.3,32,30,16,15,14
91,Health Information Services,TDOC,-2.43,1.9,0.7,0.67,0.26,0.37,0.29,31,34,19,19,33
92,Copper,ERO,-2.81,2.52,0.63,0.56,0.34,0.69,0.43,31,27,31,50,11
93,Drug Manufacturers - Specialty & Generic,AMPH,-3.03,5.42,0.71,0.8,0.44,0.67,0.28,30,19,5,14,4
94,Banks - Regional,NBHC,-3.29,0.41000000000000014,0.73,0.71,0.24,0.37,0.28,29,34,28,39,65
95,Oil & Gas E&P,MNR,-4.01,6.33,0.47,0.29,0.43,0.27,0.17,28,15,37,31,24
96,Credit Services,NAVI,-4.36,0.9299999999999997,0.77,0.75,0.25,0.45,0.53,27,29,34,46,38
97,REIT - Residential,VRE,-4.38,1.75,0.83,0.63,0.32,0.47,0.69,27,26,22,45,72
98,Electronics & Computer Distribution,CNXN,-4.62,0.6799999999999997,0.62,0.7,0.22,0.25,0.5,26,28,24,53,46
99,Aerospace & Defense,LUNR,-5.07,7.4,0.28,0.23,0.47,0.44,0.3,25,15,85,89,98
100,Health Information Services,CERT,-5.2,0.6299999999999999,0.56,0.58,0.29,0.39,0.23,24,27,10,47,41
101,Banks - Regional,CLBK,-5.37,-0.40000000000000036,0.6,0.6,0.35,0.35,0.51,24,31,25,40,51
102,Oil & Gas Refining & Marketing,WKC,-5.55,0.5899999999999999,0.71,0.7,0.14,0.49,0.52,23,25,41,60,75
103,Trucking,ARCB,-5.87,1.5199999999999996,0.6,0.5,0.32,0.33,0.17,22,22,21,10,7
104,Software - Application,UPBD,-6.03,0.2999999999999998,0.78,0.78,0.24,0.39,0.2,21,24,11,31,15
105,Biotechnology,IMCR,-6.65,-8.06,0.55,0.51,0.33,0.83,0.55,21,43,60,82,22
106,REIT - Retail,GTY,-6.73,-0.13000000000000078,0.6,0.52,0.51,0.6,0.63,20,24,42,50,76
107,Internet Content & Information,OPRA,-6.95,0.6499999999999995,0.52,0.49,0.19,0.45,0.31,19,21,49,79,82
108,Advertising Agencies,IAS,-7.41,-2.9000000000000004,0.51,0.65,0.47,0.43,0.42,18,32,24,21,58
109,Internet Retail,RVLV,-7.46,0.16999999999999993,0.74,0.6,0.38,0.62,0.21,18,21,32,44,56
110,Tools & Accessories,KMT,-8.04,0.7700000000000014,0.64,0.29,0.49,0.42,0.4,17,18,73,38,29
111,Utilities - Regulated Electric,CEPU,-8.38,5.979999999999999,0.22,0.26,0.68,0.46,0.37,16,11,77,83,85
112,Health Information Services,SDGR,-8.4,-3.7600000000000007,0.58,0.49,0.4,0.43,0.4,15,31,21,74,62
113,Residential Construction,LGIH,-8.52,1.5600000000000005,0.59,0.6,0.5,0.24,0.27,15,17,8,1,8
114,Asset Management,MSDL,-9.82,2.9499999999999993,0.64,0.25,0.27,0.51,0.43,14,14,39,49,55
115,Restaurants,ARCO,-10.94,3.5500000000000007,0.55,0.54,0.29,0.31,0.25,13,11,15,40,34
116,Banks - Regional,TFIN,-12.43,1.4399999999999995,0.83,0.65,0.29,0.33,0.16,12,12,14,24,17
117,"Furnishings, Fixtures & Appliances",LZB,-12.49,2.049999999999999,0.51,0.52,0.32,0.37,0.4,11,10,20,69,73
118,Banks - Regional,MBIN,-13.07,0.7899999999999991,0.59,0.59,0.23,0.42,0.3,11,13,15,23,54
119,Medical Instruments & Supplies,AZTA,-13.37,2.4700000000000006,0.62,0.66,0.51,0.52,0.33,10,8,23,2,27
120,Education & Training Services,AFYA,-13.39,1.3099999999999987,0.6,0.63,0.18,0.34,0.51,9,9,12,78,64
121,REIT - Mortgage,ARR,-13.99,1.3100000000000005,0.59,0.28,0.42,0.36,0.44,8,8,35,33,59
122,Drug Manufacturers - Specialty & Generic,BGM,-14.43,-4.1899999999999995,0.48,0.51,0.53,0.59,0.24,8,16,53,99,96
123,Medical Devices,ENOV,-15.41,4.890000000000001,0.67,0.7,0.2,0.25,0.25,7,7,4,11,18
124,Biotechnology,BEAM,-21.32,2.210000000000001,0.42,0.29,0.38,0.39,0.43,6,5,17,6,52
125,REIT - Industrial,IIPR,-22.48,4.120000000000001,0.76,0.56,0.26,0.52,0.44,5,4,6,2,8
126,Advertising Agencies,CRTO,-24.99,3.620000000000001,0.67,0.51,0.48,0.16,0.22,5,2,5,5,63
127,Biotechnology,EWTX,-25.51,-0.39000000000000057,0.67,0.56,0.55,0.49,0.54,4,5,7,5,89
128,Diagnostics & Research,TWST,-26.89,-3.789999999999999,0.46,0.49,0.3,0.45,0.42,3,6,11,12,53
129,Oil & Gas Equipment & Services,AESI,-27.5,0.17999999999999972,0.54,0.38,0.32,0.45,0.22,2,3,8,3,28
130,Biotechnology,JANX,-29.64,-1.5,0.5,0.37,0.32,0.5,0.29,2,2,2,4,12
131,Medical Devices,NVCR,-31.37,5.429999999999996,0.7,0.54,0.13,0.42,0.38,1,1,2,34,40
132,Biotechnology,BHVN,-37.12,1.8599999999999994,0.64,0.48,0.53,0.26,0.17,1,1,1,1,15
