Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
76,Utilities - Regulated Electric,NGG,5.66,1.6100000000000003,0.46,0.38,0.54,0.66,0.52,48,44,53,74,35
77,Insurance - Property & Casualty,TRV,4.9,-2.34,0.62,0.62,0.53,0.7,0.68,47,50,45,71,66
78,Utilities - Regulated Electric,D,4.87,-0.6899999999999995,0.4,0.44,0.7,0.65,0.4,47,48,55,47,44
79,Utilities - Regulated Electric,EXC,4.69,-2.7699999999999996,0.39,0.49,0.6,0.54,0.56,46,51,53,60,76
80,REIT - Diversified,VICI,4.49,0.16000000000000014,0.65,0.5,0.44,0.56,0.81,45,45,51,35,52
81,Residential Construction,LEN,4.33,0.6200000000000001,0.71,0.74,0.55,0.38,0.51,44,43,8,1,1
82,Beverages - Non-Alcoholic,CCEP,4.25,-3.1100000000000003,0.26,0.29,0.56,0.69,0.64,44,51,80,72,71
83,Oil & Gas Midstream,WMB,3.48,0.6200000000000001,0.48,0.3,0.56,0.73,0.56,43,40,69,85,87
84,Utilities - Diversified,SRE,3.36,1.1799999999999997,0.57,0.47,0.81,0.62,0.29,42,38,38,33,13
85,Oil & Gas Midstream,MPLX,3.01,-0.3200000000000003,0.56,0.45,0.59,0.62,0.53,42,42,52,64,84
86,Lodging,MAR,2.46,-0.41999999999999993,0.61,0.59,0.2,0.37,0.29,41,40,35,47,58
87,Specialty Industrial Machinery,AME,2.42,-0.1499999999999999,0.55,0.51,0.58,0.44,0.49,40,39,50,29,49
88,Oil & Gas E&P,OXY,2.33,3.98,0.81,0.73,0.41,0.38,0.4,40,26,20,6,5
89,Restaurants,YUM,2.25,-1.1800000000000002,0.65,0.68,0.46,0.44,0.75,39,42,49,33,77
90,Oil & Gas Midstream,EPD,2.11,1.0899999999999999,0.68,0.6,0.33,0.46,0.52,38,35,37,38,65
91,Oil & Gas Midstream,KMI,2.06,0.06000000000000005,0.52,0.29,0.47,0.66,0.58,38,37,65,82,85
92,Diagnostics & Research,A,1.68,5.55,0.7,0.59,0.39,0.44,0.27,37,23,12,8,23
93,Apparel Retail,ROST,1.54,-2.32,0.52,0.63,0.62,0.42,0.48,36,44,22,38,24
94,Oil & Gas E&P,CNQ,1.17,4.05,0.7,0.45,0.42,0.41,0.28,35,24,30,28,3
95,Semiconductors,MCHP,1.14,-6.61,0.62,0.54,0.31,0.54,0.63,35,52,62,15,1
96,Asset Management,AMP,1.09,0.15000000000000013,0.56,0.54,0.31,0.44,0.42,34,35,42,54,62
97,Farm & Heavy Construction Machinery,PCAR,1.04,0.4700000000000001,0.58,0.57,0.52,0.41,0.5,33,32,28,14,31
98,Insurance - Diversified,AIG,0.47,-4.63,0.67,0.69,0.23,0.58,0.63,33,47,26,62,61
99,Insurance - Life,MFC,0.4,1.32,0.61,0.42,0.5,0.53,0.52,32,28,39,67,58
100,Insurance - Life,MET,0.37,-1.67,0.83,0.7,0.36,0.41,0.51,31,38,19,30,56
101,REIT - Specialty,DLR,0.03,0.32999999999999996,0.47,0.36,0.53,0.71,0.4,31,29,47,65,36
102,Software - Infrastructure,CRWV,0.0,0.0,0.28,0.41,0.33,0.81,,30,31,34,39,43
103,Specialty Chemicals,APD,-0.03,-0.81,0.65,0.52,0.38,0.62,0.51,29,33,23,19,63
104,Oil & Gas Midstream,ET,-0.05,1.25,0.75,0.44,0.58,0.48,0.32,28,27,43,46,62
105,Waste Management,RSG,-0.25,-0.87,0.42,0.5,0.31,0.86,0.71,28,33,47,83,82
106,Railroads,CSX,-1.01,-1.94,0.29,0.3,0.6,0.67,0.26,27,34,61,23,10
107,Insurance - Life,AFL,-1.03,-2.31,0.62,0.83,0.34,0.46,0.64,26,36,21,31,67
108,Oil & Gas Midstream,TRGP,-1.77,3.3000000000000003,0.54,0.45,0.36,0.4,0.37,26,19,35,44,92
109,Utilities - Regulated Electric,PEG,-1.78,-1.76,0.32,0.31,0.77,0.68,0.39,25,30,54,38,50
110,Financial Data & Stock Exchanges,MSCI,-2.03,-2.1999999999999997,0.63,0.6,0.44,0.52,0.5,24,31,31,41,47
111,Beverages - Wineries & Distilleries,DEO,-2.7,-0.9200000000000002,0.51,0.81,0.38,0.34,0.69,24,25,3,11,12
112,Insurance - Life,PRU,-2.88,-0.79,0.75,0.67,0.37,0.41,0.5,23,24,10,12,25
113,Oil & Gas Equipment & Services,SLB,-3.51,4.540000000000001,0.86,0.69,0.32,0.3,0.38,22,11,5,3,16
114,Waste Management,WCN,-4.03,0.3099999999999996,0.31,0.36,0.55,0.67,0.5,22,22,33,56,56
115,Medical Instruments & Supplies,BDX,-4.17,0.2400000000000002,0.51,0.69,0.49,0.41,0.46,21,21,6,1,38
116,Credit Services,PYPL,-4.21,2.3200000000000003,0.63,0.56,0.3,0.45,0.3,20,16,18,36,38
117,Utilities - Regulated Electric,ED,-4.39,-2.92,0.23,0.29,0.65,0.58,0.66,19,26,38,53,53
118,Industrial Distribution,GWW,-4.4,0.2599999999999998,0.77,0.71,0.21,0.59,0.28,19,20,12,60,33
119,Oil & Gas E&P,FANG,-4.45,3.0,0.78,0.49,0.56,0.42,0.34,18,14,16,8,2
120,Medical Devices,GEHC,-5.46,0.8399999999999999,0.54,0.65,0.36,0.37,0.47,17,17,11,9,44
121,Oil & Gas Integrated,PBR,-5.6,2.6500000000000004,0.59,0.35,0.52,0.27,0.39,17,10,28,5,9
122,Software - Application,PAYX,-5.86,-0.2400000000000002,0.52,0.48,0.39,0.72,0.64,16,19,27,72,76
123,Building Products & Equipment,CARR,-7.02,0.15000000000000036,0.51,0.49,0.29,0.35,0.54,15,15,22,52,35
124,Software - Application,ROP,-7.02,-0.7699999999999996,0.49,0.45,0.45,0.44,0.68,15,18,24,40,60
125,Drug Manufacturers - Specialty & Generic,HLN,-7.06,-0.6299999999999999,0.66,0.66,0.43,0.7,0.64,14,17,25,69,75
126,Insurance - Diversified,ACGL,-7.56,-3.1899999999999995,0.56,0.61,0.41,0.57,0.61,13,22,17,26,24
127,Integrated Freight & Logistics,FDX,-8.86,-1.4499999999999993,0.57,0.6,0.35,0.33,0.38,12,15,6,4,22
128,REIT - Industrial,PSA,-8.9,-1.12,0.71,0.61,0.41,0.51,0.63,12,12,15,24,40
129,Household & Personal Products,KMB,-9.09,-1.4699999999999998,0.32,0.39,0.59,0.64,0.67,11,12,32,35,51
130,Railroads,CNI,-9.23,1.5,0.65,0.54,0.11,0.54,0.42,10,6,8,22,7
131,Software - Application,WDAY,-9.78,-1.1799999999999997,0.69,0.49,0.47,0.35,0.51,10,10,15,44,53
132,Specialty Business Services,CPRT,-10.06,0.2599999999999998,0.7,0.63,0.36,0.12,0.2,9,6,3,18,37
133,Information Technology Services,CTSH,-10.07,-0.40000000000000036,0.67,0.61,0.28,0.44,0.34,8,7,14,49,68
134,Biotechnology,REGN,-10.61,10.580000000000002,0.65,0.51,0.44,0.31,0.6,8,1,1,1,1
135,Specialty Industrial Machinery,OTIS,-10.74,0.15000000000000036,0.51,0.52,0.21,0.4,0.66,7,5,9,20,49
136,Medical Instruments & Supplies,ALC,-10.79,-1.6099999999999994,0.4,0.4,0.52,0.26,0.71,6,8,19,17,54
137,Household & Personal Products,KVUE,-11.35,-2.379999999999999,0.43,0.45,0.47,0.36,0.75,6,9,31,40,59
138,Information Technology Services,FIS,-11.73,-2.41,0.5,0.46,0.45,0.6,0.38,5,8,24,57,14
139,Household & Personal Products,CL,-12.0,-0.6699999999999999,0.48,0.55,0.24,0.62,0.66,4,4,13,19,33
140,Beverages - Non-Alcoholic,KDP,-14.08,-6.58,0.19,0.33,0.5,0.47,0.62,3,13,33,26,45
141,Information Technology Services,INFY,-16.91,-2.3599999999999994,0.67,0.79,0.25,0.42,0.18,3,3,4,15,40
142,Software - Application,TEAM,-16.94,3.84,0.71,0.34,0.41,0.31,0.22,2,1,7,31,94
143,Software - Application,FICO,-18.42,-0.7000000000000028,0.81,0.61,0.24,0.31,0.62,1,3,1,32,69
144,Restaurants,CMG,-22.12,-2.4700000000000024,0.54,0.51,0.12,0.45,0.37,1,2,2,10,27
145,Integrated Freight & Logistics,UPS,-22.7,-0.6499999999999986,0.55,0.54,0.21,0.45,0.65,1,1,1,2,11
