Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
50,Specialty Industrial Machinery,5.47,-1.2466666666666661,0.6033333333333334,0.5933333333333333,0.42,0.5233333333333333,0.45333333333333337,40,44,40,44,27,"ITT,GGG,NDSN"
51,Drug Manufacturers - Specialty & Generic,5.04,3.49,0.73,0.81,0.43,0.48,0.33,39,33,11,4,6,VTRS
52,Steel,4.73,-7.24,0.35,0.58,0.33,0.44,0.77,38,56,35,5,11,PKX
53,Paper & Paper Products,3.38,1.89,0.42,0.66,0.69,0.28,0.35,37,32,26,26,32,SUZ
54,Lodging,2.95,1.86,0.64,0.57,0.23,0.42,0.24,35,30,30,24,23,H
55,Restaurants,2.625,-3.2,0.5700000000000001,0.6599999999999999,0.45,0.355,0.565,34,39,55,50,74,"YUMC,DPZ"
56,REIT - Specialty,2.61,-0.56,0.75,0.5,0.32,0.56,0.49,33,35,32,37,43,LAMR
57,Farm Products,1.93,-4.6000000000000005,0.56,0.67,0.59,0.25,0.62,32,41,21,18,2,BG
58,Specialty Business Services,0.29000000000000004,2.045,0.41500000000000004,0.485,0.505,0.5,0.39,30,27,61,72,33,"ULS,RTO"
59,Scientific & Technical Instruments,0.11000000000000032,1.9750000000000005,0.425,0.435,0.45,0.485,0.33999999999999997,29,26,54,51,30,"COHR,FTV"
60,Building Products & Equipment,-0.09,0.09,0.6,0.65,0.3,0.36,0.39,28,28,15,39,12,CSL
61,Insurance - Property & Casualty,-0.17,-0.9800000000000001,0.72,0.7,0.48,0.46,0.49,27,29,17,41,48,CNA
62,Discount Stores,-1.58,1.54,0.31,0.29,0.59,0.58,0.35,26,23,59,82,80,BJ
63,Integrated Freight & Logistics,-2.085,1.42,0.595,0.55,0.385,0.385,0.575,24,21,22,17,24,"EXPD,JBHT"
64,Farm & Heavy Construction Machinery,-2.93,-5.62,0.31,0.41,0.37,0.33,0.42,23,34,45,66,57,CNH
65,Semiconductor Equipment & Materials,-2.97,0.7399999999999998,0.71,0.74,0.29,0.28,0.42,22,20,4,1,17,ENTG
66,REIT - Office,-3.3000000000000003,2.0399999999999996,0.885,0.595,0.355,0.55,0.5349999999999999,21,16,12,9,22,"BXP,ARE"
67,Oil & Gas Integrated,-3.76,1.0099999999999998,0.28,0.25,0.63,0.46,0.39,20,18,77,79,85,YPF
68,Insurance - Life,-5.09,-1.6799999999999997,0.53,0.46,0.24,0.56,0.66,18,22,34,84,87,UNM
69,Insurance - Reinsurance,-7.109999999999999,-0.6949999999999994,0.6599999999999999,0.665,0.35,0.495,0.65,17,15,13,33,26,"EG,RGA"
70,Packaging & Containers,-8.035,-1.0999999999999996,0.47,0.535,0.32999999999999996,0.495,0.585,16,13,23,23,13,"BALL,AVY"
71,Medical Instruments & Supplies,-8.409999999999998,0.4633333333333347,0.5666666666666667,0.59,0.47000000000000003,0.5066666666666667,0.47666666666666674,15,10,10,12,15,"WST,HOLX,BAX"
72,REIT - Healthcare Facilities,-8.84,0.5700000000000003,0.74,0.6,0.26,0.48,0.68,13,9,7,6,46,DOC
73,Packaged Foods,-8.98,-6.5,0.515,0.665,0.48,0.68,0.52,12,24,27,49,28,"JBS,HRL"
74,Insurance - Specialty,-8.985000000000001,-3.8050000000000015,0.45999999999999996,0.5700000000000001,0.525,0.495,0.7050000000000001,11,17,18,45,67,"FNF,RYAN"
75,REIT - Residential,-9.28,-1.6849999999999996,0.735,0.5700000000000001,0.33499999999999996,0.48,0.73,10,12,16,32,62,"ESS,UDR"
76,Financial Data & Stock Exchanges,-10.075,-1.9450000000000003,0.515,0.47,0.315,0.365,0.435,9,11,24,38,49,"TRU,FDS"
77,Oil & Gas Midstream,-11.25,0.3100000000000005,0.66,0.63,0.43,0.38,0.23,7,7,6,29,35,VNOM
78,Industrial Distribution,-14.95,0.870000000000001,0.43,0.4,0.32,0.32,0.62,6,5,20,21,55,WSO
79,Beverages - Wineries & Distilleries,-17.265,-1.4700000000000024,0.45999999999999996,0.6399999999999999,0.52,0.365,0.855,5,6,2,7,5,"BF-A,BF-B"
80,Household & Personal Products,-19.21,-1.0600000000000023,0.36,0.3,0.41,0.31,0.52,4,4,9,16,37,CLX
81,Specialty Chemicals,-19.61,0.40000000000000213,0.72,0.38,0.32,0.5,0.39,2,2,5,13,18,IFF
82,Chemicals,-29.85,2.1499999999999986,0.82,0.67,0.25,0.28,0.47,1,1,1,1,1,DOW
83,Healthcare Plans,-51.82,1.240000000000002,0.75,0.72,0.33,0.38,0.58,1,1,1,15,16,CNC
