Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
27,Banks - Regional,GBFH,27.75,0.129999999999999,0.56,0.63,0.48,0.39,0.22,80,82,82,64,55
28,Steel,NWPX,22.72,6.18,0.65,0.81,0.4,0.43,0.28,79,77,56,44,65
29,Utilities - Regulated Water,CWCO,22.49,-0.07000000000000028,0.76,0.78,0.18,0.76,0.59,79,79,80,71,60
30,Industrial Distribution,TITN,21.96,-0.36999999999999744,0.58,0.62,0.42,0.31,0.26,78,79,76,87,32
31,Banks - Regional,BSVN,21.14,-2.8299999999999983,0.8,0.77,0.35,0.49,0.37,77,80,74,69,79
32,Publishing,SCHL,19.87,-0.4499999999999993,0.6,0.55,0.64,0.4,0.57,76,78,79,8,10
33,Banks - Regional,CBNK,15.99,-0.3199999999999985,0.72,0.77,0.18,0.35,0.16,76,76,75,89,83
34,Software - Infrastructure,CCSI,14.73,1.1900000000000013,0.61,0.77,0.35,0.4,0.24,75,73,36,48,82
35,Banks - Regional,SPFI,13.8,-1.9399999999999995,0.73,0.73,0.43,0.5,0.33,74,75,73,80,71
36,Electronics & Computer Distribution,CLMB,11.89,-0.27999999999999936,0.57,0.67,0.52,0.44,0.38,73,72,78,83,92
37,REIT - Mortgage,NYMT,11.87,1.3199999999999985,0.72,0.66,0.45,0.42,0.73,73,69,73,72,76
38,Biotechnology,ZVRA,10.86,-5.539999999999999,0.23,0.32,0.25,0.7,0.5,72,76,90,92,78
39,Banks - Regional,HIFS,10.83,-0.17999999999999972,0.77,0.76,0.13,0.26,0.21,71,70,47,70,80
40,Medical Devices,TMCI,9.05,1.620000000000001,0.75,0.84,0.32,0.18,0.38,70,65,17,24,85
41,Chemicals,LXU,8.13,1.3800000000000008,0.76,0.58,0.27,0.61,0.24,69,64,57,59,26
42,Banks - Regional,HONE,7.94,3.0200000000000005,0.74,0.68,0.33,0.35,0.22,69,61,56,56,41
43,Food Distribution,CVGW,7.2,-1.2700000000000005,0.39,0.72,0.43,0.6,0.31,68,67,71,85,27
44,Banks - Regional,AROW,6.73,1.5300000000000002,0.7,0.7,0.33,0.37,0.42,67,63,50,42,37
45,Education & Training Services,LINC,6.48,-7.639999999999999,0.32,0.34,0.54,0.72,0.52,66,73,91,96,92
46,Banks - Regional,FMNB,6.42,1.9100000000000001,0.76,0.73,0.35,0.4,0.36,65,60,48,47,42
47,Banks - Regional,PFIS,6.42,-1.29,0.67,0.76,0.24,0.44,0.22,65,66,58,76,68
48,Grocery Stores,VLGEA,6.17,-2.0299999999999994,0.61,0.72,0.17,0.77,0.25,64,66,69,90,70
49,Marine Shipping,ASC,5.99,5.46,0.81,0.55,0.59,0.46,0.24,63,50,31,21,11
50,Medical Devices,OFIX,5.78,5.96,0.9,0.88,0.46,0.26,0.38,63,40,6,7,75
51,Insurance - Specialty,ITIC,5.45,2.75,0.66,0.7,0.6,0.26,0.61,62,55,42,35,82
52,Banks - Regional,FISI,5.1,1.3699999999999997,0.81,0.72,0.2,0.34,0.41,61,57,53,79,89
53,Banks - Regional,ALRS,4.92,-0.11000000000000032,0.7,0.65,0.34,0.29,0.2,60,62,49,76,34
54,Specialty Retail,ODP,4.54,1.3599999999999999,0.61,0.65,0.43,0.43,0.24,60,56,24,27,2
55,Biotechnology,TECX,3.85,0.050000000000000266,0.63,0.58,0.37,0.63,0.28,59,58,18,58,64
56,Staffing & Employment Services,KELYA,3.78,0.77,0.57,0.73,0.46,0.36,0.46,58,56,22,18,15
57,Aerospace & Defense,BYRN,3.49,-5.1899999999999995,0.43,0.41,0.42,0.61,0.25,57,68,87,97,98
58,Banks - Regional,BHB,3.22,1.6700000000000002,0.6,0.59,0.26,0.32,0.34,56,53,41,47,66
59,Biotechnology,ORKA,3.07,5.82,0.62,0.44,0.39,0.72,0.34,56,36,34,12,1
60,Software - Infrastructure,PRTH,3.02,-8.030000000000001,0.74,0.69,0.34,0.73,0.32,55,71,52,89,97
61,Medical Devices,SRDX,2.61,-1.9899999999999998,0.24,0.49,0.71,0.68,0.33,54,60,77,26,25
62,Oil & Gas E&P,REPX,2.46,2.67,0.75,0.74,0.42,0.37,0.22,53,40,39,45,45
63,Industrial Distribution,BXC,2.07,0.9699999999999998,0.72,0.72,0.3,0.36,0.17,53,53,23,15,13
64,Banks - Regional,SMBC,1.96,0.99,0.7,0.64,0.25,0.32,0.27,52,51,44,52,73
65,Asset Management,GUG,1.72,-0.4600000000000002,0.62,0.68,0.3,0.46,0.54,51,54,60,54,66
66,REIT - Office,PKST,1.65,-3.9600000000000004,0.72,0.34,0.43,0.7,0.7,50,63,81,74,31
67,Asset Management,CION,0.69,2.73,0.51,0.76,0.36,0.31,0.62,50,37,33,19,72
68,Recreational Vehicles,MBUU,0.43,-14.66,0.52,0.72,0.41,0.38,0.21,49,74,43,33,19
69,Insurance - Property & Casualty,DGICA,0.22,-0.77,0.67,0.59,0.21,0.52,0.87,48,52,69,91,85
70,Specialty Business Services,CASS,0.03,-0.1,0.59,0.64,0.2,0.36,0.4,47,48,47,55,44
71,Shell Companies,BEAG,0.0,0.0,0.36,0.29,0.5,0.4,0.68,44,44,65,64,55
72,Shell Companies,EVAC,0.0,0.0,0.49,,,,,44,44,65,64,55
73,Shell Companies,GTEN,0.0,0.0,0.34,0.36,0.73,,,44,44,65,64,55
74,Biotechnology,SEPN,0.0,0.0,0.58,0.55,0.52,0.72,0.26,44,44,65,64,55
75,Specialty Business Services,ANPA,0.0,0.0,0.55,0.64,0.78,,,44,44,65,64,55
76,Biotechnology,MBX,0.0,0.0,0.7,0.61,0.49,0.82,0.65,44,44,65,64,55
77,Shell Companies,CCCX,0.0,0.0,0.45,0.35,0.6,,,44,44,65,64,55
78,Banks - Regional,NPB,0.0,0.0,0.92,0.8,0.39,0.21,0.23,44,44,65,64,55
79,Biotechnology,BCAX,0.0,0.0,0.71,0.5,0.54,0.42,0.62,44,44,65,64,55
80,Entertainment,RSVR,-0.57,-1.0499999999999998,0.58,0.62,0.42,0.59,0.34,40,50,55,53,35
81,Banks - Regional,COFS,-0.58,0.59,0.69,0.69,0.4,0.38,0.1,39,38,50,50,63
82,Banks - Regional,NFBK,-1.45,1.57,0.69,0.64,0.16,0.5,0.4,38,34,35,77,67
83,Banks - Regional,WASH,-1.81,2.2099999999999995,0.7,0.69,0.17,0.32,0.34,37,31,28,40,50
84,REIT - Healthcare Facilities,UHT,-2.05,-2.4299999999999997,0.67,0.57,0.27,0.65,0.79,37,49,54,58,61
85,REIT - Mortgage,IVR,-2.08,0.9299999999999997,0.69,0.5,0.51,0.44,0.59,36,34,46,32,47
86,Banks - Regional,PGC,-2.14,3.85,0.79,0.75,0.17,0.35,0.28,35,30,24,51,81
87,Packaged Foods,USNA,-2.47,3.5799999999999996,0.66,0.71,0.37,0.51,0.52,34,29,30,25,16
88,REIT - Healthcare Facilities,GMRE,-2.99,0.7599999999999998,0.8,0.66,0.34,0.31,0.81,34,32,21,11,46
89,REIT - Specialty,FPI,-3.25,-0.4500000000000002,0.61,0.52,0.32,0.77,0.43,33,35,59,73,49
90,Trucking,CVLG,-3.34,-1.67,0.6,0.54,0.38,0.53,0.3,32,37,53,41,39
91,Asset Management,NDMO,-4.1,1.3800000000000008,0.64,0.47,0.35,0.49,0.42,31,31,52,46,43
92,Semiconductors,CEVA,-4.55,-0.9699999999999998,0.55,0.57,0.32,0.27,0.54,31,33,21,17,93
93,Asset Management,PSBD,-5.34,1.96,0.57,0.47,0.3,0.69,0.48,30,28,44,34,40
94,Oil & Gas Drilling,NBR,-5.39,4.54,0.59,0.54,0.47,0.45,0.19,29,22,8,2,5
95,Insurance - Property & Casualty,ACIC,-5.57,4.219999999999999,0.57,0.54,0.3,0.64,0.59,28,24,29,50,73
96,REIT - Mortgage,KREF,-5.88,2.1499999999999995,0.68,0.57,0.43,0.34,0.41,27,27,37,28,60
97,Software - Infrastructure,OSPN,-7.5,5.16,0.79,0.49,0.22,0.41,0.24,27,18,40,69,84
98,Asset Management,CCAP,-7.63,2.170000000000001,0.89,0.85,0.35,0.23,0.17,26,23,20,27,41
99,Capital Markets,AMRK,-8.46,0.3299999999999983,0.61,0.67,0.24,0.35,0.38,25,26,8,6,29
100,Aerospace & Defense,RGR,-8.64,0.1399999999999988,0.65,0.68,0.26,0.38,0.7,24,27,26,37,44
101,Medical Devices,KIDS,-8.75,5.74,0.69,0.51,0.37,0.21,0.56,24,16,27,18,35
102,REIT - Diversified,CTO,-9.1,0.5400000000000009,0.79,0.61,0.29,0.59,0.26,23,24,32,53,50
103,Solar,CSIQ,-9.78,-13.639999999999999,0.38,0.45,0.27,0.59,0.52,22,59,61,38,14
104,Chemicals,VHI,-9.8,0.5099999999999998,0.56,0.58,0.16,0.37,0.26,21,21,11,15,21
105,Specialty Chemicals,KOP,-11.13,1.3499999999999996,0.54,0.39,0.39,0.57,0.42,21,19,72,39,11
106,Entertainment,MCS,-11.8,3.4899999999999984,0.63,0.58,0.24,0.53,0.11,20,15,40,85,77
107,Medical Devices,BVS,-12.12,-0.48999999999999844,0.58,0.68,0.29,0.54,0.48,19,20,9,11,89
108,Real Estate Services,FRPH,-12.34,1.6600000000000001,0.48,0.43,0.36,0.55,0.5,18,17,37,37,63
109,REIT - Diversified,GOOD,-12.87,-0.15999999999999837,0.62,0.49,0.24,0.54,0.43,18,18,31,43,69
110,Auto Parts,MNRO,-14.12,-13.399999999999999,0.61,0.69,0.41,0.68,0.21,17,39,11,22,7
111,Apparel Retail,SCVL,-14.41,-4.800000000000001,0.56,0.62,0.44,0.5,0.16,16,25,19,8,8
112,Packaging & Containers,KRT,-14.74,-0.09999999999999964,0.48,0.4,0.29,0.61,0.5,15,15,45,82,69
113,Internet Content & Information,THRY,-14.85,-3.469999999999999,0.55,0.51,0.47,0.38,0.3,15,21,14,23,37
114,Coking Coal,SXC,-15.25,4.32,0.47,0.48,0.23,0.22,0.27,14,11,15,29,27
115,Trucking,HTLD,-15.84,0.9200000000000017,0.66,0.61,0.18,0.53,0.24,13,14,16,24,24
116,Oil & Gas Equipment & Services,CLB,-16.92,6.189999999999998,0.81,0.55,0.36,0.37,0.22,12,9,5,9,17
117,Biotechnology,KROS,-19.04,0.6999999999999993,0.7,0.53,0.45,0.72,0.86,11,11,13,10,1
118,Apparel Retail,CAL,-19.09,8.190000000000001,0.64,0.71,0.42,0.22,0.43,11,8,5,2,2
119,Semiconductors,IMOS,-19.43,3.2600000000000016,0.28,0.27,0.4,0.57,0.41,10,10,27,36,22
120,Farm & Heavy Construction Machinery,HY,-19.51,-0.21000000000000085,0.56,0.4,0.42,0.41,0.34,9,12,18,21,18
121,Chemicals,ASIX,-19.62,3.7099999999999973,0.75,0.65,0.17,0.49,0.3,8,8,10,34,38
122,Auto Parts,MLR,-22.1,-4.050000000000001,0.56,0.66,0.27,0.39,0.14,8,13,12,20,36
123,Restaurants,BLMN,-24.86,7.530000000000001,0.66,0.35,0.37,0.36,0.28,7,5,15,5,4
124,Utilities - Regulated Electric,EDN,-26.19,1.5899999999999999,0.24,0.22,0.69,0.35,0.3,6,7,76,88,95
125,Health Information Services,WEAV,-29.0,2.879999999999999,0.57,0.58,0.34,0.24,0.14,5,5,2,31,74
126,Software - Infrastructure,DAVA,-29.08,3.440000000000005,0.72,0.72,0.37,0.23,0.08,5,4,1,4,21
127,Apparel Manufacturing,OXM,-30.43,0.010000000000001563,0.63,0.74,0.29,0.36,0.11,4,6,2,14,9
128,Staffing & Employment Services,KFRC,-33.58,0.19000000000000483,0.58,0.44,0.29,0.48,0.48,3,3,7,16,20
129,Biotechnology,ARVN,-35.98,-1.8899999999999935,0.78,0.48,0.41,0.61,0.47,2,2,3,1,8
130,Household & Personal Products,HELE,-37.22,-0.04999999999999716,0.64,0.61,0.49,0.36,0.48,2,2,1,1,15
131,Biotechnology,BCYC,-37.48,0.8600000000000065,0.48,0.31,0.48,0.53,0.23,1,1,4,3,3
132,Restaurants,PTLO,-42.86,-1.1700000000000017,0.29,0.46,0.26,0.46,0.37,1,1,25,56,86
