Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
35,Home Improvement Retail,6.28,-2.1599999999999993,0.7,0.72,0.55,0.47,0.42,45,56,8,13,18,LOW
36,Building Products & Equipment,6.06,-0.8200000000000003,0.4,0.41,0.5,0.63,0.41,44,45,76,79,24,TT
37,Medical Distribution,6.0,0.5800000000000001,0.57,0.4,0.38,0.64,0.73,42,40,68,76,55,MCK
38,Conglomerates,4.955,-1.4849999999999994,0.5349999999999999,0.5449999999999999,0.25,0.555,0.5349999999999999,40,42,46,53,73,"MMM,HON"
39,Farm & Heavy Construction Machinery,4.34,-3.9700000000000006,0.36,0.39,0.47,0.6,0.46,39,55,69,77,69,DE
40,Copper,3.99,1.9100000000000001,0.53,0.58,0.33,0.47,0.42,37,31,15,15,8,SCCO
41,Specialty Chemicals,3.453333333333333,-1.0966666666666667,0.5966666666666667,0.6466666666666666,0.43,0.6466666666666666,0.6066666666666666,35,35,32,32,37,"ECL,LIN,SHW"
42,Oil & Gas E&P,3.21,1.91,0.72,0.72,0.46,0.29,0.33,34,29,11,5,1,COP
43,Insurance - Diversified,2.4450000000000003,2.2950000000000004,0.905,0.765,0.475,0.365,0.65,32,27,29,40,60,"BRK-A,BRK-B"
44,Drug Manufacturers - General,2.2755555555555556,-1.5766666666666667,0.6766666666666666,0.6411111111111111,0.4633333333333333,0.6322222222222221,0.7,31,34,23,16,50,"NVS,JNJ,ABBV,AZN,GSK,PFE,AMGN,SNY,BMY"
45,Utilities - Regulated Electric,2.206666666666667,-3.093333333333333,0.41333333333333333,0.5366666666666666,0.5366666666666667,0.5833333333333334,0.5333333333333333,29,39,50,24,34,"DUK,SO,NEE"
46,Diagnostics & Research,0.10000000000000009,0.4850000000000001,0.63,0.6,0.56,0.385,0.54,27,26,5,2,2,"TMO,DHR"
47,Beverages - Brewers,-0.55,-3.0300000000000002,0.62,0.72,0.22,0.8,0.97,26,32,16,74,40,BUD
48,Telecom Services,-1.525,-0.5150000000000001,0.65,0.6699999999999999,0.44999999999999996,0.56,0.57,24,23,24,23,52,"TMUS,CMCSA"
49,Waste Management,-1.69,-0.56,0.33,0.41,0.49,0.86,0.59,23,21,44,45,45,WM
50,Restaurants,-1.7750000000000001,1.3899999999999995,0.565,0.5700000000000001,0.42500000000000004,0.525,0.48,21,13,31,18,65,"MCD,SBUX"
51,Beverages - Non-Alcoholic,-1.99,-1.46,0.38,0.49,0.46,0.65,0.57,19,24,34,39,53,KO
52,REIT - Industrial,-2.21,0.5,0.75,0.61,0.39,0.48,0.69,18,18,6,6,32,PLD
53,Household & Personal Products,-2.895,-0.1549999999999998,0.6,0.645,0.43999999999999995,0.6950000000000001,0.52,16,16,18,27,31,"UL,PG"
54,Specialty Business Services,-3.5833333333333335,-1.54,0.3866666666666667,0.2833333333333333,0.3733333333333333,0.7200000000000001,0.44,15,19,56,66,42,"TRI,CTAS,RELX"
55,Healthcare Plans,-4.703333333333333,-0.3033333333333337,0.8533333333333334,0.8433333333333334,0.29,0.5599999999999999,0.5166666666666667,13,10,1,3,10,"CVS,CI,UNH"
56,Insurance Brokers,-5.01,-2.0949999999999998,0.595,0.655,0.355,0.655,0.675,11,15,21,48,84,"AON,AJG"
57,Railroads,-5.05,-0.4299999999999997,0.57,0.51,0.35,0.36,0.42,10,8,13,10,26,UNP
58,Discount Stores,-5.61,-2.2,0.3,0.49,0.34,0.69,0.45,8,11,37,58,81,COST
59,Confectioners,-8.73,-1.3200000000000003,0.49,0.48,0.36,0.71,0.73,6,6,26,21,15,MDLZ
60,Insurance - Property & Casualty,-10.1,-1.9699999999999989,0.53,0.52,0.39,0.56,0.76,5,5,19,61,87,PGR
61,Medical Instruments & Supplies,-12.0,1.2200000000000006,0.51,0.43,0.29,0.39,0.4,3,2,10,50,89,ISRG
62,REIT - Specialty,-12.02,-1.1099999999999994,0.56,0.52,0.54,0.65,0.42,2,3,3,29,35,EQIX
63,Information Technology Services,-15.229999999999999,0.4100000000000019,0.7200000000000001,0.5333333333333333,0.19666666666666668,0.4033333333333333,0.34,1,1,2,26,76,"IBM,ACN,FI"
