Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
18,Specialty Chemicals,SQM,33.42,3.960000000000001,0.48,0.81,0.44,0.13,0.61,87,87,34,6,37
19,Auto Manufacturers,ZK,32.76,4.2499999999999964,0.5,0.62,0.52,0.36,0.65,87,85,88,84,53
20,Apparel Retail,URBN,29.76,-22.209999999999997,0.29,0.47,0.59,0.7,0.54,86,97,97,99,91
21,Specialty Industrial Machinery,JBTM,28.45,-0.9400000000000013,0.61,0.59,0.56,0.46,0.57,85,86,83,66,87
22,Pollution & Treatment Controls,ZWS,28.08,-0.26000000000000156,0.56,0.59,0.84,0.43,0.33,84,84,90,72,48
23,Asset Management,AMG,26.86,-1.1000000000000014,0.67,0.67,0.51,0.46,0.48,84,83,71,69,40
24,Biotechnology,CORT,26.8,3.789999999999999,0.38,0.42,0.39,0.47,0.25,83,81,86,99,96
25,Airlines,ALK,26.14,6.25,0.8,0.68,0.44,0.32,0.36,82,76,64,60,97
26,Insurance - Life,LNC,25.89,1.990000000000002,0.83,0.7,0.6,0.33,0.34,81,81,69,37,79
27,Asset Management,PSLV,25.06,3.139999999999997,0.68,0.54,0.41,0.63,0.54,81,79,78,81,80
28,Rental & Leasing Services,R,23.56,2.66,0.71,0.59,0.49,0.32,0.42,80,78,81,59,75
29,Resorts & Casinos,RRR,21.95,0.18999999999999773,0.7,0.64,0.64,0.54,0.24,79,78,87,39,26
30,Discount Stores,OLLI,21.91,-6.370000000000001,0.32,0.34,0.65,0.42,0.54,78,84,91,85,84
31,Resorts & Casinos,BYD,21.7,-0.33000000000000185,0.69,0.63,0.55,0.46,0.35,78,80,84,83,77
32,Software - Infrastructure,VRNS,20.78,1.1500000000000021,0.71,0.6,0.7,0.86,0.37,77,75,72,75,21
33,Broadcasting,NXST,20.73,-3.6799999999999997,0.61,0.71,0.51,0.41,0.72,76,82,72,55,60
34,Asset Management,MAIN,20.64,4.300000000000001,0.52,0.52,0.54,0.63,0.4,75,69,79,68,78
35,REIT - Healthcare Facilities,CTRE,19.6,0.490000000000002,0.73,0.71,0.59,0.55,0.6,75,75,70,65,44
36,Household & Personal Products,ELF,19.55,6.040000000000001,0.61,0.53,0.64,0.9,0.27,74,63,89,87,1
37,Rental & Leasing Services,AL,18.81,0.8299999999999983,0.78,0.77,0.23,0.53,0.54,73,72,76,90,57
38,Scientific & Technical Instruments,VNT,18.68,-0.05000000000000071,0.66,0.61,0.62,0.42,0.35,72,74,73,46,31
39,Integrated Freight & Logistics,GXO,18.49,1.6799999999999997,0.61,0.66,0.27,0.53,0.4,72,70,62,25,4
40,Credit Services,OMF,18.34,2.3200000000000003,0.8,0.7,0.37,0.5,0.33,71,68,69,61,45
41,Biotechnology,IONS,17.59,-0.10000000000000142,0.61,0.44,0.53,0.66,0.68,70,72,80,31,19
42,Biotechnology,AXSM,16.57,2.2300000000000004,0.86,0.81,0.32,0.61,0.4,69,66,54,81,96
43,Banks - Regional,CADE,16.04,1.8099999999999987,0.78,0.65,0.41,0.35,0.19,69,66,57,36,43
44,Banks - Regional,OZK,15.16,1.4499999999999993,0.74,0.66,0.24,0.37,0.14,68,64,57,53,60
45,Conglomerates,VMI,15.11,-1.4000000000000021,0.49,0.57,0.7,0.51,0.56,67,69,75,67,85
46,Software - Application,LYFT,14.84,-3.780000000000001,0.75,0.71,0.11,0.27,0.39,66,73,60,82,12
47,Lumber & Wood Production,SSD,14.71,-1.3099999999999987,0.61,0.66,0.68,0.38,0.47,66,68,61,28,25
48,Medical Devices,BIO,14.01,3.369999999999999,0.75,0.69,0.68,0.29,0.21,65,58,37,5,11
49,Apparel Manufacturing,GIL,13.93,1.58,0.62,0.56,0.51,0.31,0.53,64,60,66,54,84
50,Banks - Regional,FNB,13.93,1.6999999999999993,0.82,0.73,0.32,0.36,0.24,64,60,53,32,34
51,Farm & Heavy Construction Machinery,AGCO,13.51,-6.470000000000001,0.46,0.53,0.58,0.35,0.41,63,77,77,63,33
52,Utilities - Regulated Electric,TXNM,12.91,-0.40000000000000036,0.34,0.48,0.51,0.78,0.5,62,62,81,92,83
53,Insurance - Life,JXN,12.35,-0.1899999999999995,0.72,0.71,0.4,0.37,0.45,61,61,29,38,71
54,Credit Services,SLM,11.87,-2.030000000000001,0.47,0.48,0.29,0.41,0.48,60,65,79,93,88
55,Steel,CMC,11.8,-0.2599999999999998,0.65,0.68,0.43,0.55,0.39,60,59,43,30,16
56,Auto & Truck Dealerships,GPI,11.43,-2.200000000000001,0.66,0.72,0.23,0.35,0.34,59,63,54,76,89
57,Semiconductor Equipment & Materials,AMKR,10.53,3.119999999999999,0.58,0.65,0.52,0.38,0.4,58,51,28,3,1
58,Utilities - Regulated Gas,UGI,9.56,-7.950000000000001,0.44,0.37,0.47,0.69,0.59,57,71,87,91,86
59,Residential Construction,TMHC,8.99,0.5400000000000009,0.6,0.59,0.43,0.33,0.39,57,54,36,24,36
60,Steel,TX,8.93,-1.25,0.6,0.7,0.55,0.5,0.52,56,57,51,19,19
61,Health Information Services,WAY,8.84,4.35,0.73,0.59,0.31,0.56,0.5,55,47,65,50,53
62,REIT - Mortgage,RITM,8.84,-1.6799999999999997,0.55,0.6,0.64,0.41,0.47,55,57,63,40,65
63,Insurance - Specialty,FAF,8.19,-1.5200000000000014,0.64,0.71,0.73,0.33,0.58,54,56,37,22,61
64,Banks - Regional,BOKF,7.81,-0.3600000000000003,0.81,0.76,0.35,0.38,0.34,53,52,34,28,63
65,REIT - Healthcare Facilities,HR,7.5,1.0,0.66,0.54,0.57,0.4,0.59,52,51,49,16,47
66,Insurance - Specialty,ESNT,6.87,-1.4799999999999995,0.59,0.73,0.51,0.41,0.42,51,54,28,54,42
67,Electronics & Computer Distribution,ARW,6.74,-2.0600000000000005,0.63,0.7,0.14,0.47,0.47,51,55,30,58,20
68,Utilities - Renewable,BEP,6.23,0.9200000000000008,0.59,0.38,0.52,0.56,0.51,50,50,68,56,27
69,Asset Management,STEP,5.72,0.7799999999999994,0.63,0.61,0.39,0.42,0.43,49,49,50,66,81
70,Insurance - Property & Casualty,THG,4.96,-3.3199999999999994,0.63,0.55,0.54,0.71,0.64,49,53,66,84,82
71,Aerospace & Defense,MOG-A,4.53,-0.34999999999999964,0.65,0.57,0.52,0.48,0.25,48,48,55,57,28
72,Utilities - Renewable,CWEN-A,2.84,-0.5,0.61,0.35,0.54,0.62,0.59,47,46,85,77,63
73,Building Products & Equipment,TREX,2.39,0.11000000000000032,0.57,0.46,0.52,0.3,0.25,46,43,25,15,7
74,Information Technology Services,G,2.14,-0.27,0.67,0.7,0.35,0.4,0.29,46,44,40,45,93
75,Security & Protection Services,MSA,2.09,-1.1600000000000001,0.52,0.38,0.54,0.61,0.43,45,46,60,40,31
76,Utilities - Renewable,CWEN,2.06,-0.43999999999999995,0.58,0.33,0.52,0.64,0.59,44,45,82,78,59
77,Leisure,LTH,1.55,-3.4000000000000004,0.51,0.66,0.28,0.43,0.53,43,49,58,89,99
78,REIT - Mortgage,STWD,1.26,-0.25,0.66,0.62,0.26,0.46,0.64,43,41,43,43,49
79,Tools & Accessories,TTC,1.02,-1.13,0.69,0.73,0.46,0.53,0.46,42,43,22,29,28
80,Building Materials,EXP,1.0,2.41,0.57,0.58,0.5,0.24,0.29,41,35,15,13,17
81,Oil & Gas E&P,CHRD,0.68,3.0300000000000002,0.83,0.51,0.48,0.41,0.37,40,34,26,7,1
82,REIT - Office,CDP,0.19,-1.4100000000000001,0.7,0.59,0.33,0.57,0.31,40,42,31,43,39
83,Specialty Business Services,AMTM,0.0,0.0,0.46,0.49,0.5,0.51,0.42,37,37,46,50,53
84,Aerospace & Defense,KRMN,0.0,0.0,0.7,0.57,0.52,0.61,0.55,37,37,46,50,53
85,Computer Hardware,SNDK,0.0,0.0,0.78,0.64,0.44,0.35,0.72,37,37,46,50,53
86,Aerospace & Defense,FLY,0.0,0.0,0.27,0.21,,,,37,37,46,50,53
87,Medical Instruments & Supplies,NNNN,0.0,0.0,0.45,0.63,0.45,0.79,0.78,37,37,46,50,53
88,REIT - Industrial,FR,-0.66,1.33,0.75,0.63,0.39,0.38,0.81,35,34,24,27,72
89,Packaged Foods,POST,-0.71,-0.95,0.7,0.75,0.45,0.52,0.56,34,40,31,37,57
90,Information Technology Services,EXLS,-0.75,-0.8200000000000001,0.66,0.63,0.45,0.48,0.3,34,40,39,87,90
91,Capital Markets,MARA,-0.85,5.0,0.54,0.48,0.27,0.44,0.43,33,21,22,19,2
92,REIT - Retail,NNN,-1.04,1.71,0.63,0.5,0.34,0.57,0.75,32,32,40,34,46
93,Software - Application,CCCS,-1.46,0.9100000000000001,0.74,0.43,0.54,0.44,0.18,31,33,33,12,15
94,Apparel Retail,GAP,-2.28,9.9,0.74,0.74,0.23,0.35,0.33,31,10,7,41,14
95,Metal Fabrication,ESAB,-2.76,0.25,0.63,0.36,0.57,0.35,0.46,30,30,67,74,74
96,Biotechnology,LEGN,-2.99,0.8899999999999997,0.38,0.22,0.47,0.38,0.45,29,26,38,1,6
97,REIT - Hotel & Motel,RHP,-3.01,0.9600000000000004,0.68,0.58,0.14,0.42,0.33,28,25,25,33,23
98,REIT - Retail,ADC,-3.07,0.17000000000000037,0.49,0.37,0.55,0.59,0.76,28,29,50,64,75
99,Entertainment,SIRI,-3.3,3.38,0.7,0.59,0.25,0.48,0.29,27,20,15,11,7
100,Gambling,LNW,-3.61,-0.6000000000000001,0.76,0.58,0.39,0.43,0.69,26,30,51,13,67
101,Building Products & Equipment,FBIN,-3.82,0.44999999999999973,0.59,0.58,0.57,0.31,0.25,25,24,9,2,13
102,Oil & Gas E&P,RRC,-4.13,3.3500000000000005,0.51,0.26,0.3,0.35,0.45,25,18,63,80,76
103,REIT - Retail,EPRT,-4.27,-0.47999999999999954,0.75,0.55,0.34,0.71,0.71,24,28,35,69,69
104,Information Technology Services,KD,-4.64,-1.8199999999999998,0.79,0.65,0.27,0.34,0.28,23,31,84,94,95
105,Specialty Retail,BBWI,-5.08,0.1299999999999999,0.57,0.63,0.28,0.14,0.46,22,22,13,4,25
106,Specialty Business Services,DLB,-5.21,-1.37,0.5,0.57,0.27,0.34,0.46,22,28,20,34,64
107,Education & Training Services,EDU,-5.34,3.870000000000001,0.67,0.57,0.26,0.37,0.41,21,16,7,8,4
108,REIT - Industrial,TRNO,-6.03,-0.4300000000000006,0.76,0.62,0.35,0.39,0.67,20,22,17,25,72
109,Specialty Industrial Machinery,MIDD,-6.29,1.8999999999999995,0.71,0.44,0.42,0.47,0.41,19,17,42,57,78
110,Engineering & Construction,FLR,-6.58,0.47999999999999954,0.46,0.5,0.23,0.68,0.2,19,19,32,46,10
111,Apparel Manufacturing,VFC,-6.69,11.0,0.89,0.74,0.44,0.31,0.46,18,4,1,1,93
112,Personal Services,BFAM,-7.08,-3.12,0.52,0.58,0.7,0.65,0.72,17,25,44,63,70
113,Lumber & Wood Production,UFPI,-7.26,-3.3899999999999997,0.54,0.61,0.32,0.37,0.37,16,27,13,16,24
114,Gambling,CHDN,-7.48,0.9399999999999995,0.6,0.49,0.49,0.34,0.36,16,16,23,4,22
115,Specialty Chemicals,AXTA,-8.29,1.2700000000000014,0.73,0.73,0.14,0.29,0.39,15,15,5,17,38
116,Engineering & Construction,KBR,-8.44,-1.3199999999999994,0.6,0.64,0.48,0.33,0.36,14,19,6,26,10
117,Medical Instruments & Supplies,RGEN,-9.5,2.0600000000000005,0.64,0.57,0.47,0.41,0.62,13,12,4,10,58
118,Trucking,KNX,-10.69,0.41999999999999993,0.61,0.54,0.2,0.4,0.28,13,13,11,22,29
119,Medical Devices,MASI,-11.25,-6.67,0.4,0.33,0.39,0.53,0.56,12,23,59,75,94
120,Aerospace & Defense,LOAR,-11.65,-2.09,0.58,0.49,0.27,0.38,0.45,11,15,16,90,53
121,Biotechnology,RVMD,-12.07,3.09,0.72,0.34,0.36,0.53,0.41,10,6,10,35,40
122,Packaging & Containers,GPK,-12.1,-0.009999999999999787,0.5,0.55,0.41,0.34,0.47,10,10,10,7,34
123,Software - Infrastructure,PATH,-12.11,0.16999999999999993,0.62,0.47,0.21,0.47,0.29,9,9,19,62,16
124,Building Products & Equipment,AAON,-12.47,6.869999999999999,0.63,0.5,0.63,0.26,0.26,8,4,3,70,22
125,Waste Management,CWST,-12.84,-1.1600000000000001,0.46,0.49,0.27,0.6,0.6,7,11,27,71,66
126,Trucking,SAIA,-13.49,-0.7300000000000004,0.56,0.54,0.5,0.38,0.3,7,8,8,1,13
127,Personal Services,HRB,-14.16,-4.1899999999999995,0.32,0.36,0.37,0.63,0.54,6,13,21,73,35
128,Auto Parts,ALSN,-14.19,-1.08,0.47,0.55,0.41,0.44,0.44,5,7,18,78,66
129,Insurance - Property & Casualty,RLI,-14.49,-1.33,0.59,0.53,0.13,0.62,0.57,4,7,16,44,41
130,Capital Markets,MKTX,-17.92,-2.6300000000000026,0.4,0.31,0.36,0.52,0.55,4,5,19,47,18
131,Software - Infrastructure,CFLT,-20.06,7.75,0.83,0.57,0.25,0.53,0.29,3,1,2,18,81
132,Specialty Retail,MUSA,-20.19,0.629999999999999,0.48,0.57,0.18,0.45,0.38,2,1,1,23,37
133,Software - Application,CWAN,-20.29,-0.5599999999999987,0.71,0.51,0.22,0.35,0.65,1,2,12,20,92
134,Medical Care Facilities,CHE,-20.42,-0.8100000000000023,0.67,0.75,0.29,0.56,0.69,1,3,1,42,62
135,Restaurants,CAVA,-30.51,2.3099999999999987,0.25,0.2,0.41,0.03,0.14,1,1,4,9,30
