Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
15,Software - Application,20.51,-0.629999999999999,0.7424999999999999,0.5874999999999999,0.3975,0.4275,0.4175,80,83,74,33,43,"LIF,LYFT,CCCS,CWAN"
16,Asset Management,19.57,1.7800000000000011,0.625,0.585,0.4625,0.535,0.4625,79,73,67,71,74,"AMG,PSLV,MAIN,STEP"
17,Household & Personal Products,19.55,6.040000000000001,0.61,0.53,0.64,0.9,0.27,77,61,94,89,1,ELF
18,Insurance - Life,19.12,0.9000000000000021,0.7749999999999999,0.705,0.5,0.35,0.395,76,74,50,39,80,"LNC,JXN"
19,Scientific & Technical Instruments,18.68,-0.05000000000000071,0.66,0.61,0.62,0.42,0.35,74,76,70,49,26,VNT
20,Integrated Freight & Logistics,18.49,1.6799999999999997,0.61,0.66,0.27,0.53,0.4,73,70,59,17,3,GXO
21,Specialty Retail,17.939999999999998,1.2124999999999986,0.6025,0.635,0.3775,0.4325,0.4125,71,69,54,35,27,"FIVE,MNSO,BBWI,MUSA"
22,Conglomerates,15.11,-1.4000000000000021,0.49,0.57,0.7,0.51,0.56,70,66,71,63,91,VMI
23,Credit Services,15.105,0.14499999999999957,0.635,0.59,0.32999999999999996,0.45499999999999996,0.405,69,64,73,87,79,"OMF,SLM"
24,Education & Training Services,14.659999999999998,-1.9749999999999996,0.6799999999999999,0.71,0.275,0.365,0.45999999999999996,67,67,39,81,90,"LRN,EDU"
25,Information Technology Services,13.795,3.295,0.6375,0.6025,0.385,0.3975,0.35750000000000004,66,53,89,94,99,"GDS,G,EXLS,KD"
26,Apparel Retail,13.74,-6.154999999999999,0.515,0.605,0.41,0.5249999999999999,0.43500000000000005,64,80,83,99,64,"URBN,GAP"
27,Farm & Heavy Construction Machinery,13.51,-6.470000000000001,0.46,0.53,0.58,0.35,0.41,63,81,76,61,29,AGCO
28,Banks - Regional,13.235,1.1499999999999986,0.7875,0.7,0.32999999999999996,0.365,0.2275,61,59,49,31,44,"CADE,OZK,FNB,BOKF"
29,Utilities - Regulated Electric,12.91,-0.40000000000000036,0.34,0.48,0.51,0.78,0.5,59,60,81,97,86,TXNM
30,Auto Parts,12.91,1.0599999999999987,0.5,0.505,0.64,0.385,0.38,59,57,61,57,20,"MOD,ALSN"
31,Specialty Chemicals,12.565000000000001,2.615000000000002,0.605,0.77,0.29000000000000004,0.21,0.5,57,51,11,6,36,"SQM,AXTA"
32,Auto & Truck Dealerships,11.43,-2.200000000000001,0.66,0.72,0.23,0.35,0.34,56,63,53,79,96,GPI
33,Specialty Industrial Machinery,11.08,0.47999999999999865,0.6599999999999999,0.515,0.49,0.46499999999999997,0.49,54,54,64,60,89,"JBTM,MIDD"
34,Semiconductor Equipment & Materials,10.53,3.119999999999999,0.58,0.65,0.52,0.38,0.4,53,47,23,1,1,AMKR
35,Steel,10.365,-0.7550000000000008,0.625,0.69,0.49,0.525,0.455,51,56,43,19,9,"CMC,TX"
36,Utilities - Regulated Gas,9.56,-7.950000000000001,0.44,0.37,0.47,0.69,0.59,50,71,90,96,93,UGI
37,Health Information Services,8.84,4.35,0.73,0.59,0.31,0.56,0.5,49,41,63,51,49,WAY
38,Insurance - Specialty,7.529999999999999,-1.5000000000000018,0.615,0.72,0.62,0.37,0.5,47,50,33,27,46,"FAF,ESNT"
39,Electronics & Computer Distribution,6.74,-2.0600000000000005,0.63,0.7,0.14,0.47,0.47,46,49,24,54,13,ARW
40,REIT - Mortgage,5.05,-0.9649999999999999,0.605,0.61,0.45,0.435,0.5549999999999999,44,44,51,43,60,"RITM,STWD"
41,Lumber & Wood Production,3.7250000000000005,-2.3499999999999988,0.575,0.635,0.5,0.375,0.42,43,46,30,16,19,"SSD,UFPI"
42,Utilities - Renewable,3.7100000000000004,-0.0066666666666659324,0.5933333333333333,0.35333333333333333,0.5266666666666667,0.6066666666666667,0.5633333333333334,41,40,77,73,41,"BEP,CWEN-A,CWEN"
43,Apparel Manufacturing,3.6199999999999997,6.290000000000001,0.755,0.65,0.475,0.31,0.495,40,24,13,11,94,"GIL,VFC"
44,Security & Protection Services,2.09,-1.1600000000000001,0.52,0.38,0.54,0.61,0.43,39,39,57,40,24,MSA
45,Leisure,1.55,-3.4000000000000004,0.51,0.66,0.28,0.43,0.53,37,43,56,93,99,LTH
46,Medical Devices,1.38,-1.6500000000000004,0.575,0.51,0.535,0.41000000000000003,0.385,36,37,47,23,70,"BIO,MASI"
47,Tools & Accessories,1.02,-1.13,0.69,0.73,0.46,0.53,0.46,34,36,17,24,21,TTC
48,Building Materials,1.0,2.41,0.57,0.58,0.5,0.24,0.29,33,29,8,10,10,EXP
49,REIT - Office,0.19,-1.4100000000000001,0.7,0.59,0.33,0.57,0.31,31,34,26,46,37,CDP
50,Computer Hardware,0.0,0.0,0.78,0.64,0.44,0.35,0.72,30,31,44,51,49,SNDK
51,Packaged Foods,-0.71,-0.95,0.7,0.75,0.45,0.52,0.56,29,33,31,35,53,POST
52,Oil & Gas E&P,-1.7249999999999999,3.1900000000000004,0.6699999999999999,0.385,0.39,0.38,0.41000000000000003,27,17,41,26,30,"CHRD,RRC"
53,Aerospace & Defense,-1.78,-0.6099999999999999,0.55,0.45999999999999996,0.4366666666666667,0.49,0.4166666666666667,26,30,36,67,40,"MOG-A,KRMN,FLY,LOAR"
54,Specialty Business Services,-2.605,-0.685,0.48,0.53,0.385,0.42500000000000004,0.44,24,27,29,41,59,"AMTM,DLB"
55,Metal Fabrication,-2.76,0.25,0.63,0.36,0.57,0.35,0.46,23,23,66,76,77,ESAB
56,REIT - Retail,-2.793333333333333,0.46666666666666723,0.6233333333333334,0.47333333333333333,0.4100000000000001,0.6233333333333333,0.7399999999999999,21,21,40,56,66,"NNN,ADC,EPRT"
57,REIT - Hotel & Motel,-3.01,0.9600000000000004,0.68,0.58,0.14,0.42,0.33,20,19,20,30,16,RHP
58,Entertainment,-3.3,3.38,0.7,0.59,0.25,0.48,0.29,19,13,8,9,4,SIRI
59,REIT - Industrial,-3.345,0.44999999999999973,0.755,0.625,0.37,0.385,0.74,17,20,16,20,76,"FR,TRNO"
60,Software - Infrastructure,-3.7966666666666655,3.0233333333333348,0.7200000000000001,0.5466666666666666,0.38666666666666666,0.62,0.31666666666666665,16,11,19,47,34,"VRNS,PATH,CFLT"
61,Building Products & Equipment,-4.633333333333334,2.4766666666666657,0.5966666666666667,0.5133333333333333,0.5733333333333334,0.29,0.25333333333333335,14,7,6,14,7,"TREX,FBIN,AAON"
62,Medical Instruments & Supplies,-4.75,1.0300000000000002,0.545,0.6,0.45999999999999996,0.6,0.7,13,14,14,21,51,"NNNN,RGEN"
63,Insurance - Property & Casualty,-4.765000000000001,-2.325,0.61,0.54,0.335,0.665,0.605,11,26,37,69,69,"THG,RLI"
64,Gambling,-5.545,0.16999999999999993,0.6799999999999999,0.5349999999999999,0.44,0.385,0.5249999999999999,10,16,34,3,39,"LNW,CHDN"
65,Engineering & Construction,-7.51,-0.41999999999999993,0.53,0.5700000000000001,0.355,0.505,0.28,9,9,10,29,6,"FLR,KBR"
66,Personal Services,-10.620000000000001,-3.655000000000001,0.42000000000000004,0.47,0.5349999999999999,0.64,0.63,7,10,27,66,56,"BFAM,HRB"
67,Trucking,-12.09,-0.15500000000000114,0.585,0.54,0.35,0.39,0.29000000000000004,6,4,3,1,14,"KNX,SAIA"
68,Packaging & Containers,-12.1,-0.009999999999999787,0.5,0.55,0.41,0.34,0.47,4,3,4,4,31,GPK
69,Waste Management,-12.84,-1.1600000000000001,0.46,0.49,0.27,0.6,0.6,3,6,21,70,71,CWST
70,Medical Care Facilities,-20.42,-0.8100000000000023,0.67,0.75,0.29,0.56,0.69,1,1,1,44,61,CHE
71,Restaurants,-30.51,2.3099999999999987,0.25,0.2,0.41,0.03,0.14,1,1,1,7,23,CAVA
