Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
93,Utilities - Regulated Water,AWK,1.98,-0.98,0.44,0.59,0.55,0.7,0.75,35,41,50,50,53
94,Utilities - Regulated Electric,CMS,1.65,-2.0500000000000003,0.39,0.36,0.7,0.58,0.64,35,44,56,48,70
95,Banks - Regional,FCNCA,1.16,1.7599999999999998,0.65,0.63,0.21,0.32,0.25,34,32,30,30,40
96,Packaging & Containers,SW,0.54,4.35,0.66,0.57,0.41,0.27,0.43,33,25,35,14,35
97,Oil & Gas Midstream,VG,0.0,0.0,0.59,0.4,0.28,0.75,0.44,32,34,37,42,43
98,Telecom Services,BCE,-0.86,-2.2,0.61,0.74,0.46,0.49,0.57,32,37,21,4,7
99,Real Estate Services,BEKE,-0.94,-3.6,0.48,0.78,0.37,0.28,0.73,31,39,32,33,96
100,Oil & Gas E&P,EXE,-1.41,2.24,0.46,0.27,0.35,0.69,0.43,30,27,61,89,81
101,REIT - Retail,REG,-1.47,-0.050000000000000044,0.57,0.38,0.53,0.42,0.62,30,31,32,40,73
102,Insurance - Diversified,SLF,-2.56,-0.5500000000000003,0.66,0.36,0.33,0.74,0.36,29,30,54,78,44
103,Packaged Foods,K,-2.71,-0.4500000000000002,0.29,0.57,0.55,0.46,0.56,28,30,51,58,82
104,Communication Equipment,ERIC,-3.78,-1.19,0.78,0.85,0.31,0.52,0.77,27,29,20,68,86
105,Software - Infrastructure,GPN,-3.82,0.37000000000000055,0.75,0.7,0.47,0.26,0.33,27,22,6,2,22
106,Specialty Industrial Machinery,DOV,-3.85,0.06999999999999984,0.55,0.55,0.26,0.35,0.36,26,25,24,26,49
107,Semiconductors,ON,-3.99,0.1299999999999999,0.59,0.64,0.43,0.55,0.41,25,23,53,5,1
108,Computer Hardware,HPQ,-4.15,10.23,0.74,0.7,0.45,0.24,0.26,25,7,3,3,18
109,Specialty Chemicals,PPG,-4.31,-0.27999999999999936,0.63,0.67,0.22,0.43,0.49,24,24,13,21,21
110,Utilities - Diversified,BIP,-4.35,2.4700000000000006,0.68,0.42,0.22,0.65,0.29,23,18,29,58,30
111,Building Products & Equipment,LII,-4.42,-0.3899999999999997,0.43,0.41,0.47,0.33,0.44,23,24,49,35,56
112,Software - Application,TYL,-4.47,1.13,0.39,0.22,0.63,0.54,0.56,22,20,39,38,80
113,Asset Management,OWL,-5.56,-0.1299999999999999,0.32,0.42,0.46,0.31,0.3,21,21,19,29,58
114,Oil & Gas Integrated,PBR-A,-5.9,2.26,0.56,0.41,0.52,0.26,0.39,20,16,28,12,17
115,Farm Products,TSN,-6.11,-2.43,0.51,0.65,0.38,0.53,0.65,20,27,13,20,47
116,Biotechnology,BNTX,-7.16,-13.41,0.25,0.31,0.41,0.74,0.53,19,49,42,64,75
117,Software - Infrastructure,CHKP,-7.26,1.7699999999999996,0.73,0.48,0.19,0.71,0.57,18,15,23,86,91
118,Oil & Gas Equipment & Services,HAL,-7.43,2.120000000000001,0.77,0.58,0.46,0.38,0.35,18,13,8,1,5
119,Capital Markets,TW,-8.57,-2.5200000000000005,0.17,0.17,0.51,0.45,0.67,17,20,52,68,77
120,Restaurants,QSR,-8.65,1.1199999999999992,0.38,0.27,0.54,0.69,0.54,16,13,41,55,25
121,REIT - Residential,INVH,-9.13,-0.6500000000000004,0.65,0.54,0.32,0.46,0.69,15,15,14,35,32
122,Packaged Foods,MKC,-9.32,-1.9000000000000004,0.53,0.53,0.41,0.43,0.65,15,18,20,23,68
123,REIT - Residential,EQR,-9.58,-0.5,0.72,0.58,0.33,0.47,0.69,14,14,11,31,57
124,REIT - Specialty,SBAC,-9.97,-9.09,0.34,0.53,0.45,0.56,0.69,13,32,40,56,49
125,Information Technology Services,CDW,-9.98,2.2300000000000004,0.58,0.52,0.35,0.32,0.25,13,10,12,28,14
126,Information Technology Services,GIB,-10.09,2.5999999999999996,0.58,0.43,0.28,0.41,0.15,12,8,8,41,27
127,REIT - Specialty,WY,-10.1,-3.4799999999999995,0.56,0.57,0.43,0.41,0.63,11,19,9,11,32
128,Household & Personal Products,CHD,-10.52,0.0600000000000005,0.57,0.57,0.38,0.76,0.63,11,11,27,22,52
129,REIT - Industrial,EXR,-10.65,0.9299999999999997,0.73,0.54,0.36,0.55,0.55,10,11,15,27,35
130,REIT - Specialty,IRM,-11.02,-0.6799999999999997,0.59,0.42,0.36,0.59,0.18,9,12,18,51,23
131,Drug Manufacturers - General,BIIB,-11.29,-3.679999999999999,0.58,0.56,0.48,0.64,0.74,8,17,11,4,6
132,Utilities - Regulated Electric,EIX,-13.18,2.17,0.54,0.46,0.62,0.49,0.6,8,6,6,6,1
133,Insurance Brokers,BRO,-13.87,-1.549999999999999,0.67,0.8,0.15,0.64,0.88,7,9,10,53,85
134,Semiconductors,GFS,-14.85,-0.9399999999999995,0.62,0.6,0.26,0.3,0.33,6,8,16,15,12
135,Trucking,ODFL,-15.82,-0.9600000000000009,0.59,0.59,0.24,0.32,0.26,6,6,2,16,19
136,Beverages - Brewers,STZ,-16.99,2.3200000000000003,0.37,0.36,0.52,0.36,0.71,5,4,4,13,2
137,Software - Infrastructure,GDDY,-17.79,0.08999999999999986,0.83,0.41,0.11,0.34,0.23,4,5,18,59,78
138,Auto Manufacturers,STLA,-18.2,2.1000000000000014,0.56,0.72,0.38,0.33,0.46,4,4,1,1,9
139,Oil & Gas E&P,TPL,-19.34,3.6000000000000014,0.69,0.39,0.3,0.18,0.53,3,3,4,65,99
140,Software - Application,HUBS,-20.86,3.469999999999999,0.76,0.42,0.36,0.23,0.29,2,2,5,30,73
141,Apparel Retail,LULU,-35.02,0.22999999999999687,0.64,0.56,0.21,0.66,0.25,1,1,1,57,63
142,Advertising Agencies,TTD,-35.31,4.57,0.54,0.16,0.73,0.37,0.05,1,1,68,15,1
143,Information Technology Services,IT,-46.36,2.8900000000000006,0.75,0.48,0.14,0.32,0.38,1,1,1,19,51
