Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
23,Aerospace & Defense,11.566666666666668,1.3866666666666667,0.6266666666666666,0.35000000000000003,0.37999999999999995,0.5566666666666668,0.44,59,63,89,93,93,"ATRO,CDRE,RDW"
24,Utilities - Renewable,11.2,9.979999999999999,0.35,0.4,0.48,0.24,0.37,57,35,46,1,1,FLNC
25,Apparel Manufacturing,9.57,8.25,0.72,0.675,0.37,0.6599999999999999,0.38,56,37,44,74,24,"GOOS,GIII"
26,Airlines,9.04,5.469999999999999,0.75,0.7,0.3,0.48,0.22,54,41,7,52,76,ALGT
27,Oil & Gas Midstream,7.64,-0.3100000000000005,0.58,0.55,0.5,0.54,0.07,52,59,65,28,43,NVGS
28,Banks - Regional,7.0808333333333335,0.2841666666666667,0.7416666666666667,0.695,0.25916666666666666,0.3725,0.3333333333333333,50,48,43,57,78,"BFC,OBK,RBCAA,DCOM,TMP,OSBC,FMBH,CNOB,BY,BHRB,WABC,BHLB"
29,Computer Hardware,6.83,-2.2799999999999994,0.48,0.49,0.26,0.56,0.61,48,61,78,54,91,CRSR
30,REIT - Retail,5.91,-0.9266666666666667,0.7566666666666667,0.69,0.44333333333333336,0.5399999999999999,0.5599999999999999,46,50,48,46,72,"CBL,ALX,WSR"
31,Building Products & Equipment,5.7299999999999995,-1.755,0.5900000000000001,0.49,0.325,0.49,0.345,44,57,81,89,37,"LMB,APOG"
32,Insurance - Property & Casualty,4.3900000000000015,-0.00333333333333119,0.48333333333333334,0.5466666666666667,0.3233333333333333,0.5433333333333333,0.5499999999999999,43,43,69,87,57,"PRA,SAFT,BOW"
33,Consulting Services,4.28,-1.46,0.6,0.63,0.17,0.46,0.5,41,46,41,65,80,CRAI
34,Aluminum,4.18,-2.83,0.67,0.65,0.21,0.7,0.42,39,52,56,61,22,KALU
35,Grocery Stores,2.99,-0.34999999999999964,0.78,0.75,0.29,0.46,0.25,37,39,37,31,15,IMKTA
36,Gambling,2.62,1.85,0.66,0.39,0.54,0.25,0.3,35,33,76,69,44,ACEL
37,Communication Equipment,1.1899999999999995,3.6899999999999995,0.635,0.605,0.36,0.415,0.455,33,26,30,50,35,"DGII,HLIT"
38,Rental & Leasing Services,0.98,-4.43,0.49,0.54,0.42,0.36,0.54,31,44,31,81,99,WLFC
39,Real Estate Services,-0.3700000000000001,0.8599999999999999,0.7849999999999999,0.625,0.42500000000000004,0.46499999999999997,0.755,30,28,19,7,59,"KW,MMI"
40,Broadcasting,-0.89,0.13,0.68,0.51,0.33,0.13,0.5,28,30,22,35,46,SBGI
41,Medical Instruments & Supplies,-3.165,-3.0549999999999997,0.6100000000000001,0.675,0.375,0.485,0.36,26,31,13,44,87,"BLFS,PLSE"
42,Marine Shipping,-3.31,-0.48999999999999977,0.375,0.355,0.395,0.585,0.385,24,24,67,67,33,"CCEC,SFL"
43,Telecom Services,-3.365,3.1849999999999996,0.52,0.585,0.605,0.32,0.59,22,17,57,56,83,"GLIBA,TEO"
44,Asset Management,-3.9312500000000004,1.88875,0.5875,0.48250000000000004,0.31875,0.52125,0.37124999999999997,20,19,33,33,52,"PDX,CSWC,MFIC,PFLT,NMFC,KBDC,GSBD,CGBD"
45,Medical Devices,-4.324999999999999,2.905000000000001,0.65,0.485,0.3925,0.4875,0.5875,19,15,17,11,48,"ESTA,AHCO,INMD,IART"
46,REIT - Office,-4.705,-0.375,0.74,0.615,0.355,0.61,0.48,17,22,20,19,31,"PDM,DEA"
47,Electronic Components,-4.91,0.41999999999999993,0.66,0.7,0.31,0.41,0.36,15,20,15,26,19,CTS
48,REIT - Mortgage,-7.173333333333333,2.37,0.6900000000000001,0.6066666666666667,0.41,0.32666666666666666,0.63,13,13,11,20,65,"MFA,FBRT,TWO"
49,REIT - Diversified,-9.72,0.05999999999999872,0.8,0.69,0.21,0.58,0.51,11,11,9,22,30,AAT
50,REIT - Residential,-10.86,0.40000000000000213,0.63,0.47000000000000003,0.245,0.595,0.64,9,9,24,39,61,"AIV,CSR"
51,Oil & Gas E&P,-11.4275,0.7149999999999999,0.55,0.395,0.4625,0.45,0.2275,7,7,28,15,17,"VTS,VET,DMLP,HPK"
52,Diagnostics & Research,-11.71,25.67,0.89,0.72,0.24,0.32,0.26,6,1,1,2,6,NEO
53,Recreational Vehicles,-13.21,2.3099999999999987,0.74,0.78,0.34,0.34,0.19,4,6,4,9,4,WGO
54,Trucking,-19.67,-1.0400000000000027,0.54,0.5,0.14,0.35,0.37,2,4,6,17,13,MRTN
55,Apparel Retail,-29.49,6.7500000000000036,0.85,0.6,0.25,0.37,0.16,1,2,2,4,7,CRI
