Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
34,Biotechnology,ZYME,20.88,1.3200000000000003,0.78,0.71,0.41,0.56,0.39,75,73,51,68,78
35,Staffing & Employment Services,BBSI,20.85,-0.03999999999999915,0.65,0.72,0.53,0.5,0.21,74,75,72,79,71
36,Staffing & Employment Services,HSII,20.68,-1.5300000000000011,0.72,0.73,0.24,0.51,0.52,73,75,66,70,86
37,Restaurants,KRUS,20.67,7.140000000000002,0.71,0.3,0.61,0.63,0.31,72,69,86,54,8
38,Oil & Gas Integrated,DEC,19.77,4.719999999999999,0.66,0.73,0.39,0.52,0.05,72,70,62,72,28
39,Agricultural Inputs,UAN,18.79,1.2399999999999984,0.51,0.29,0.68,0.53,0.47,71,72,85,76,62
40,Credit Services,FINV,17.71,-11.059999999999999,0.4,0.62,0.1,0.39,0.58,70,82,81,90,95
41,Biotechnology,ORIC,16.09,-17.250000000000004,0.67,0.43,0.39,0.78,0.34,69,85,89,48,13
42,REIT - Retail,CBL,15.78,-1.0600000000000005,0.76,0.82,0.49,0.46,0.44,68,71,58,37,85
43,Biotechnology,NTLA,13.05,15.74,0.6,0.47,0.47,0.46,0.49,68,34,50,2,1
44,Banks - Regional,OBK,12.4,0.620000000000001,0.75,0.68,0.29,0.51,0.25,67,68,65,60,84
45,Communication Equipment,DGII,12.37,5.949999999999999,0.58,0.57,0.39,0.41,0.16,66,59,68,82,59
46,Auto Parts,THRM,11.99,4.8,0.75,0.72,0.59,0.41,0.31,65,61,32,6,8
47,Information Technology Services,INOD,11.28,0.9799999999999986,0.42,0.29,0.41,0.68,0.59,65,66,95,96,99
48,Oil & Gas E&P,VTS,11.23,0.08999999999999986,0.71,0.55,0.47,0.36,0.3,64,67,48,28,42
49,Utilities - Renewable,FLNC,11.2,9.979999999999999,0.35,0.4,0.48,0.24,0.37,63,42,57,1,1
50,Banks - Regional,RBCAA,11.14,-0.41999999999999993,0.83,0.79,0.22,0.29,0.48,62,68,52,78,74
51,Banks - Regional,DCOM,9.97,0.5099999999999998,0.76,0.7,0.33,0.34,0.31,62,65,45,57,90
52,Software - Application,FSLY,9.56,3.16,0.66,0.61,0.37,0.4,0.19,61,58,27,75,16
53,Airlines,ALGT,9.04,5.469999999999999,0.75,0.7,0.3,0.48,0.22,60,49,10,53,73
54,Banks - Regional,TMP,8.16,0.25,0.75,0.72,0.39,0.34,0.3,59,62,46,59,83
55,Oil & Gas Midstream,NVGS,7.64,-0.3100000000000005,0.58,0.55,0.5,0.54,0.07,58,62,64,33,38
56,Marine Shipping,CCEC,7.44,-1.5999999999999988,0.41,0.42,0.32,0.71,0.6,58,64,83,85,75
57,Medical Instruments & Supplies,BLFS,7.15,-0.8499999999999996,0.68,0.76,0.41,0.39,0.5,57,63,15,25,82
58,Computer Hardware,CRSR,6.83,-2.2799999999999994,0.48,0.49,0.26,0.56,0.61,56,65,74,56,92
59,Banks - Regional,OSBC,6.73,0.8400000000000007,0.74,0.66,0.13,0.39,0.19,55,56,49,58,75
60,Banks - Regional,FMBH,6.57,0.9400000000000004,0.71,0.64,0.32,0.38,0.32,55,55,56,52,61
61,Banks - Regional,CNOB,5.08,1.9700000000000002,0.73,0.71,0.22,0.23,0.23,54,47,32,52,69
62,Software - Infrastructure,ATEN,5.06,1.5399999999999996,0.59,0.45,0.49,0.47,0.43,53,48,75,69,94
63,Real Estate Services,KW,5.02,2.5199999999999996,0.75,0.72,0.4,0.48,0.83,52,44,22,3,44
64,Banks - Regional,BY,4.6,0.7099999999999995,0.76,0.72,0.21,0.34,0.22,52,52,37,49,67
65,Consulting Services,CRAI,4.28,-1.46,0.6,0.63,0.17,0.46,0.5,51,55,44,67,77
66,Aluminum,KALU,4.18,-2.83,0.67,0.65,0.21,0.7,0.42,50,60,60,61,25
67,Medical Devices,ESTA,3.83,-1.1899999999999995,0.71,0.43,0.28,0.57,0.76,49,52,73,18,42
68,REIT - Office,PDM,3.64,-2.5900000000000003,0.84,0.67,0.4,0.61,0.33,48,58,35,41,32
69,Asset Management,PDX,3.06,0.3799999999999999,0.71,0.48,0.39,0.69,0.48,48,45,65,62,65
70,Grocery Stores,IMKTA,2.99,-0.34999999999999964,0.78,0.75,0.29,0.46,0.25,47,48,42,35,18
71,Banks - Regional,BHRB,2.81,0.7600000000000002,0.76,0.72,0.17,0.42,0.37,46,43,33,47,58
72,Asset Management,CSWC,2.77,2.75,0.57,0.45,0.35,0.44,0.32,45,41,53,31,38
73,REIT - Retail,ALX,2.73,-2.8000000000000003,0.68,0.54,0.55,0.73,0.71,45,54,76,71,48
74,Gambling,ACEL,2.62,1.85,0.66,0.39,0.54,0.25,0.3,44,42,72,68,41
75,Medical Care Facilities,USPH,2.26,-0.7400000000000002,0.38,0.73,0.36,0.38,0.41,43,46,22,23,21
76,Biotechnology,PRAX,2.16,4.51,0.52,0.48,0.51,0.65,0.18,42,35,59,30,5
77,Credit Services,ECPG,2.01,6.9399999999999995,0.62,0.76,0.33,0.38,0.14,42,31,18,44,11
78,Rental & Leasing Services,WLFC,0.98,-4.43,0.49,0.54,0.42,0.36,0.54,41,53,38,78,98
79,Farm & Heavy Construction Machinery,AEBI,0.0,0.0,0.64,0.6,0.41,,,39,39,55,63,55
80,Telecom Services,GLIBA,0.0,0.0,0.67,0.75,0.6,,,39,39,55,63,55
81,Biotechnology,SION,0.0,0.0,0.79,0.88,0.36,0.6,0.33,39,39,55,63,55
82,REIT - Retail,WSR,-0.78,1.08,0.83,0.71,0.29,0.43,0.53,38,36,26,34,63
83,Broadcasting,SBGI,-0.89,0.13,0.68,0.51,0.33,0.13,0.5,37,37,30,39,47
84,REIT - Mortgage,MFA,-1.35,1.4899999999999998,0.76,0.74,0.43,0.42,0.53,36,33,20,25,45
85,Asset Management,MFIC,-1.73,1.81,0.68,0.64,0.22,0.57,0.24,35,32,39,42,35
86,Banks - Regional,WABC,-1.75,-0.78,0.65,0.63,0.21,0.39,0.57,35,38,34,45,50
87,Biotechnology,ELVN,-2.23,-5.05,0.67,0.55,0.28,0.58,0.44,34,45,12,55,52
88,Banks - Regional,BHLB,-2.76,-0.48,0.67,0.65,0.22,0.32,0.23,33,35,29,48,68
89,Apparel Manufacturing,GIII,-3.37,-0.07000000000000028,0.76,0.75,0.44,0.59,0.26,32,32,14,73,27
90,Medical Devices,AHCO,-3.42,2.29,0.54,0.34,0.42,0.46,0.65,32,28,25,29,65
91,Biotechnology,ETNB,-3.58,-7.35,0.55,0.41,0.18,0.76,0.24,31,51,62,84,34
92,Asset Management,PFLT,-4.08,2.25,0.4,0.33,0.3,0.54,0.45,30,26,45,38,52
93,Software - Infrastructure,VRNT,-4.79,1.3499999999999996,0.54,0.45,0.51,0.42,0.17,29,27,31,7,18
94,Electronic Components,CTS,-4.91,0.41999999999999993,0.66,0.7,0.31,0.41,0.36,28,29,19,28,23
95,REIT - Mortgage,FBRT,-5.0,1.9800000000000004,0.75,0.63,0.39,0.32,0.61,28,25,16,22,62
96,Real Estate Services,MMI,-5.76,-0.7999999999999998,0.82,0.53,0.45,0.45,0.68,27,30,25,13,66
97,Oil & Gas E&P,VET,-6.16,-0.16000000000000014,0.61,0.39,0.52,0.46,0.13,26,28,52,11,10
98,Asset Management,NMFC,-6.33,3.1999999999999993,0.7,0.57,0.35,0.49,0.31,25,20,41,37,36
99,Asset Management,KBDC,-6.53,1.8299999999999992,0.5,0.34,0.27,0.44,0.31,25,22,38,51,55
100,Telecom Services,TEO,-6.73,6.369999999999999,0.37,0.42,0.61,0.32,0.59,24,13,63,55,91
101,Asset Management,GSBD,-7.72,1.240000000000001,0.59,0.56,0.28,0.54,0.39,23,21,28,26,31
102,Medical Devices,INMD,-7.93,1.8100000000000005,0.68,0.56,0.36,0.47,0.55,22,18,17,14,60
103,Aerospace & Defense,CDRE,-7.94,1.6599999999999993,0.68,0.37,0.42,0.32,0.26,22,19,43,65,48
104,Biotechnology,NVAX,-8.26,-1.2299999999999995,0.44,0.56,0.41,0.62,0.51,21,24,9,12,24
105,REIT - Residential,AIV,-9.31,-0.9199999999999999,0.47,0.27,0.34,0.54,0.6,20,22,48,42,70
106,Drug Manufacturers - Specialty & Generic,DVAX,-9.53,-3.0199999999999996,0.43,0.38,0.53,0.57,0.84,19,25,36,16,81
107,REIT - Diversified,AAT,-9.72,0.05999999999999872,0.8,0.69,0.21,0.58,0.51,18,18,13,24,29
108,Medical Devices,IART,-9.78,8.709999999999999,0.67,0.61,0.51,0.45,0.39,18,8,3,1,22
109,Communication Equipment,HLIT,-9.99,1.4299999999999997,0.69,0.64,0.33,0.42,0.75,17,15,6,16,20
110,Insurance - Property & Casualty,SAFT,-10.36,0.7599999999999998,0.6,0.66,0.3,0.51,0.42,16,16,23,66,35
111,Asset Management,CGBD,-10.89,1.6499999999999986,0.55,0.49,0.39,0.46,0.47,15,14,15,19,53
112,Building Products & Equipment,APOG,-10.94,0.6699999999999999,0.63,0.63,0.33,0.31,0.36,15,15,5,5,9
113,Insurance - Property & Casualty,BOW,-11.31,-0.3100000000000005,0.45,0.46,0.35,0.42,0.62,14,17,40,83,55
114,Diagnostics & Research,NEO,-11.71,25.67,0.89,0.72,0.24,0.32,0.26,13,1,1,2,5
115,Biotechnology,SPRY,-11.94,-15.52,0.22,0.21,0.42,0.59,0.4,12,50,88,88,58
116,REIT - Residential,CSR,-12.41,1.7200000000000006,0.79,0.67,0.15,0.65,0.68,12,12,18,43,45
117,REIT - Office,DEA,-13.05,1.8399999999999999,0.64,0.56,0.31,0.61,0.63,11,10,12,8,33
118,Recreational Vehicles,WGO,-13.21,2.3099999999999987,0.74,0.78,0.34,0.34,0.19,10,9,4,9,2
119,Medical Instruments & Supplies,PLSE,-13.48,-5.26,0.54,0.59,0.34,0.58,0.22,9,23,21,72,88
120,Marine Shipping,SFL,-14.06,0.6199999999999992,0.34,0.29,0.47,0.46,0.17,8,11,35,22,12
121,Oil & Gas E&P,DMLP,-14.49,1.799999999999999,0.49,0.28,0.43,0.39,0.32,8,8,28,32,39
122,REIT - Mortgage,TWO,-15.17,3.639999999999999,0.56,0.45,0.41,0.24,0.75,7,6,8,17,76
123,Biotechnology,SYRE,-15.17,-0.9199999999999999,0.59,0.48,0.49,0.69,0.32,7,12,7,5,7
124,Oil & Gas Equipment & Services,WTTR,-16.8,3.099999999999998,0.57,0.34,0.44,0.46,0.29,5,5,24,10,40
125,Aerospace & Defense,RDW,-19.42,1.889999999999997,0.51,0.16,0.31,0.67,0.16,5,5,88,95,98
126,Trucking,MRTN,-19.67,-1.0400000000000027,0.54,0.5,0.14,0.35,0.37,4,7,8,21,17
127,Biotechnology,GPCR,-26.04,4.380000000000003,0.61,0.6,0.24,0.35,0.43,3,4,2,12,3
128,Software - Application,JAMF,-27.18,6.93,0.75,0.75,0.33,0.28,0.2,2,3,2,8,26
129,Apparel Retail,CRI,-29.49,6.7500000000000036,0.85,0.6,0.25,0.37,0.16,2,2,1,4,6
130,Software - Application,SEMR,-30.48,6.360000000000003,0.69,0.58,0.47,0.37,0.04,1,2,5,18,15
131,Oil & Gas E&P,HPK,-36.29,1.1300000000000026,0.39,0.36,0.43,0.59,0.16,1,1,11,15,15
