Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
100,Steel,ZEUS,-2.88,1.5099999999999998,0.69,0.66,0.36,0.41,0.42,24,22,17,15,12
101,Utilities - Regulated Water,ARTNA,-3.1,-0.4500000000000002,0.44,0.52,0.34,0.64,0.6,23,25,37,70,25
102,Banks - Regional,WTBA,-3.64,2.11,0.75,0.61,0.2,0.4,0.39,22,19,18,32,79
103,Oil & Gas Refining & Marketing,SGU,-4.32,0.6899999999999995,0.63,0.42,0.55,0.47,0.59,22,22,73,39,85
104,Farm & Heavy Construction Machinery,WNC,-4.58,2.37,0.65,0.62,0.43,0.41,0.33,21,18,10,3,4
105,Banks - Regional,NECB,-5.63,0.11000000000000032,0.67,0.66,0.17,0.18,0.17,20,20,16,68,81
106,Conglomerates,BOC,-6.79,2.829999999999999,0.5,0.49,0.29,0.29,0.3,19,15,21,34,33
107,Financial Data & Stock Exchanges,VALU,-7.05,4.670000000000001,0.46,0.48,0.48,0.41,0.73,18,14,19,25,24
108,Restaurants,LOCO,-7.6,-2.2199999999999998,0.61,0.55,0.43,0.71,0.23,18,21,40,30,25
109,Real Estate Services,MLP,-8.03,3.75,0.59,0.53,0.42,0.62,0.39,17,13,22,10,22
110,Health Information Services,NRC,-8.27,-3.9099999999999993,0.47,0.62,0.18,0.59,0.18,16,23,11,12,5
111,Asset Management,SPMC,-8.43,-0.3200000000000003,0.23,0.38,0.42,0.21,0.54,15,16,30,53,53
112,Utilities - Regulated Water,YORW,-9.69,-0.16999999999999993,0.51,0.6,0.31,0.51,0.6,15,15,20,25,26
113,Insurance - Reinsurance,GLRE,-9.97,-2.380000000000001,0.48,0.46,0.33,0.79,0.67,14,18,36,75,69
114,Restaurants,DIN,-10.94,8.65,0.81,0.52,0.36,0.41,0.37,13,8,15,13,10
115,Medical Care Facilities,EHAB,-11.17,-3.3600000000000003,0.65,0.71,0.29,0.49,0.59,12,17,12,85,78
116,Utilities - Regulated Electric,GNE,-12.39,-0.6000000000000014,0.34,0.13,0.29,0.85,0.67,12,12,88,89,28
117,REIT - Healthcare Facilities,CHCT,-12.46,2.5299999999999994,0.69,0.44,0.22,0.52,0.32,11,11,15,17,23
118,Auto Manufacturers,EMPD,-13.24,0.9599999999999991,0.22,0.31,0.54,0.36,0.27,10,12,8,1,1
119,Banks - Regional,VBNK,-13.48,4.41,0.67,0.41,0.5,0.52,0.09,9,9,29,35,15
120,Restaurants,RICK,-16.57,0.8999999999999986,0.57,0.63,0.29,0.29,0.39,8,10,9,18,36
121,REIT - Specialty,LAND,-17.32,1.4499999999999993,0.73,0.45,0.25,0.48,0.55,8,8,12,12,30
122,Medical Devices,SMLR,-18.9,7.93,0.27,0.34,0.18,0.48,0.32,7,5,35,69,38
123,Paper & Paper Products,MAGN,-22.43,-2.219999999999999,0.44,0.56,0.38,0.27,0.24,6,7,4,4,28
124,Telecom Services,ATEX,-22.78,7.52,0.68,0.54,0.34,0.38,0.59,5,3,6,8,85
125,Biotechnology,CGEM,-26.81,-4.439999999999998,0.57,0.45,0.46,0.76,0.26,5,6,5,7,2
126,Aerospace & Defense,SWBI,-26.95,0.129999999999999,0.55,0.57,0.33,0.47,0.51,4,5,5,9,13
127,Leisure,XPOF,-27.19,0.3299999999999983,0.65,0.36,0.44,0.47,0.27,3,4,22,8,76
128,Oil & Gas Midstream,SMC,-28.66,10.02,0.46,0.29,0.47,0.19,0.38,2,1,7,5,94
129,Software - Application,PUBM,-31.62,5.319999999999997,0.34,0.25,0.32,0.6,0.07,2,2,18,21,6
130,Restaurants,JACK,-31.63,4.66,0.62,0.47,0.42,0.13,0.41,1,2,1,2,9
131,Medical Devices,RXST,-62.76,2.8200000000000003,0.74,0.58,0.52,0.7,0.15,1,1,1,2,3
