Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
42,Specialty Chemicals,-0.6199999999999999,0.7900000000000003,0.72,0.67,0.27,0.405,0.45999999999999996,35,30,16,10,24,"DD,PPG"
43,Oil & Gas Equipment & Services,-0.8699999999999997,-0.6749999999999994,0.6950000000000001,0.56,0.375,0.46,0.38,33,33,19,6,17,"TS,HAL"
44,Real Estate Services,-0.94,-3.6,0.48,0.78,0.37,0.28,0.73,32,40,30,24,98,BEKE
45,Oil & Gas E&P,-1.4050000000000002,2.1775,0.62,0.505,0.355,0.435,0.46499999999999997,30,22,35,71,86,"EQT,DVN,EXE,TPL"
46,REIT - Retail,-1.47,-0.050000000000000044,0.57,0.38,0.53,0.42,0.62,29,29,32,33,73,REG
47,Software - Application,-2.2725,0.01249999999999929,0.6425000000000001,0.5075000000000001,0.4525,0.41500000000000004,0.385,27,24,25,48,78,"SSNC,ZM,TYL,HUBS"
48,Insurance - Diversified,-2.56,-0.5500000000000003,0.66,0.36,0.33,0.74,0.36,25,25,52,84,46,SLF
49,Utilities - Diversified,-4.35,2.4700000000000006,0.68,0.42,0.22,0.65,0.29,24,14,22,62,29,BIP
50,Building Products & Equipment,-4.42,-0.3899999999999997,0.43,0.41,0.47,0.33,0.44,22,19,48,27,56,LII
51,Insurance Brokers,-5.125,-3.3,0.5650000000000001,0.75,0.35000000000000003,0.64,0.8,21,27,21,51,83,"WTW,BRO"
52,Packaged Foods,-6.015000000000001,-1.1750000000000007,0.41000000000000003,0.55,0.48,0.445,0.605,19,17,29,40,79,"K,MKC"
53,Farm Products,-6.11,-2.43,0.51,0.65,0.38,0.53,0.65,17,21,10,17,48,TSN
54,Biotechnology,-7.16,-13.41,0.25,0.31,0.41,0.74,0.53,16,52,41,67,75,BNTX
55,REIT - Residential,-9.355,-0.5749999999999993,0.685,0.56,0.325,0.46499999999999997,0.69,14,11,11,21,49,"INVH,EQR"
56,REIT - Specialty,-10.363333333333333,-4.416666666666667,0.49666666666666676,0.5066666666666667,0.41333333333333333,0.52,0.5,13,16,17,32,30,"SBAC,WY,IRM"
57,Information Technology Services,-10.6025,2.5600000000000005,0.63,0.545,0.2875,0.34750000000000003,0.305,11,8,6,22,21,"LDOS,CDW,GIB,IT"
58,REIT - Industrial,-10.65,0.9299999999999997,0.73,0.54,0.36,0.55,0.55,10,10,13,19,37,EXR
59,Drug Manufacturers - General,-11.29,-3.679999999999999,0.58,0.56,0.48,0.64,0.74,8,13,8,2,3,BIIB
60,Trucking,-15.82,-0.9600000000000009,0.59,0.59,0.24,0.32,0.26,6,6,3,11,14,ODFL
61,Beverages - Brewers,-16.99,2.3200000000000003,0.37,0.36,0.52,0.36,0.71,5,5,5,5,2,STZ
62,Auto Manufacturers,-18.2,2.1000000000000014,0.56,0.72,0.38,0.33,0.46,3,3,2,1,6,STLA
63,Apparel Retail,-35.02,0.22999999999999687,0.64,0.56,0.21,0.66,0.25,2,2,1,57,62,LULU
64,Advertising Agencies,-35.31,4.57,0.54,0.16,0.73,0.37,0.05,1,1,70,8,1,TTD
