Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
36,Confectioners,6.5,1.3499999999999996,0.66,0.36,0.81,0.5,0.72,49,46,69,10,34,HSY
37,Oil & Gas Equipment & Services,6.405,3.615,0.81,0.62,0.485,0.365,0.31,47,35,28,7,57,"BKR,SLB"
38,Other Industrial Metals & Mining,6.25,3.26,0.53,0.58,0.46,0.26,0.54,46,37,26,13,21,VALE
39,Insurance - Property & Casualty,6.235,-2.13,0.635,0.64,0.515,0.635,0.685,44,56,51,75,69,"HIG,TRV"
40,Utilities - Regulated Electric,4.7275,-1.8099999999999996,0.39125,0.40875,0.68875,0.61,0.52375,43,47,66,63,72,"ETR,AEP,XEL,NGG,D,EXC,PEG,ED"
41,REIT - Diversified,4.49,0.16000000000000014,0.65,0.5,0.44,0.56,0.81,41,44,54,41,59,VICI
42,Residential Construction,4.33,0.6200000000000001,0.71,0.74,0.55,0.38,0.51,40,38,4,1,1,LEN
43,Specialty Industrial Machinery,3.5825,-0.2274999999999996,0.505,0.45,0.51,0.4525,0.485,38,40,59,37,53,"EMR,XYL,AME,OTIS"
44,Utilities - Diversified,3.36,1.1799999999999997,0.57,0.47,0.81,0.62,0.29,37,32,37,38,15,SRE
45,Medical Devices,2.7100000000000004,0.3550000000000004,0.6100000000000001,0.62,0.45,0.49,0.395,35,34,32,26,43,"EW,GEHC"
46,Apparel Retail,1.54,-2.32,0.52,0.63,0.62,0.42,0.48,34,41,19,44,26,ROST
47,Oil & Gas Midstream,1.4733333333333334,1.0,0.5883333333333334,0.42166666666666663,0.4816666666666667,0.5583333333333333,0.48,32,24,57,66,87,"WMB,MPLX,EPD,KMI,ET,TRGP"
48,Asset Management,1.09,0.15000000000000013,0.56,0.54,0.31,0.44,0.42,31,28,41,57,68,AMP
49,Farm & Heavy Construction Machinery,1.04,0.4700000000000001,0.58,0.57,0.52,0.41,0.5,29,25,25,12,32,PCAR
50,Beverages - Non-Alcoholic,0.39999999999999974,-3.7866666666666666,0.27666666666666667,0.42333333333333334,0.5066666666666667,0.6633333333333332,0.6866666666666666,28,43,62,69,65,"MNST,CCEP,KDP"
51,Railroads,0.30666666666666664,-0.6899999999999995,0.48666666666666664,0.43333333333333335,0.44333333333333336,0.6133333333333334,0.3233333333333333,26,29,47,32,16,"NSC,CSX,CNI"
52,REIT - Specialty,0.03,0.32999999999999996,0.47,0.36,0.53,0.71,0.4,25,19,50,68,37,DLR
53,Specialty Chemicals,-0.03,-0.81,0.65,0.52,0.38,0.62,0.51,24,26,22,24,71,APD
54,Oil & Gas E&P,-0.3166666666666667,3.6766666666666667,0.7633333333333333,0.5566666666666666,0.4633333333333334,0.4033333333333333,0.34,22,15,16,9,3,"OXY,CNQ,FANG"
55,Medical Instruments & Supplies,-0.6099999999999994,-2.7066666666666657,0.43,0.5333333333333333,0.5966666666666667,0.38666666666666666,0.5066666666666667,21,31,31,15,51,"RMD,BDX,ALC"
56,Financial Data & Stock Exchanges,-2.03,-2.1999999999999997,0.63,0.6,0.44,0.52,0.5,19,21,29,46,54,MSCI
57,Waste Management,-2.14,-0.28000000000000025,0.365,0.43,0.43000000000000005,0.765,0.605,18,16,38,72,74,"RSG,WCN"
58,Beverages - Wineries & Distilleries,-2.7,-0.9200000000000002,0.51,0.81,0.38,0.34,0.69,16,18,3,6,13,DEO
59,Insurance - Diversified,-3.545,-3.9099999999999997,0.615,0.6499999999999999,0.32,0.575,0.62,15,22,18,50,47,"AIG,ACGL"
60,Credit Services,-4.21,2.3200000000000003,0.63,0.56,0.3,0.45,0.3,13,10,15,43,40,PYPL
61,Industrial Distribution,-4.4,0.2599999999999998,0.77,0.71,0.21,0.59,0.28,12,13,7,65,35,GWW
62,Drug Manufacturers - Specialty & Generic,-7.06,-0.6299999999999999,0.66,0.66,0.43,0.7,0.64,10,12,24,74,82,HLN
63,Software - Application,-7.956666666666668,1.956666666666666,0.66,0.4566666666666667,0.41500000000000004,0.4466666666666667,0.4816666666666667,9,4,13,60,78,"ADSK,PAYX,ROP,WDAY,TEAM,FICO"
64,REIT - Industrial,-8.9,-1.12,0.71,0.61,0.41,0.51,0.63,7,9,12,29,46,PSA
65,Restaurants,-9.935,-1.825000000000001,0.595,0.595,0.29000000000000004,0.445,0.56,6,7,10,22,60,"YUM,CMG"
66,Specialty Business Services,-10.06,0.2599999999999998,0.7,0.63,0.36,0.12,0.2,4,3,1,18,38,CPRT
67,Household & Personal Products,-10.813333333333333,-1.506666666666666,0.41,0.4633333333333334,0.4333333333333333,0.54,0.6933333333333334,3,6,21,35,56,"KMB,KVUE,CL"
68,Information Technology Services,-12.903333333333334,-1.7233333333333345,0.6133333333333334,0.62,0.32666666666666666,0.48666666666666664,0.3,1,1,9,40,44,"CTSH,FIS,INFY"
69,Integrated Freight & Logistics,-15.78,-1.049999999999999,0.56,0.5700000000000001,0.27999999999999997,0.39,0.515,1,1,1,3,19,"FDX,UPS"
