Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
24,Insurance - Property & Casualty,16.93,-5.760000000000002,0.6533333333333333,0.7233333333333333,0.36000000000000004,0.6266666666666666,0.5966666666666667,61,64,66,76,85,"HIPO,UFCS,UVE"
25,Marine Shipping,16.285,4.215,0.665,0.54,0.595,0.29000000000000004,0.315,59,51,42,29,22,"ECO,GNK"
26,Steel,12.77,-2.59,0.65,0.64,0.4,0.53,0.37,58,58,51,27,20,MTUS
27,REIT - Mortgage,12.64,0.8800000000000008,0.7,0.59,0.66,0.39,0.46,56,49,58,34,54,TRTX
28,Computer Hardware,12.27,-0.620000000000001,0.49,0.5,0.4,0.38,0.26,54,53,75,78,81,SSYS
29,Medical Instruments & Supplies,12.21,-2.4399999999999995,0.76,0.88,0.46,0.35,0.24,53,56,3,5,29,EMBC
30,Oil & Gas Drilling,12.06,3.120000000000001,0.63,0.6,0.63,0.57,0.06,51,46,53,24,12,PDS
31,Personal Services,10.71,-3.6499999999999986,0.26,0.45,0.36,0.63,0.36,49,54,83,85,86,CSV
32,Metal Fabrication,10.604999999999999,-0.13500000000000156,0.665,0.64,0.30000000000000004,0.435,0.43500000000000005,47,47,54,69,41,"IIIN,RYI"
33,Internet Retail,8.09,1.33,0.67,0.64,0.45,0.28,0.26,46,42,20,44,93,LQDT
34,Banks - Regional,7.32888888888889,0.7272222222222231,0.7283333333333333,0.6966666666666667,0.26555555555555554,0.35833333333333334,0.30944444444444447,44,41,41,59,76,"MCB,THFF,CCBG,HBT,FSBC,HAFC,GSBC,UVSP,MBWM,MPB,ORRF,HBNC,HFWA,SBSI,MCBS,BFST,IBCP,AMAL"
35,Conglomerates,7.095,1.2499999999999991,0.62,0.64,0.535,0.315,0.44999999999999996,42,39,44,15,32,"DLX,FBYD"
36,Airlines,6.8,5.1899999999999995,0.72,0.69,0.17,0.37,0.38,41,32,17,41,88,SNCY
37,Insurance - Specialty,6.57,-2.1400000000000006,0.62,0.7,0.35,0.66,0.79,39,44,46,73,83,TIPT
38,Asset Management,6.3525,0.7424999999999997,0.56,0.555,0.385,0.6225,0.4225,37,37,56,49,68,"NOAH,FDUS,WDI,NCDL"
39,Software - Application,6.043333333333334,-14.603333333333332,0.5666666666666667,0.49666666666666665,0.395,0.5416666666666666,0.32399999999999995,36,59,37,53,39,"VERB,RDVT,YB,PDFS,PRO,IBTA"
40,Entertainment,4.83,9.73,0.59,0.42,0.38,0.51,0.23,34,22,61,20,2,PLAY
41,Semiconductors,2.96,-1.0499999999999998,0.67,0.6,0.38,0.37,0.29,32,36,22,3,34,AOSL
42,Residential Construction,2.6,0.6300000000000001,0.63,0.65,0.35,0.33,0.37,31,34,27,17,8,BZH
43,Pollution & Treatment Controls,0.33,-0.33,0.56,0.6,0.43,0.56,0.62,29,31,19,25,59,ERII
44,Education & Training Services,0.0,0.0,0.24,0.26,0.48,0.34,0.36,27,29,49,56,58,KLC
45,Real Estate - Development,-0.64,1.73,0.4,0.65,0.38,0.14,0.43,25,25,25,37,42,SKYH
46,Packaged Foods,-0.7333333333333343,0.5933333333333326,0.65,0.6366666666666666,0.45,0.5166666666666667,0.5333333333333333,24,27,39,39,53,"SENEA,JBSS,THS"
47,"Furnishings, Fixtures & Appliances",-1.3,5.42,0.61,0.7,0.37,0.32,0.18,22,17,7,7,7,AMWD
48,Medical Devices,-3.3249999999999993,0.797500000000003,0.6975,0.4975,0.63,0.5725,0.31,20,24,47,63,44,"IRMD,SIBN,BBNX,TNDM"
49,Internet Content & Information,-3.445,3.27,0.605,0.515,0.43,0.41000000000000003,0.2,19,19,15,12,5,"CARS,MAX"
50,Health Information Services,-6.55,-0.8899999999999997,0.75,0.76,0.34,0.61,0.5,17,20,14,46,80,HSTM
51,Diagnostics & Research,-10.540000000000001,10.134999999999996,0.78,0.505,0.14500000000000002,0.54,0.25,15,2,2,14,46,"CSTL,CDNA"
52,Oil & Gas E&P,-11.253333333333336,1.3599999999999994,0.5499999999999999,0.4666666666666666,0.4266666666666667,0.2866666666666667,0.23666666666666666,14,14,24,19,36,"INR,TXO,VTLE"
53,Insurance - Life,-11.8,5.529999999999998,0.89,0.82,0.69,0.12,0.51,12,8,1,32,27,ABL
54,Restaurants,-13.2,-1.8999999999999986,0.49,0.45,0.2,0.6,0.58,10,15,36,88,64,BJRI
55,REIT - Residential,-13.72,1.4100000000000001,0.82,0.64,0.26,0.34,0.59,8,12,12,22,63,NXRT
56,Farm Products,-16.32,-0.7300000000000004,0.33,0.38,0.26,0.64,0.72,7,10,32,36,69,AGRO
57,Medical Care Facilities,-17.255000000000003,0.7799999999999976,0.5700000000000001,0.6799999999999999,0.27,0.445,0.48,5,5,5,31,24,"PNTG,AMN"
58,REIT - Diversified,-17.32,2.3900000000000006,0.64,0.66,0.35,0.41,0.24,3,3,10,2,25,AHH
59,Utilities - Diversified,-17.7,-0.10999999999999943,0.38,0.4,0.49,0.53,0.43,2,7,31,51,49,UTL
60,Specialty Industrial Machinery,-20.599999999999998,1.3200000000000003,0.625,0.335,0.395,0.5,0.245,1,1,34,54,61,"THR,KRNT"
