Rank,Industry,Ticker,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago
24,Metal Fabrication,WOR,38.52,-1.9499999999999957,0.61,0.65,0.31,0.42,0.4,83,84,85,88,16
25,Auto Parts,AAP,37.48,9.509999999999998,0.55,0.56,0.28,0.75,0.19,82,75,83,82,4
26,Specialty Chemicals,HWKN,35.12,-2.1099999999999994,0.37,0.52,0.51,0.8,0.39,81,84,89,80,49
27,Asset Management,FHI,33.98,-0.7100000000000009,0.61,0.63,0.69,0.46,0.6,81,81,78,72,63
28,Building Products & Equipment,GMS,33.65,3.139999999999997,0.68,0.57,0.31,0.49,0.31,80,78,84,24,19
29,Information Technology Services,WNS,32.68,-1.2999999999999972,0.68,0.74,0.58,0.67,0.4,79,81,82,64,59
30,Biotechnology,PTGX,31.74,-5.120000000000001,0.66,0.61,0.42,0.8,0.55,78,83,80,90,65
31,"Furnishings, Fixtures & Appliances",PATK,29.21,-1.4399999999999977,0.66,0.71,0.46,0.41,0.33,78,78,70,54,60
32,Broadcasting,TGNA,28.17,-1.8699999999999974,0.69,0.76,0.3,0.29,0.4,77,77,41,57,70
33,Health Information Services,BTSG,27.99,-3.780000000000001,0.77,0.83,0.45,0.55,0.17,76,79,68,92,90
34,Healthcare Plans,ALHC,26.95,0.8399999999999999,0.79,0.81,0.46,0.62,0.6,75,72,57,89,96
35,Travel Services,TNL,26.52,1.1799999999999997,0.69,0.6,0.53,0.38,0.47,75,72,76,44,76
36,Telecom Services,TDS,26.17,-0.1599999999999966,0.66,0.71,0.41,0.62,0.34,74,73,81,83,90
37,Building Materials,USLM,25.4,6.799999999999997,0.66,0.66,0.46,0.61,0.33,73,70,46,75,69
38,Utilities - Independent Power Producers,TAC,24.59,-2.0700000000000003,0.56,0.53,0.66,0.76,0.41,72,74,84,71,72
39,Biotechnology,ZLAB,22.63,-6.050000000000001,0.43,0.31,0.58,0.61,0.74,72,76,87,81,94
40,Biotechnology,AKRO,22.46,-4.98,0.43,0.42,0.34,0.72,0.37,71,75,81,96,95
41,Insurance - Life,GNW,20.12,-4.48,0.6,0.73,0.64,0.5,0.36,70,71,71,60,39
42,Resorts & Casinos,HGV,20.04,2.289999999999999,0.68,0.6,0.37,0.3,0.48,69,69,69,36,54
43,Oil & Gas Equipment & Services,VAL,19.74,5.779999999999998,0.64,0.56,0.41,0.57,0.17,69,66,46,25,1
44,Auto Parts,ATMU,19.27,1.6499999999999986,0.61,0.71,0.47,0.26,0.38,68,69,60,53,73
45,Residential Construction,MHO,18.05,2.8000000000000007,0.75,0.73,0.55,0.32,0.54,67,67,36,9,14
46,Biotechnology,SLNO,17.31,1.139999999999997,0.21,0.29,0.6,0.59,0.34,66,68,92,95,35
47,Residential Construction,CVCO,17.27,3.9499999999999993,0.84,0.81,0.35,0.14,0.54,66,65,27,34,84
48,Travel Services,GBTG,13.31,0.21000000000000085,0.87,0.88,0.41,0.59,0.36,65,64,13,19,74
49,Electrical Equipment & Parts,ENS,12.82,2.1500000000000004,0.71,0.74,0.55,0.26,0.5,64,62,30,18,56
50,Discount Stores,PSMT,11.97,-2.24,0.44,0.49,0.57,0.64,0.27,63,66,73,81,42
51,Asset Management,APAM,11.01,1.6400000000000006,0.51,0.49,0.4,0.3,0.39,63,58,64,32,31
52,Electrical Equipment & Parts,HAYW,10.28,-1.9300000000000015,0.6,0.58,0.56,0.38,0.59,62,63,62,35,41
53,Banks - Regional,RNST,10.17,-0.16000000000000014,0.73,0.68,0.28,0.44,0.16,61,61,57,58,63
54,Banks - Regional,INDB,10.15,0.41000000000000014,0.77,0.73,0.34,0.32,0.29,60,59,43,46,69
55,REIT - Diversified,BNL,10.06,0.0,0.9,0.77,0.52,0.53,0.79,60,60,43,38,54
56,Banks - Regional,FIBK,9.82,1.290000000000001,0.81,0.65,0.22,0.38,0.2,59,56,39,28,36
57,Auto & Truck Dealerships,CARG,9.47,0.7400000000000002,0.84,0.63,0.24,0.3,0.25,58,57,66,60,75
58,Banks - Regional,UCB,9.46,1.3900000000000006,0.86,0.76,0.33,0.4,0.24,57,54,54,40,64
59,Security & Protection Services,BRC,9.06,2.250000000000001,0.85,0.74,0.57,0.35,0.41,57,53,42,45,50
60,Banks - Regional,FBP,9.01,-0.02999999999999936,0.75,0.78,0.26,0.36,0.24,56,57,48,63,40
61,Building Products & Equipment,GFF,8.34,1.0700000000000003,0.67,0.39,0.6,0.34,0.3,55,54,72,41,38
62,Farm & Heavy Construction Machinery,TEX,7.84,1.63,0.54,0.56,0.43,0.45,0.31,54,52,61,37,6
63,Banks - Regional,WSFS,7.34,1.37,0.75,0.66,0.24,0.38,0.25,54,51,53,55,61
64,Software - Application,NCNO,6.92,15.99,0.79,0.58,0.31,0.76,0.24,53,19,34,20,26
65,Software - Application,GTM,6.9,0.6900000000000004,0.7,0.59,0.45,0.49,0.67,52,52,59,22,43
66,Staffing & Employment Services,KFY,6.36,-3.38,0.62,0.72,0.29,0.56,0.41,51,59,55,54,29
67,REIT - Retail,SKT,6.36,1.5500000000000007,0.75,0.59,0.16,0.33,0.66,51,47,40,23,72
68,Specialty Industrial Machinery,CXT,6.08,-5.800000000000001,0.51,0.66,0.48,0.42,0.25,50,63,63,31,25
69,REIT - Specialty,EPR,5.73,-2.709999999999999,0.65,0.42,0.13,0.75,0.84,49,55,74,75,81
70,Recreational Vehicles,HOG,5.41,3.3200000000000003,0.81,0.82,0.47,0.46,0.41,49,44,17,12,5
71,Conglomerates,OTTR,5.26,-0.3799999999999999,0.66,0.63,0.33,0.46,0.46,48,50,28,34,33
72,Oil & Gas E&P,CRC,5.2,-0.0699999999999994,0.68,0.61,0.48,0.63,0.3,47,49,65,43,10
73,Asset Management,HTGC,5.02,2.7499999999999996,0.53,0.37,0.54,0.5,0.3,46,45,45,30,51
74,Banks - Regional,FULT,4.73,-0.5599999999999996,0.8,0.82,0.22,0.33,0.29,46,49,40,28,56
75,Banks - Regional,EBC,4.37,2.6500000000000004,0.76,0.69,0.31,0.31,0.27,45,43,28,27,68
76,REIT - Mortgage,BXMT,3.55,1.1199999999999997,0.65,0.56,0.27,0.34,0.62,44,46,54,46,67
77,Software - Infrastructure,AVPT,3.04,6.05,0.73,0.33,0.45,0.33,0.24,43,31,78,90,87
78,Asset Management,HASI,2.03,-0.79,0.71,0.68,0.4,0.36,0.57,43,46,24,16,32
79,REIT - Office,DEI,1.99,3.19,0.79,0.55,0.29,0.45,0.5,42,35,31,22,66
80,Residential Construction,KBH,1.75,1.78,0.65,0.63,0.55,0.34,0.43,41,37,19,7,13
81,Electronic Components,PLXS,1.64,0.34999999999999987,0.64,0.61,0.41,0.49,0.22,40,42,34,59,57
82,Information Technology Services,CNXC,1.0,2.1100000000000003,0.75,0.66,0.29,0.48,0.29,40,36,20,67,9
83,Software - Application,BL,0.96,1.49,0.78,0.45,0.39,0.65,0.14,39,37,58,72,20
84,Oil & Gas E&P,CIVI,0.84,11.209999999999999,0.8,0.76,0.45,0.33,0.12,38,16,3,1,1
85,REIT - Specialty,PCH,0.03,-4.89,0.5,0.52,0.54,0.41,0.72,37,48,52,21,66
86,Capital Markets,ETOR,0.0,0.0,0.19,0.2,0.54,0.68,,35,40,50,50,46
87,Information Technology Services,PONY,0.0,0.0,0.46,0.56,0.53,0.43,0.48,35,40,50,50,46
88,Biotechnology,AAPG,0.0,0.0,0.57,0.54,0.53,0.63,0.58,35,40,50,50,46
89,Biotechnology,MENS,0.0,0.0,0.56,0.65,0.82,,,35,40,50,50,46
90,Biotechnology,TLX,0.0,0.0,0.41,0.49,0.26,0.53,0.51,35,40,50,50,46
91,Department Stores,M,-0.51,1.45,0.64,0.68,0.49,0.36,0.32,33,34,19,7,10
92,REIT - Specialty,RYN,-1.57,-3.5999999999999996,0.56,0.78,0.5,0.41,0.75,32,43,22,10,22
93,Asset Management,GBDC,-1.82,2.0199999999999996,0.57,0.42,0.36,0.56,0.21,31,29,44,43,37
94,Apparel Manufacturing,ZGN,-1.89,2.5700000000000003,0.75,0.65,0.32,0.36,0.2,31,27,25,31,12
95,Agricultural Inputs,SMG,-2.32,1.8700000000000006,0.56,0.52,0.31,0.45,0.4,30,28,31,19,24
96,Apparel Manufacturing,PVH,-2.33,5.77,0.83,0.7,0.47,0.54,0.3,29,22,16,29,3
97,Telecom Services,LBTYK,-2.48,1.1099999999999999,0.74,0.66,0.58,0.62,0.7,28,30,12,3,8
98,Specialty Chemicals,FUL,-2.94,0.98,0.69,0.66,0.2,0.42,0.33,28,28,18,13,7
99,Utilities - Regulated Gas,MDU,-3.27,-1.99,0.46,0.31,0.57,0.53,0.53,27,34,60,66,71
100,Building Materials,TGLS,-3.62,-1.48,0.4,0.4,0.51,0.44,0.4,26,33,67,86,78
101,Software - Infrastructure,RELY,-4.27,0.8300000000000001,0.45,0.69,0.26,0.2,0.35,25,25,22,78,87
102,Insurance - Specialty,AGO,-4.46,1.2000000000000002,0.51,0.31,0.49,0.31,0.39,25,25,37,52,51
103,Insurance - Property & Casualty,PLMR,-4.9,-2.4800000000000004,0.54,0.67,0.26,0.83,0.72,24,32,72,93,89
104,Specialty Chemicals,CBT,-5.44,1.6999999999999993,0.66,0.53,0.3,0.46,0.42,23,23,10,10,15
105,Trucking,SNDR,-5.51,-0.7400000000000002,0.59,0.5,0.3,0.44,0.2,22,26,32,26,34
106,Biotechnology,KRYS,-6.16,-0.14000000000000057,0.64,0.64,0.61,0.43,0.69,22,24,26,4,52
107,Software - Infrastructure,CLBT,-6.26,3.9700000000000006,0.76,0.73,0.34,0.18,0.13,21,17,5,62,81
108,Beverages - Non-Alcoholic,FIZZ,-6.48,-3.9100000000000006,0.3,0.34,0.62,0.67,0.57,20,31,63,63,16
109,Oil & Gas E&P,SM,-8.04,1.700000000000001,0.68,0.56,0.45,0.47,0.06,19,19,16,4,2
110,Thermal Coal,CNR,-8.3,4.489999999999998,0.47,0.34,0.46,0.32,0.3,19,13,13,6,4
111,Biotechnology,ADMA,-8.56,-0.16000000000000014,0.6,0.35,0.57,0.57,0.67,18,21,69,87,92
112,REIT - Office,SLG,-10.55,0.5499999999999989,0.72,0.53,0.26,0.6,0.41,17,16,21,37,53
113,Software - Infrastructure,EEFT,-11.42,-2.49,0.51,0.61,0.33,0.42,0.53,16,20,33,61,27
114,Oil & Gas Equipment & Services,LB,-11.79,2.0500000000000007,0.57,0.33,0.39,0.36,0.43,16,13,47,50,46
115,Biotechnology,CYTK,-11.94,-4.3,0.58,0.53,0.4,0.58,0.54,15,22,8,1,14
116,Software - Application,ASAN,-12.32,-0.40000000000000036,0.74,0.5,0.48,0.58,0.3,14,15,25,78,83
117,Asset Management,CNS,-12.68,-2.8499999999999996,0.51,0.55,0.36,0.29,0.47,13,18,15,25,38
118,Electronics & Computer Distribution,NSIT,-13.32,0.9900000000000002,0.59,0.69,0.3,0.38,0.33,13,12,4,8,21
119,Specialty Business Services,CBZ,-13.34,1.9299999999999997,0.6,0.58,0.31,0.44,0.15,12,11,14,39,34
120,Household & Personal Products,IPAR,-14.08,-1.9800000000000004,0.5,0.43,0.28,0.88,0.46,11,14,35,66,49
121,Staffing & Employment Services,TNET,-15.17,3.9799999999999986,0.79,0.69,0.35,0.44,0.27,10,6,4,33,7
122,Software - Infrastructure,TENB,-15.72,2.7499999999999982,0.63,0.51,0.26,0.4,0.41,10,9,10,13,30
123,Oil & Gas Equipment & Services,WHD,-16.42,2.4899999999999984,0.69,0.56,0.34,0.5,0.16,9,7,7,16,19
124,Drug Manufacturers - Specialty & Generic,PBH,-17.38,2.6000000000000014,0.69,0.3,0.34,0.43,0.55,8,5,38,68,75
125,Engineering & Construction,EXPO,-17.83,0.6300000000000026,0.56,0.48,0.26,0.47,0.21,7,10,7,17,23
126,Insurance - Property & Casualty,KMPR,-18.55,0.019999999999999574,0.67,0.31,0.4,0.48,0.51,7,8,37,47,62
127,Scientific & Technical Instruments,NOVT,-18.69,-0.7699999999999996,0.53,0.53,0.34,0.38,0.43,6,10,11,11,18
128,Banks - Regional,BMA,-21.92,0.5799999999999983,0.22,0.27,0.54,0.28,0.42,5,4,23,69,88
129,Oil & Gas E&P,VIST,-22.77,-0.879999999999999,0.27,0.23,0.42,0.49,0.38,4,4,29,65,40
130,Insurance Brokers,BWIN,-24.61,-5.609999999999999,0.51,0.4,0.25,0.61,0.54,4,7,9,42,57
131,REIT - Industrial,COLD,-29.94,-5.470000000000002,0.51,0.41,0.41,0.3,0.63,3,3,2,2,25
132,Staffing & Employment Services,RHI,-31.61,0.6300000000000026,0.67,0.64,0.25,0.35,0.39,2,2,1,5,11
133,Software - Application,VERX,-34.92,3.6000000000000014,0.57,0.21,0.24,0.68,0.13,1,1,6,70,17
134,Drug Manufacturers - Specialty & Generic,LNTH,-37.68,-5.339999999999996,0.46,0.29,0.23,0.46,0.75,1,1,1,15,80
135,Biotechnology,PCVX,-41.71,-2.6499999999999986,0.57,0.36,0.34,0.63,0.27,1,1,1,1,22
